[Strings]
nth  paddr      vaddr      len  size section       type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4237 0x0007c2fa 0x0049acfa 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_236
4238 0x0007c31b 0x0049ad1b 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_237
4239 0x0007c33c 0x0049ad3c 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_238
4240 0x0007c35d 0x0049ad5d 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_239
4241 0x0007c37e 0x0049ad7e 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_240
4242 0x0007c39f 0x0049ad9f 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_242
4243 0x0007c3c0 0x0049adc0 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_243
4244 0x0007c3e1 0x0049ade1 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_244
4245 0x0007c402 0x0049ae02 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_245
4246 0x0007c423 0x0049ae23 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_246
4247 0x0007c444 0x0049ae44 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_247
4248 0x0007c465 0x0049ae65 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_248
4249 0x0007c486 0x0049ae86 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_249
4250 0x0007c4a7 0x0049aea7 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_250
4251 0x0007c4c8 0x0049aec8 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_251
4252 0x0007c4e9 0x0049aee9 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_252
4253 0x0007c50a 0x0049af0a 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_253
4254 0x0007c52b 0x0049af2b 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_256
4255 0x0007c54c 0x0049af4c 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_257
4256 0x0007c56d 0x0049af6d 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_258
4257 0x0007c58e 0x0049af8e 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_259
4258 0x0007c5af 0x0049afaf 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_260
4259 0x0007c5d0 0x0049afd0 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_261
4260 0x0007c5f1 0x0049aff1 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_263
4261 0x0007c612 0x0049b012 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_267
4262 0x0007c633 0x0049b033 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_268
4263 0x0007c654 0x0049b054 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_269
4264 0x0007c675 0x0049b075 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_270
4265 0x0007c696 0x0049b096 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_271
4266 0x0007c6b7 0x0049b0b7 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_272
4267 0x0007c6d8 0x0049b0d8 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_273
4268 0x0007c6f9 0x0049b0f9 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_274
4269 0x0007c71a 0x0049b11a 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_275
4270 0x0007c73b 0x0049b13b 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_276
4271 0x0007c75c 0x0049b15c 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_277
4272 0x0007c77d 0x0049b17d 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_278
4273 0x0007c79e 0x0049b19e 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_279
4274 0x0007c7bf 0x0049b1bf 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_280
4275 0x0007c7e0 0x0049b1e0 32   33                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_281
4276 0x0007c801 0x0049b201 30   31                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_2
4277 0x0007c820 0x0049b220 30   31                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_3
4278 0x0007c83f 0x0049b23f 40   41                 ascii   setCurrentDir__gH49bWY7pApxazoTIU6NIpwos
4279 0x0007c868 0x0049b268 27   28                 ascii   .rdata$.refptr.Dl_13787008_
4280 0x0007c884 0x0049b284 30   31                 ascii   TM__xRS4M9adyeRIWGepJlj9bcoA_4
4281 0x0007c8a3 0x0049b2a3 39   40                 ascii   spaces__rssDy7zs9cDeoYTeCoIy0Wgstrutils
4282 0x0007c8cb 0x0049b2cb 32   33                 ascii   showHelp__hvxgZ00Er1XNJxspnMXZCQ
4283 0x0007c8ec 0x0049b2ec 32   33                 ascii   tryExec__TBWI9aXWYSTX1z8x4BvfrXA
4284 0x0007c90d 0x0049b30d 37   38                 ascii   findStartNim__z9aOnt37LFrYTz5p4lqQRvA
4285 0x0007c933 0x0049b333 33   34                 ascii   thVersion__T7w0ieFMjHJu2L286dJlEw
4286 0x0007c955 0x0049b355 35   36                 ascii   safeRemove__mWi1EP9cckDopM3sf1ODOqw
4287 0x0007c979 0x0049b379 31   32                 ascii   copyExe__fR7BEPrr4uTFBpaD7mx5bw
4288 0x0007c999 0x0049b399 28   29                 ascii   boot__8LETXfcNJqEotbBOvR5Cqg
4289 0x0007c9b6 0x0049b3b6 40   41                 ascii   removePattern__gYbSc07xVZ9a29cS9crgCuOLw
4290 0x0007c9df 0x0049b3df 33   34                 ascii   cleanAux__W5JJ8HcwuLdCn4sb49amCOw
4291 0x0007ca01 0x0049b401 31   32                 ascii   clean__8LETXfcNJqEotbBOvR5Cqg_2
4292 0x0007ca21 0x0049b421 33   34                 ascii   csource__8LETXfcNJqEotbBOvR5Cqg_3
4293 0x0007ca43 0x0049b443 41   42                 ascii   bundleNimbleExe__opQCPdpqdKGvpxSDNVdtVg_2
4294 0x0007ca6d 0x0049b46d 42   43                 ascii   bundleNimsuggest__8LETXfcNJqEotbBOvR5Cqg_4
4295 0x0007ca98 0x0049b498 41   42                 ascii   bundleNimpretty__8LETXfcNJqEotbBOvR5Cqg_5
4296 0x0007cac2 0x0049b4c2 38   39                 ascii   buildVccTool__8LETXfcNJqEotbBOvR5Cqg_7
4297 0x0007cae9 0x0049b4e9 37   38                 ascii   bundleC2nim__8LETXfcNJqEotbBOvR5Cqg_8
4298 0x0007cb0f 0x0049b50f 40   41                 ascii   bundleWinTools__8LETXfcNJqEotbBOvR5Cqg_6
4299 0x0007cb38 0x0049b538 27   28                 ascii   zip__opQCPdpqdKGvpxSDNVdtVg
4300 0x0007cb54 0x0049b554 40   41                 ascii   ensureCleanGit__hvxgZ00Er1XNJxspnMXZCQ_2
4301 0x0007cb7d 0x0049b57d 28   29                 ascii   xz__opQCPdpqdKGvpxSDNVdtVg_3
4302 0x0007cb9a 0x0049b59a 34   35                 ascii   buildTool__UQxonVgc9cHLZ66itLV0FfQ
4303 0x0007cbbd 0x0049b5bd 30   31                 ascii   nsis__opQCPdpqdKGvpxSDNVdtVg_4
4304 0x0007cbdc 0x0049b5dc 36   37                 ascii   geninstall__8LETXfcNJqEotbBOvR5Cqg_9
4305 0x0007cc01 0x0049b601 34   35                 ascii   install__8LETXfcNJqEotbBOvR5Cqg_10
4306 0x0007cc24 0x0049b624 40   41                 ascii   testUnixInstall__6WewEPrRHl5yhvd9bHnbWSg
4307 0x0007cc4d 0x0049b64d 37   38                 ascii   installDeps__869b24x0pTmRE7xe9bJImnbw
4308 0x0007cc73 0x0049b673 35   36                 ascii   hostInfo__z9aOnt37LFrYTz5p4lqQRvA_2
4309 0x0007cc97 0x0049b697 36   37                 ascii   kochExecFold__OfPOTXvZhxovWWPYGrAwAg
4310 0x0007ccbc 0x0049b6bc 37   38                 ascii   buildTools__8LETXfcNJqEotbBOvR5Cqg_11
4311 0x0007cce2 0x0049b6e2 31   32                 ascii   runCI__9a9b7gnyibgSE3xOJRPAZjyA
4312 0x0007cd02 0x0049b702 32   33                 ascii   tests__8LETXfcNJqEotbBOvR5Cqg_12
4313 0x0007cd23 0x0049b723 35   36                 ascii   splitArgs__0gn5zz8osaA9chtDhh66U9bw
4314 0x0007cd47 0x0049b747 31   32                 ascii   temp__8LETXfcNJqEotbBOvR5Cqg_13
4315 0x0007cd67 0x0049b767 33   34                 ascii   xtemp__9a9b7gnyibgSE3xOJRPAZjyA_2
4316 0x0007cd89 0x0049b789 37   38                 ascii   buildNimble__opQCPdpqdKGvpxSDNVdtVg_5
4317 0x0007cdaf 0x0049b7af 38   39                 ascii   pushCsources__hvxgZ00Er1XNJxspnMXZCQ_3
4318 0x0007cdd6 0x0049b7d6 35   36                 ascii   find__31wM5Ui9c8jnrQ5QD4oPxOQsystem
4319 0x0007cdfa 0x0049b7fa 39   40                 ascii   contains__Pa9a8m0kZYH6LC8N1EcZJdQsystem
4320 0x0007ce22 0x0049b822 36   37                 ascii   valgrind__9a9b7gnyibgSE3xOJRPAZjyA_3
4321 0x0007ce47 0x0049b847 37   38                 ascii   buildDrNim__8LETXfcNJqEotbBOvR5Cqg_14
4322 0x0007ce6d 0x0049b86d 19   20                 ascii   initStackBottomWith
4323 0x0007ce81 0x0049b881 12   13                 ascii   PreMainInner
4324 0x0007ce8e 0x0049b88e 12   13                 ascii   NimMainInner
4325 0x0007ce9b 0x0049b89b 33   34                 ascii   .rdata$.refptr.nim_program_result
4326 0x0007cebd 0x0049b8bd 13   14                 ascii   NimMainModule
4327 0x0007cecb 0x0049b8cb 45   46                 ascii   .rdata$.refptr.NTI__l9cyoK9aLLTUH7LBRIbLqETg_
4328 0x0007cef9 0x0049b8f9 45   46                 ascii   .rdata$.refptr.nimExe__2dCYhwMwGxUYmwg4Lu8KPw
4329 0x0007cf27 0x0049b927 12   13                 ascii   mingw_onexit
4330 0x0007cf34 0x0049b934 28   29                 ascii   .rdata$.refptr.__imp__onexit
4331 0x0007cf51 0x0049b951 17   18                 ascii   __do_global_dtors
4332 0x0007cf63 0x0049b963 17   18                 ascii   __do_global_ctors
4333 0x0007cf75 0x0049b975 28   29                 ascii   .rdata$.refptr.__CTOR_LIST__
4334 0x0007cf92 0x0049b992 11   12                 ascii   initialized
4335 0x0007cf9e 0x0049b99e 13   14                 ascii   my_lconv_init
4336 0x0007cfac 0x0049b9ac 22   23                 ascii   __security_init_cookie
4337 0x0007cfc3 0x0049b9c3 23   24                 ascii   .data$__security_cookie
4338 0x0007cfdb 0x0049b9db 34   35                 ascii   .data$__security_cookie_complement
4339 0x0007cffe 0x0049b9fe 18   19                 ascii   __report_gsfailure
4340 0x0007d011 0x0049ba11 16   17                 ascii   GS_ContextRecord
4341 0x0007d022 0x0049ba22 18   19                 ascii   GS_ExceptionRecord
4342 0x0007d035 0x0049ba35 20   21                 ascii   GS_ExceptionPointers
4343 0x0007d04a 0x0049ba4a 14   15                 ascii   __dyn_tls_dtor
4344 0x0007d059 0x0049ba59 14   15                 ascii   __dyn_tls_init
4345 0x0007d068 0x0049ba68 22   23                 ascii   .rdata$.refptr._CRT_MT
4346 0x0007d07f 0x0049ba7f 11   12                 ascii   __tlregdtor
4347 0x0007d08b 0x0049ba8b 21   22                 ascii   __mingw_raise_matherr
4348 0x0007d0a1 0x0049baa1 13   14                 ascii   stUserMathErr
4349 0x0007d0af 0x0049baaf 22   23                 ascii   __mingw_setusermatherr
4350 0x0007d0c6 0x0049bac6 15   16                 ascii   _decode_pointer
4351 0x0007d0d6 0x0049bad6 15   16                 ascii   _encode_pointer
4352 0x0007d0e6 0x0049bae6 14   15                 ascii   __report_error
4353 0x0007d0f5 0x0049baf5 21   22                 ascii   __write_memory.part.0
4354 0x0007d10b 0x0049bb0b 11   12                 ascii   maxSections
4355 0x0007d117 0x0049bb17 25   26                 ascii   _pei386_runtime_relocator
4356 0x0007d131 0x0049bb31 14   15                 ascii   was_init.93491
4357 0x0007d140 0x0049bb40 48   49                 ascii   .rdata$.refptr.__RUNTIME_PSEUDO_RELOC_LIST_END__
4358 0x0007d171 0x0049bb71 44   45                 ascii   .rdata$.refptr.__RUNTIME_PSEUDO_RELOC_LIST__
4359 0x0007d19e 0x0049bb9e 25   26                 ascii   __mingw_SEH_error_handler
4360 0x0007d1b8 0x0049bbb8 21   22                 ascii   __mingw_init_ehandler
4361 0x0007d1ce 0x0049bbce 14   15                 ascii   was_here.93323
4362 0x0007d1dd 0x0049bbdd 9    10                 ascii   emu_pdata
4363 0x0007d1e7 0x0049bbe7 9    10                 ascii   emu_xdata
4364 0x0007d1f1 0x0049bbf1 22   23                 ascii   _gnu_exception_handler
4365 0x0007d208 0x0049bc08 31   32                 ascii   __mingwthr_run_key_dtors.part.0
4366 0x0007d228 0x0049bc28 13   14                 ascii   __mingwthr_cs
4367 0x0007d236 0x0049bc36 13   14                 ascii   key_dtor_list
4368 0x0007d244 0x0049bc44 28   29                 ascii   ___w64_mingwthr_add_key_dtor
4369 0x0007d261 0x0049bc61 18   19                 ascii   __mingwthr_cs_init
4370 0x0007d274 0x0049bc74 31   32                 ascii   ___w64_mingwthr_remove_key_dtor
4371 0x0007d294 0x0049bc94 19   20                 ascii   __mingw_TLScallback
4372 0x0007d2a8 0x0049bca8 19   20                 ascii   pseudo-reloc-list.c
4373 0x0007d2bc 0x0049bcbc 25   26                 ascii   _ValidateImageBase.part.0
4374 0x0007d2d6 0x0049bcd6 18   19                 ascii   _ValidateImageBase
4375 0x0007d2e9 0x0049bce9 14   15                 ascii   _FindPESection
4376 0x0007d2f8 0x0049bcf8 20   21                 ascii   _FindPESectionByName
4377 0x0007d30d 0x0049bd0d 28   29                 ascii   __mingw_GetSectionForAddress
4378 0x0007d32a 0x0049bd2a 23   24                 ascii   __mingw_GetSectionCount
4379 0x0007d342 0x0049bd42 18   19                 ascii   _FindPESectionExec
4380 0x0007d355 0x0049bd55 15   16                 ascii   _GetPEImageBase
4381 0x0007d365 0x0049bd65 28   29                 ascii   _IsNonwritableInCurrentImage
4382 0x0007d382 0x0049bd82 33   34                 ascii   __mingw_enum_import_library_names
4383 0x0007d3a4 0x0049bda4 11   12                 ascii   .debug_info
4384 0x0007d3b0 0x0049bdb0 13   14                 ascii   .debug_abbrev
4385 0x0007d3be 0x0049bdbe 11   12                 ascii   .debug_line
4386 0x0007d3ca 0x0049bdca 14   15                 ascii   .debug_aranges
4387 0x0007d3d9 0x0049bdd9 12   13                 ascii   .debug_frame
4388 0x0007d3e6 0x0049bde6 11   12                 ascii   mingw_getsp
4389 0x0007d3f2 0x0049bdf2 35   36                 ascii   mingw_get_invalid_parameter_handler
4390 0x0007d416 0x0049be16 30   31                 ascii   _get_invalid_parameter_handler
4391 0x0007d435 0x0049be35 35   36                 ascii   mingw_set_invalid_parameter_handler
4392 0x0007d459 0x0049be59 30   31                 ascii   _set_invalid_parameter_handler
4393 0x0007d478 0x0049be78 27   28                 ascii   invalid_parameter_handler.c
4394 0x0007d494 0x0049be94 11   12                 ascii   __JCR_END__
4395 0x0007d4a0 0x0049bea0 19   20                 ascii   register_frame_ctor
4396 0x0007d4b4 0x0049beb4 13   14                 ascii   .text.startup
4397 0x0007d4c2 0x0049bec2 14   15                 ascii   .xdata.startup
4398 0x0007d4d1 0x0049bed1 14   15                 ascii   .pdata.startup
4399 0x0007d4e0 0x0049bee0 12   13                 ascii   .ctors.65535
4400 0x0007d4ed 0x0049beed 29   30                 ascii   NTI__2rGNQnv9bU4hanI2g3svReg_
4401 0x0007d50b 0x0049bf0b 28   29                 ascii   NTI__bnU6W8LhTMnT4JaSWtGlSA_
4402 0x0007d528 0x0049bf28 20   21                 ascii   .refptr.Dl_13787018_
4403 0x0007d53d 0x0049bf3d 27   28                 ascii   gch__IcYaEuuWivYAS86vFMTS3Q
4404 0x0007d559 0x0049bf59 20   21                 ascii   .refptr.Dl_13787456_
4405 0x0007d56e 0x0049bf6e 12   13                 ascii   Dl_13788569_
4406 0x0007d57b 0x0049bf7b 31   32                 ascii   NTI__sVg18TP9cLifHyygRe9cro9aA_
4407 0x0007d59b 0x0049bf9b 30   31                 ascii   ___RUNTIME_PSEUDO_RELOC_LIST__
4408 0x0007d5ba 0x0049bfba 36   37                 ascii   .refptr.NTI__BeJgrOdDsczOwEWOZbRfKA_
4409 0x0007d5df 0x0049bfdf 21   22                 ascii   __imp_GetStartupInfoA
4410 0x0007d5f5 0x0049bff5 39   40                 ascii   localInstance__cLtN9cK9bCe6IPhJ3UFNLNKA
4411 0x0007d61d 0x0049c01d 12   13                 ascii   Dl_13788553_
4412 0x0007d62a 0x0049c02a 11   12                 ascii   __imp_abort
4413 0x0007d636 0x0049c036 27   28                 ascii   __lib64_libkernel32_a_iname
4414 0x0007d652 0x0049c052 14   15                 ascii   __data_start__
4415 0x0007d661 0x0049c061 14   15                 ascii   ___DTOR_LIST__
4416 0x0007d670 0x0049c070 12   13                 ascii   __imp__fmode
4417 0x0007d67d 0x0049c07d 11   12                 ascii   __imp__lock
4418 0x0007d689 0x0049c089 37   38                 ascii   .refptr.NTI__K39aEGuwNdydKn2WFEpUygg_
4419 0x0007d6af 0x0049c0af 20   21                 ascii   .refptr.Dl_13786820_
4420 0x0007d6c4 0x0049c0c4 29   30                 ascii   ws2__hGspZUrVrEMpO9aP9c3dJQPQ
4421 0x0007d6e2 0x0049c0e2 22   23                 ascii   __imp_RtlVirtualUnwind
4422 0x0007d6f9 0x0049c0f9 27   28                 ascii   SetUnhandledExceptionFilter
4423 0x0007d715 0x0049c115 30   31                 ascii   NTI__RF9bmlTw5jjuUn7w9cdnw7yA_
4424 0x0007d734 0x0049c134 29   30                 ascii   NTI__8inKGns6i1OoXN9aLZwcSOw_
4425 0x0007d752 0x0049c152 46   47                 ascii   unhandledExceptionHook__RJpSsXsRUH8ochbXTEhRIw
4426 0x0007d781 0x0049c181 12   13                 ascii   __imp_ferror
4427 0x0007d78e 0x0049c18e 13   14                 ascii   __imp_longjmp
4428 0x0007d79c 0x0049c19c 12   13                 ascii   __imp_calloc
4429 0x0007d7a9 0x0049c1a9 20   21                 ascii   .refptr.Dl_13786811_
4430 0x0007d7be 0x0049c1be 28   29                 ascii   NTI__nlCscttRCss70IBTyuBqnA_
4431 0x0007d7db 0x0049c1db 20   21                 ascii   .refptr.Dl_13787650_
4432 0x0007d7f0 0x0049c1f0 20   21                 ascii   .refptr.Dl_13788569_
4433 0x0007d805 0x0049c205 14   15                 ascii   ___tls_start__
4434 0x0007d814 0x0049c214 28   29                 ascii   NTI__PrBYolTs4TOSgE8v5oqDUQ_
4435 0x0007d831 0x0049c231 32   33                 ascii   kochExe__0U1nUcn9aK3MD2fSNdm3F1Q
4436 0x0007d852 0x0049c252 41   42                 ascii   gHeapidGenerator__hd54mEUTGcVuZLChYgtR9bg
4437 0x0007d87c 0x0049c27c 30   31                 ascii   .refptr.__native_startup_state
4438 0x0007d89b 0x0049c29b 11   12                 ascii   __ImageBase
4439 0x0007d8a7 0x0049c2a7 21   22                 ascii   .refptr.__imp__onexit
4440 0x0007d8bd 0x0049c2bd 38   39                 ascii   .refptr.NTI__iLZrPn9anoh9ad1MmO0RczFw_
4441 0x0007d8e4 0x0049c2e4 18   19                 ascii   threadLocalMarkers
4442 0x0007d8f7 0x0049c2f7 29   30                 ascii   NTI__THYguAi9bSgidczZ3ywEIMQ_
4443 0x0007d915 0x0049c315 12   13                 ascii   GetLastError
4444 0x0007d922 0x0049c322 23   24                 ascii   GetSystemTimeAsFileTime
4445 0x0007d93a 0x0049c33a 22   23                 ascii   mingw_initltssuo_force
4446 0x0007d951 0x0049c351 12   13                 ascii   Dl_13787647_
4447 0x0007d95e 0x0049c35e 19   20                 ascii   __rt_psrelocs_start
4448 0x0007d972 0x0049c372 29   30                 ascii   NTI__l9cxZBMkgRuliCVgWAnHVRg_
4449 0x0007d990 0x0049c390 42   43                 ascii   errorMessageWriter__ZXnv0JyrWe3HTd07wpSr7A
4450 0x0007d9bb 0x0049c3bb 17   18                 ascii   __imp___dllonexit
4451 0x0007d9cd 0x0049c3cd 30   31                 ascii   .refptr.mingw_initltsdyn_force
4452 0x0007d9ec 0x0049c3ec 36   37                 ascii   .refptr.NTI__1G0jiQbe7KwD5ADza5AZaw_
4453 0x0007da11 0x0049c411 23   24                 ascii   __dll_characteristics__
4454 0x0007da29 0x0049c429 24   25                 ascii   __size_of_stack_commit__
4455 0x0007da42 0x0049c442 12   13                 ascii   Dl_13787456_
4456 0x0007da4f 0x0049c44f 10   11                 ascii   __iob_func
4457 0x0007da5a 0x0049c45a 13   14                 ascii   __imp__acmdln
4458 0x0007da68 0x0049c468 25   26                 ascii   __size_of_stack_reserve__
4459 0x0007da82 0x0049c482 27   28                 ascii   __major_subsystem_version__
4460 0x0007da9e 0x0049c49e 17   18                 ascii   ___crt_xl_start__
4461 0x0007dab0 0x0049c4b0 27   28                 ascii   __imp_DeleteCriticalSection
4462 0x0007dacc 0x0049c4cc 12   13                 ascii   Dl_13787008_
4463 0x0007dad9 0x0049c4d9 30   31                 ascii   NTI__vU9aO9cTqOMn6CBzhV8rX7Sw_
4464 0x0007daf8 0x0049c4f8 36   37                 ascii   __imp__set_invalid_parameter_handler
4465 0x0007db1d 0x0049c51d 21   22                 ascii   .refptr.__CTOR_LIST__
4466 0x0007db33 0x0049c533 11   12                 ascii   __imp_fputc
4467 0x0007db3f 0x0049c53f 12   13                 ascii   VirtualQuery
4468 0x0007db4c 0x0049c54c 12   13                 ascii   Dl_13786835_
4469 0x0007db59 0x0049c559 17   18                 ascii   ___crt_xi_start__
4470 0x0007db6b 0x0049c56b 20   21                 ascii   .refptr.Dl_13786564_
4471 0x0007db80 0x0049c580 12   13                 ascii   Dl_16183214_
4472 0x0007db8d 0x0049c58d 36   37                 ascii   .refptr.NTI__nlCscttRCss70IBTyuBqnA_
4473 0x0007dbb2 0x0049c5b2 20   21                 ascii   .refptr.__imp__fmode
4474 0x0007dbc7 0x0049c5c7 41   42                 ascii   .refptr.framePtr__HRfVMH3jYeBJz6Q6X9b6Ptw
4475 0x0007dbf1 0x0049c5f1 16   17                 ascii   __imp__amsg_exit
4476 0x0007dc02 0x0049c602 15   16                 ascii   ___crt_xi_end__
4477 0x0007dc12 0x0049c612 39   40                 ascii   globalRaiseHook__JbO1ti4ULxrw54m4zNPbpA
4478 0x0007dc3a 0x0049c63a 12   13                 ascii   __imp__errno
4479 0x0007dc47 0x0049c647 23   24                 ascii   .refptr.__imp___initenv
4480 0x0007dc5f 0x0049c65f 10   11                 ascii   _tls_start
4481 0x0007dc6a 0x0049c66a 12   13                 ascii   __imp_getenv
4482 0x0007dc77 0x0049c677 28   29                 ascii   NTI__ShBqCFAISBSH2YqBfe6zjg_
4483 0x0007dc94 0x0049c694 12   13                 ascii   Dl_13788543_
4484 0x0007dca1 0x0049c6a1 25   26                 ascii   __mingw_winmain_lpCmdLine
4485 0x0007dcbb 0x0049c6bb 12   13                 ascii   Dl_13787627_
4486 0x0007dcc8 0x0049c6c8 16   17                 ascii   .refptr._matherr
4487 0x0007dcd9 0x0049c6d9 32   33                 ascii   NTI__Efo9bmO5NYUNf9a3ESqm9bZ9bQ_
4488 0x0007dcfa 0x0049c6fa 37   38                 ascii   .refptr.__RUNTIME_PSEUDO_RELOC_LIST__
4489 0x0007dd20 0x0049c720 24   25                 ascii   __mingw_oldexcpt_handler
4490 0x0007dd39 0x0049c739 24   25                 ascii   __imp_GetCurrentThreadId
4491 0x0007dd52 0x0049c752 30   31                 ascii   .refptr.mingw_initltssuo_force
4492 0x0007dd71 0x0049c771 28   29                 ascii   NTI__VaVACK0bpYmqIQ0mKcHfQQ_
4493 0x0007dd8e 0x0049c78e 42   43                 ascii   WSAID_CONNECTEX__YmR9c9crObjjK9ckt1ygsPQKg
4494 0x0007ddb9 0x0049c7b9 19   20                 ascii   GetCurrentProcessId
