[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000091 0x00000091 4   5            ascii   L_ns
2     0x00000099 0x00000099 4   5            ascii   )Unf
3     0x000000b9 0x000000b9 4   5            ascii   )Wn]
4     0x000000bf 0x000000bf 6   7            ascii   nV*Kns
5     0x000000c7 0x000000c7 6   7            ascii   nV*Qnp
6     0x000000d7 0x000000d7 6   7            ascii   nV*Tnp
7     0x000000df 0x000000df 6   7            ascii   nRichq
8     0x000001e8 0x000001e8 5   6            ascii   .text
9     0x0000020f 0x0000020f 7   8            ascii   `.rdata
10    0x00000237 0x00000237 6   7            ascii   @.data
11    0x00000260 0x00000260 5   6            ascii   .vmp0
12    0x00000288 0x00000288 5   6            ascii   .vmp1
13    0x000002b0 0x000002b0 6   7            ascii   .reloc
14    0x000002d7 0x000002d7 6   7            ascii   @.rsrc
2382  0x00016f1d 0x004f1b1d 4   5    .vmp1   ascii   DCIl
2383  0x00016f87 0x004f1b87 5   6    .vmp1   ascii   4$:\af
2384  0x00016fce 0x004f1bce 4   6    .vmp1   utf8    *mӴl blocks=Basic Latin,Cyrillic
2385  0x00016fd8 0x004f1bd8 6   8    .vmp1   utf8    ǸL3bk+ blocks=Latin Extended-B,Basic Latin
2386  0x00016fe2 0x004f1be2 4   5    .vmp1   ascii   XOx\v
2387  0x00016ff0 0x004f1bf0 4   5    .vmp1   ascii   WroS
2388  0x00017037 0x004f1c37 5   6    .vmp1   ascii   E`bn/
2389  0x0001704a 0x004f1c4a 4   5    .vmp1   ascii   (\fs]
2390  0x00017063 0x004f1c63 5   6    .vmp1   ascii   N>4ku
2391  0x00017072 0x004f1c72 9   11   .vmp1   utf8    yԚa55V_e' blocks=Basic Latin,Cyrillic Supplement
2392  0x000170fe 0x004f1cfe 4   5    .vmp1   ascii   \th[I
2393  0x0001712e 0x004f1d2e 4   5    .vmp1   ascii   2[b)
2394  0x0001715f 0x004f1d5f 6   8    .vmp1   utf8    4GZ.9/
2395  0x00017181 0x004f1d81 5   7    .vmp1   utf8    \e|į=F blocks=Basic Latin,Latin Extended-A
2396  0x000171b6 0x004f1db6 4   5    .vmp1   ascii   -ii6
2397  0x000171d6 0x004f1dd6 7   8    .vmp1   ascii   sM\a6tLS
2398  0x000171fd 0x004f1dfd 5   6    .vmp1   ascii   &,HFg
2399  0x00017208 0x004f1e08 4   7    .vmp1   utf8    ͚UѢV blocks=Combining Diacritical Marks,Basic Latin,Cyrillic
2400  0x00017228 0x004f1e28 5   6    .vmp1   ascii   0`<O0
2401  0x00017248 0x004f1e48 5   7    .vmp1   utf8    ?D_Tߑ blocks=Basic Latin,NKo
2402  0x00017261 0x004f1e61 4   5    .vmp1   ascii   \r`dy
2403  0x0001726c 0x004f1e6c 6   7    .vmp1   ascii   e[b!gs
2404  0x0001729c 0x004f1e9c 8   11   .vmp1   utf8    ժ H;Ф<CD blocks=Armenian,Basic Latin,Cyrillic
2405  0x000172b5 0x004f1eb5 6   7    .vmp1   ascii   .A6k^8
2406  0x000172bc 0x004f1ebc 9   10   .vmp1   ascii   .] )5Nhh#
2407  0x000172e3 0x004f1ee3 5   6    .vmp1   ascii   \tuM6g
2408  0x00017326 0x004f1f26 4   7    .vmp1   utf8    y,圖/ blocks=Basic Latin,CJK Unified Ideographs
2409  0x00017370 0x004f1f70 4   6    .vmp1   utf8    lZ10
2410  0x000173df 0x004f1fdf 4   5    .vmp1   ascii   hp6G
2411  0x00017428 0x004f2028 4   5    .vmp1   ascii   |s\ek
2412  0x00017456 0x004f2056 6   7    .vmp1   ascii   YX0yTJ
2413  0x00017475 0x004f2075 4   6    .vmp1   utf8    Ȱv*7 blocks=Latin Extended-B,Basic Latin
2414  0x0001748f 0x004f208f 4   5    .vmp1   ascii   @/<?
2415  0x00017499 0x004f2099 4   5    .vmp1   ascii   \bqT-
2416  0x0001758a 0x004f218a 4   5    .vmp1   ascii   `ELW
2417  0x000175a3 0x004f21a3 4   5    .vmp1   ascii   rgv7
2418  0x000175b1 0x004f21b1 13  15   .vmp1   utf8    ."МWS2_32.dll blocks=Basic Latin,Cyrillic
2419  0x000175c2 0x004f21c2 12  13   .vmp1   ascii   GetUserNameA
2420  0x000175fe 0x004f21fe 7   9    .vmp1   utf8    D]E@\֊6 blocks=Basic Latin,Armenian
2421  0x0001760a 0x004f220a 4   6    .vmp1   utf8    4++٦ blocks=Basic Latin,Arabic
2422  0x00017655 0x004f2255 4   5    .vmp1   ascii   '|lc
2423  0x0001765c 0x004f225c 4   6    .vmp1   utf8    )Ƶ;$ blocks=Basic Latin,Latin Extended-B
2424  0x0001769e 0x004f229e 4   6    .vmp1   utf8    {ńIf blocks=Basic Latin,Latin Extended-A
2425  0x000176e5 0x004f22e5 4   7    .vmp1   utf8    䇚/c] blocks=CJK Unified Ideographs Extension A,Basic Latin
2426  0x000176ef 0x004f22ef 5   7    .vmp1   utf8    xɧ,*& blocks=Basic Latin,IPA Extensions
2427  0x000176fa 0x004f22fa 4   5    .vmp1   ascii   s'H*
2428  0x00017711 0x004f2311 4   5    .vmp1   ascii   [nu\e
2429  0x0001777d 0x004f237d 5   7    .vmp1   utf8    պv\r\vp blocks=Armenian,Basic Latin
2430  0x000177a3 0x004f23a3 6   7    .vmp1   ascii   MGRbX?
2431  0x000177e0 0x004f23e0 5   6    .vmp1   ascii   \f4?y:
2432  0x00017805 0x004f2405 6   7    .vmp1   ascii   -4~og"
2433  0x000178c5 0x004f24c5 7   9    .vmp1   utf8    5<)ґ\a:{ blocks=Basic Latin,Cyrillic
2434  0x00017905 0x004f2505 4   5    .vmp1   ascii   61o:
2435  0x0001790b 0x004f250b 5   7    .vmp1   utf8    Ϙ\b$YO blocks=Greek and Coptic,Basic Latin
2436  0x00017913 0x004f2513 4   5    .vmp1   ascii   }=.z
2437  0x0001794a 0x004f254a 4   5    .vmp1   ascii   *=c9
2438  0x00017995 0x004f2595 4   5    .vmp1   ascii   $Y>0
2439  0x000179aa 0x004f25aa 4   5    .vmp1   ascii   W/H`
2440  0x000179fd 0x004f25fd 4   5    .vmp1   ascii   "|`\v
2441  0x00017ad5 0x004f26d5 4   5    .vmp1   ascii   Y\n\a$
2442  0x00017b10 0x004f2710 4   5    .vmp1   ascii   t?dy
2443  0x00017b2a 0x004f272a 5   6    .vmp1   ascii   *I<O 
2444  0x00017b98 0x004f2798 7   10   .vmp1   utf8    fЃ}h\nʱJ blocks=Basic Latin,Cyrillic,Spacing Modifier Letters
2445  0x00017bb4 0x004f27b4 4   5    .vmp1   ascii   lM;i
2446  0x00017bc9 0x004f27c9 4   5    .vmp1   ascii   JSY/
2447  0x00017c28 0x004f2828 6   7    .vmp1   ascii   9bo~Wj
2448  0x00017c54 0x004f2854 4   5    .vmp1   ascii   +\l6
2449  0x00017c6d 0x004f286d 4   5    .vmp1   ascii   C}Kn
2450  0x00017c87 0x004f2887 5   7    .vmp1   utf8    \aʶ0a` blocks=Basic Latin,Spacing Modifier Letters
2451  0x00017d23 0x004f2923 5   7    .vmp1   utf8    {R>ڙ_ blocks=Basic Latin,Arabic
2452  0x00017d42 0x004f2942 4   5    .vmp1   ascii   ^_f5
2453  0x00017d79 0x004f2979 4   5    .vmp1   ascii   $yo>
2454  0x00017e0f 0x004f2a0f 6   8    .vmp1   utf8    }S$ܣm* blocks=Basic Latin,Syriac
2455  0x00017e2a 0x004f2a2a 4   5    .vmp1   ascii   /Z9*
2456  0x00017e3d 0x004f2a3d 4   5    .vmp1   ascii   ahbB
2457  0x00017e4b 0x004f2a4b 5   6    .vmp1   ascii   ,~2]\r
2458  0x00017e58 0x004f2a58 5   6    .vmp1   ascii   r.Sf1
2459  0x00017e60 0x004f2a60 7   8    .vmp1   ascii   \vl$h';}
2460  0x00017ec4 0x004f2ac4 4   5    .vmp1   ascii   \eLo%
2461  0x00017f0f 0x004f2b0f 4   5    .vmp1   ascii   $gi8
2462  0x00017f15 0x004f2b15 5   6    .vmp1   ascii   D?\aJ6
2463  0x00017f25 0x004f2b25 5   6    .vmp1   ascii   ]dF\v"
2464  0x00017f2c 0x004f2b2c 7   9    .vmp1   utf8    w@[Ѽ _R blocks=Basic Latin,Cyrillic
2465  0x00017f35 0x004f2b35 7   8    .vmp1   ascii   #/Tl8'_
2466  0x00017f5c 0x004f2b5c 5   7    .vmp1   utf8    ƪd}H9 blocks=Latin Extended-B,Basic Latin
2467  0x00017f97 0x004f2b97 6   9    .vmp1   utf8    ;M6֡:b blocks=Basic Latin,Hebrew
2468  0x00017fa9 0x004f2ba9 4   7    .vmp1   utf8    QEZށ blocks=Basic Latin,Thaana
2469  0x00017fcb 0x004f2bcb 4   6    .vmp1   utf8    1qh+
2470  0x00017fe5 0x004f2be5 4   5    .vmp1   ascii   \ns0Q
2471  0x00017ffa 0x004f2bfa 4   5    .vmp1   ascii   5*R:
2472  0x00017fff 0x004f2bff 5   6    .vmp1   ascii   axOw!
2473  0x0001806f 0x004f2c6f 5   7    .vmp1   utf8    _\fУ08 blocks=Basic Latin,Cyrillic
2474  0x0001807f 0x004f2c7f 5   7    .vmp1   utf8    \e\fك,W blocks=Basic Latin,Arabic
2475  0x00018095 0x004f2c95 4   5    .vmp1   ascii   T'~{
2476  0x000180a0 0x004f2ca0 6   8    .vmp1   utf8    y3t܅Tb blocks=Basic Latin,Syriac
2477  0x000180b3 0x004f2cb3 4   5    .vmp1   ascii   \r4{^
2478  0x000180f4 0x004f2cf4 4   5    .vmp1   ascii   DSrO
2479  0x000180fd 0x004f2cfd 5   6    .vmp1   ascii   /z[B{
2480  0x00018135 0x004f2d35 5   6    .vmp1   ascii   CsOVI
2481  0x0001813d 0x004f2d3d 5   6    .vmp1   ascii   VDoo(
2482  0x00018153 0x004f2d53 4   5    .vmp1   ascii   \vhl+
2483  0x0001818b 0x004f2d8b 4   6    .vmp1   utf8    ɠ!Xi blocks=IPA Extensions,Basic Latin
2484  0x000181a7 0x004f2da7 4   5    .vmp1   ascii   -F!n
2485  0x000181af 0x004f2daf 4   6    .vmp1   utf8    cX0؏ blocks=Basic Latin,Arabic
2486  0x000181bd 0x004f2dbd 5   6    .vmp1   ascii   <Ke?m
2487  0x000181c3 0x004f2dc3 5   6    .vmp1   ascii   z6=*F
2488  0x000181e1 0x004f2de1 4   5    .vmp1   ascii   ^o~K
2489  0x00018246 0x004f2e46 4   5    .vmp1   ascii   (XzI
2490  0x00018263 0x004f2e63 4   6    .vmp1   utf8    ̎x0r blocks=Combining Diacritical Marks,Basic Latin
2491  0x00018274 0x004f2e74 7   8    .vmp1   ascii   eK!0,\f\t
2492  0x0001831a 0x004f2f1a 7   8    .vmp1   ascii   u\b\bs"52
2493  0x000183ae 0x004f2fae 4   5    .vmp1   ascii   y7>{
2494  0x000183d7 0x004f2fd7 6   7    .vmp1   ascii   \r)\rnZ)
2495  0x00018409 0x004f3009 4   5    .vmp1   ascii   0\v@;
2496  0x00018489 0x004f3089 4   6    .vmp1   utf8    =D5މ blocks=Basic Latin,Thaana
2497  0x0001848f 0x004f308f 5   6    .vmp1   ascii   6U\fSf
2498  0x000184a2 0x004f30a2 4   7    .vmp1   utf8    zN*唡 blocks=Basic Latin,CJK Unified Ideographs
2499  0x00018551 0x004f3151 4   7    .vmp1   utf8    fS뽼] blocks=Basic Latin,Hangul Syllables
2500  0x0001856f 0x004f316f 4   5    .vmp1   ascii   mT2q
2501  0x0001857a 0x004f317a 4   5    .vmp1   ascii   f5WP
2502  0x00018582 0x004f3182 4   6    .vmp1   utf8    ތY`' blocks=Thaana,Basic Latin
2503  0x000185bf 0x004f31bf 5   7    .vmp1   utf8    Χ22 \v blocks=Greek and Coptic,Basic Latin
2504  0x000185c7 0x004f31c7 7   12   .vmp1   utf8    塸\eP/<〓P blocks=CJK Unified Ideographs,Basic Latin,CJK Symbols and Punctuation
2505  0x000185d9 0x004f31d9 6   9    .vmp1   utf8    +d̟=N¡ blocks=Basic Latin,Combining Diacritical Marks,Latin-1 Supplement
2506  0x000185e6 0x004f31e6 4   7    .vmp1   utf8    67G blocks=Basic Latin,Private Use Area
2507  0x00018605 0x004f3205 5   6    .vmp1   ascii   \nTt5M
2508  0x0001862c 0x004f322c 6   7    .vmp1   ascii   5H'q?`
2509  0x0001865c 0x004f325c 5   7    .vmp1   utf8    ܙHeh! blocks=Syriac,Basic Latin
2510  0x0001866a 0x004f326a 4   5    .vmp1   ascii   doJ|
2511  0x00018679 0x004f3279 5   8    .vmp1   utf8    y%"桸u blocks=Basic Latin,CJK Unified Ideographs
2512  0x000186f2 0x004f32f2 4   5    .vmp1   ascii   l\v ,
2513  0x00018720 0x004f3320 4   6    .vmp1   utf8    p9f}
2514  0x0001873b 0x004f333b 5   6    .vmp1   ascii   \$ `f
2515  0x0001876e 0x004f336e 10  11   .vmp1   ascii   user32.dll
2516  0x0001877f 0x004f337f 5   8    .vmp1   utf8    \tzLE硸 blocks=Basic Latin,CJK Unified Ideographs
2517  0x0001878d 0x004f338d 8   11   .vmp1   utf8    Y;َ:Y߰t\a blocks=Basic Latin,Arabic,NKo
2518  0x000187a2 0x004f33a2 5   6    .vmp1   ascii   \eW}Wa
2519  0x000187eb 0x004f33eb 4   5    .vmp1   ascii   Z\rta
2520  0x000187f2 0x004f33f2 4   5    .vmp1   ascii   65MS
2521  0x0001884c 0x004f344c 8   9    .vmp1   ascii   2Mdy55N\a
2522  0x00018900 0x004f3500 4   7    .vmp1   utf8    \tġĺj blocks=Basic Latin,Latin Extended-A
2523  0x0001890a 0x004f350a 6   8    .vmp1   utf8    З\t+HXM blocks=Cyrillic,Basic Latin
2524  0x0001892e 0x004f352e 4   5    .vmp1   ascii   b\v\D
2525  0x0001893c 0x004f353c 4   5    .vmp1   ascii   6fx6
2526  0x00018948 0x004f3548 4   5    .vmp1   ascii   fxx#
2527  0x00018980 0x004f3580 4   5    .vmp1   ascii   \eC1P
2528  0x00018998 0x004f3598 5   7    .vmp1   utf8    ^2ڥF" blocks=Basic Latin,Arabic
2529  0x00018a0b 0x004f360b 4   5    .vmp1   ascii   7Ag2
2530  0x00018a3f 0x004f363f 4   5    .vmp1   ascii   $%?a
2531  0x00018a97 0x004f3697 5   6    .vmp1   ascii   !z[n!
2532  0x00018abc 0x004f36bc 5   6    .vmp1   ascii   u!43o
2533  0x00018ad2 0x004f36d2 5   9    .vmp1   utf8    ٸ1`7츺 blocks=Arabic,Basic Latin,Hangul Syllables
2534  0x00018af4 0x004f36f4 4   6    .vmp1   utf8    Rvfς blocks=Basic Latin,Greek and Coptic
2535  0x00018b12 0x004f3712 5   7    .vmp1   utf8    ;HПD< blocks=Basic Latin,Cyrillic
2536  0x00018b1e 0x004f371e 9   11   .vmp1   utf8    3Xí+hql!{ blocks=Basic Latin,Latin-1 Supplement
2537  0x00018b4d 0x004f374d 4   5    .vmp1   ascii   {F\be
2538  0x00018b74 0x004f3774 8   9    .vmp1   ascii   jB1oBI.b
2539  0x00018c34 0x004f3834 4   5    .vmp1   ascii   ]QPD
2540  0x00018ce9 0x004f38e9 6   9    .vmp1   utf8    ſ´qMT' blocks=Latin Extended-A,Latin-1 Supplement,Basic Latin
2541  0x00018d35 0x004f3935 4   5    .vmp1   ascii   Yhm0
2542  0x00018d5c 0x004f395c 4   6    .vmp1   utf8    =ٷU. blocks=Basic Latin,Arabic
2543  0x00018d6b 0x004f396b 5   7    .vmp1   utf8    M2ҭ9d blocks=Basic Latin,Cyrillic
2544  0x00018d7c 0x004f397c 8   11   .vmp1   utf8    I٪ߐNGroJ blocks=Basic Latin,Arabic,NKo
2545  0x00018db6 0x004f39b6 4   5    .vmp1   ascii   vM#L
2546  0x00018deb 0x004f39eb 4   6    .vmp1   utf8    ݺ+2E blocks=Arabic Supplement,Basic Latin
2547  0x00018df3 0x004f39f3 4   5    .vmp1   ascii    qL\f
2548  0x00018e2e 0x004f3a2e 4   5    .vmp1   ascii   $*;E
2549  0x00018e34 0x004f3a34 4   7    .vmp1   utf8    `P騚\v blocks=Basic Latin,CJK Unified Ideographs
2550  0x00018e48 0x004f3a48 5   8    .vmp1   utf8    @+eh blocks=Basic Latin,Private Use Area
2551  0x00018e5c 0x004f3a5c 4   5    .vmp1   ascii   \b}n2
2552  0x00018e6f 0x004f3a6f 5   6    .vmp1   ascii   u\n\b="
2553  0x00018e93 0x004f3a93 7   8    .vmp1   ascii   m`8]aKS
2554  0x00018eb4 0x004f3ab4 4   5    .vmp1   ascii   4CR}
2555  0x00018f19 0x004f3b19 5   7    .vmp1   utf8    4$9ߜh blocks=Basic Latin,NKo
2556  0x00018f95 0x004f3b95 4   5    .vmp1   ascii   T)/=
2557  0x00018f9a 0x004f3b9a 5   7    .vmp1   utf8    ̡<mX% blocks=Combining Diacritical Marks,Basic Latin
2558  0x000190a3 0x004f3ca3 7   8    .vmp1   ascii   &y^2g,E
2559  0x000190ae 0x004f3cae 5   7    .vmp1   utf8    ԶfG[C blocks=Armenian,Basic Latin
2560  0x000190c8 0x004f3cc8 5   6    .vmp1   ascii   IPOqi
2561  0x000190d3 0x004f3cd3 5   6    .vmp1   ascii   /LI\7
2562  0x000190fd 0x004f3cfd 4   5    .vmp1   ascii   5g``
2563  0x00019121 0x004f3d21 4   6    .vmp1   utf8    0ŋZ  blocks=Basic Latin,Latin Extended-A
2564  0x00019131 0x004f3d31 4   6    .vmp1   utf8    È4$f blocks=Latin-1 Supplement,Basic Latin
2565  0x00019175 0x004f3d75 4   5    .vmp1   ascii   }Fc)
2566  0x00019187 0x004f3d87 8   11   .vmp1   utf8    \t65ʊWp[Ϝ blocks=Basic Latin,IPA Extensions,Greek and Coptic
2567  0x00019197 0x004f3d97 5   6    .vmp1   ascii   xNNm$
2568  0x0001923b 0x004f3e3b 4   5    .vmp1   ascii   a\@8
2569  0x0001924d 0x004f3e4d 4   7    .vmp1   utf8    ]2ޛҩ blocks=Basic Latin,Thaana,Cyrillic
2570  0x00019327 0x004f3f27 5   8    .vmp1   utf8    C롸C'8 blocks=Basic Latin,Hangul Syllables
2571  0x0001935a 0x004f3f5a 4   6    .vmp1   utf8    ٓ0sw blocks=Arabic,Basic Latin
2572  0x00019392 0x004f3f92 4   5    .vmp1   ascii   v*I1
2573  0x0001939e 0x004f3f9e 4   5    .vmp1   ascii   -l]@
2574  0x000193b3 0x004f3fb3 5   7    .vmp1   utf8    ڣF{V* blocks=Arabic,Basic Latin
2575  0x000193c3 0x004f3fc3 4   5    .vmp1   ascii   \m`\a
2576  0x000193ee 0x004f3fee 6   8    .vmp1   utf8    f~!Rno
2577  0x00019407 0x004f4007 4   5    .vmp1   ascii   @]@$
2578  0x0001940c 0x004f400c 4   5    .vmp1   ascii   3C\eT
2579  0x00019420 0x004f4020 4   5    .vmp1   ascii   o]_(
2580  0x00019446 0x004f4046 8   9    .vmp1   ascii   }L<+VF0\n
2581  0x00019450 0x004f4050 4   5    .vmp1   ascii   O$\aC
2582  0x00019497 0x004f4097 6   8    .vmp1   utf8    k`,ػY6 blocks=Basic Latin,Arabic
2583  0x000194e8 0x004f40e8 4   5    .vmp1   ascii   [+7,
2584  0x000194fd 0x004f40fd 4   5    .vmp1   ascii   c~k4
2585  0x00019524 0x004f4124 5   6    .vmp1   ascii   wo/Dt
2586  0x0001953c 0x004f413c 4   6    .vmp1   utf8    Ӯ+zK blocks=Cyrillic,Basic Latin
2587  0x00019542 0x004f4142 4   5    .vmp1   ascii   9G_h
2588  0x0001956c 0x004f416c 6   8    .vmp1   utf8    ˤ@_zwI blocks=Spacing Modifier Letters,Basic Latin
2589  0x000195ea 0x004f41ea 4   5    .vmp1   ascii   %\]\f
2590  0x00019600 0x004f4200 4   5    .vmp1   ascii   )#y#
2591  0x00019614 0x004f4214 5   8    .vmp1   utf8    ن>U˸` blocks=Arabic,Basic Latin,Spacing Modifier Letters
2592  0x0001961c 0x004f421c 5   8    .vmp1   utf8    ٚF%ôL blocks=Arabic,Basic Latin,Latin-1 Supplement
2593  0x00019648 0x004f4248 4   6    .vmp1   utf8    8ΛT} blocks=Basic Latin,Greek and Coptic
2594  0x00019654 0x004f4254 6   7    .vmp1   ascii   uL*$eI
2595  0x000196a6 0x004f42a6 4   5    .vmp1   ascii   $PEW
2596  0x000196b1 0x004f42b1 5   7    .vmp1   utf8      )ЬU blocks=Basic Latin,Cyrillic
2597  0x000196bc 0x004f42bc 4   6    .vmp1   utf8    ֵ\e<T blocks=Hebrew,Basic Latin
2598  0x00019761 0x004f4361 6   9    .vmp1   utf8    3ṬAbޥ blocks=Basic Latin,Combining Diacritical Marks,Thaana
2599  0x0001976c 0x004f436c 4   5    .vmp1   ascii    !@0
2600  0x0001977e 0x004f437e 4   5    .vmp1   ascii   ]\bmg
2601  0x00019786 0x004f4386 4   5    .vmp1   ascii   y\2R
2602  0x000197be 0x004f43be 4   5    .vmp1   ascii   \en)?
2603  0x00019822 0x004f4422 6   7    .vmp1   ascii   UtuGIF
2604  0x00019873 0x004f4473 6   7    .vmp1   ascii   *qx\vXn
2605  0x00019883 0x004f4483 5   6    .vmp1   ascii   \nzz)\v
2606  0x00019899 0x004f4499 4   5    .vmp1   ascii    't]
2607  0x000198b4 0x004f44b4 4   5    .vmp1   ascii   (i|\e
2608  0x00019933 0x004f4533 6   7    .vmp1   ascii   R%8Kkw
2609  0x00019992 0x004f4592 7   8    .vmp1   ascii   QhyDJ6q
2610  0x0001999b 0x004f459b 4   5    .vmp1   ascii   79V"
2611  0x000199cd 0x004f45cd 4   5    .vmp1   ascii   ``;P
2612  0x000199d4 0x004f45d4 4   5    .vmp1   ascii   oZcj
2613  0x000199ea 0x004f45ea 5   8    .vmp1   utf8    仹b1\a| blocks=CJK Unified Ideographs,Basic Latin
2614  0x000199fc 0x004f45fc 5   7    .vmp1   utf8    քQX'{ blocks=Armenian,Basic Latin
2615  0x00019a03 0x004f4603 4   5    .vmp1   ascii   %'TQ
2616  0x00019a17 0x004f4617 4   5    .vmp1   ascii   :5D}
2617  0x00019a22 0x004f4622 5   8    .vmp1   utf8    rhX\a䙠 blocks=Basic Latin,CJK Unified Ideographs Extension A
2618  0x00019a49 0x004f4649 4   5    .vmp1   ascii   \tpQ,
2619  0x00019a8c 0x004f468c 4   5    .vmp1   ascii   I\fG6
2620  0x00019a97 0x004f4697 4   6    .vmp1   utf8    ϐ4SV blocks=Greek and Coptic,Basic Latin
2621  0x00019ac6 0x004f46c6 6   7    .vmp1   ascii   ,md22a
2622  0x00019afd 0x004f46fd 4   5    .vmp1   ascii   H?W-
2623  0x00019b18 0x004f4718 4   5    .vmp1   ascii   )%Z=
2624  0x00019b20 0x004f4720 7   8    .vmp1   ascii   I`<B.T(
2625  0x00019b45 0x004f4745 5   6    .vmp1   ascii   *el]5
2626  0x00019b69 0x004f4769 5   7    .vmp1   utf8    ה_T4~ blocks=Hebrew,Basic Latin
2627  0x00019ba1 0x004f47a1 4   6    .vmp1   utf8    ߚOaq blocks=NKo,Basic Latin
2628  0x00019bd1 0x004f47d1 4   5    .vmp1   ascii   <g;E
2629  0x00019bf5 0x004f47f5 4   6    .vmp1   utf8    xȓ52 blocks=Basic Latin,Latin Extended-B
2630  0x00019c04 0x004f4804 4   5    .vmp1   ascii   /Xe`
2631  0x00019c54 0x004f4854 6   9    .vmp1   utf8    B=ti-꿿 blocks=Basic Latin,Hangul Syllables
2632  0x00019c76 0x004f4876 4   5    .vmp1   ascii   Epw 
2633  0x00019c7d 0x004f487d 5   6    .vmp1   ascii   EB{V"
2634  0x00019c8e 0x004f488e 4   5    .vmp1   ascii   d}d<
2635  0x00019c94 0x004f4894 4   5    .vmp1   ascii   \fYx}
2636  0x00019c9a 0x004f489a 4   5    .vmp1   ascii   E%U}
2637  0x00019cb2 0x004f48b2 5   7    .vmp1   utf8    +`ȓ)Z blocks=Basic Latin,Latin Extended-B
2638  0x00019cc7 0x004f48c7 5   6    .vmp1   ascii   uQq(\v
2639  0x00019ce8 0x004f48e8 5   6    .vmp1   ascii   &agcL
2640  0x00019d0f 0x004f490f 6   8    .vmp1   utf8    {б\b\t?\e blocks=Basic Latin,Cyrillic
2641  0x00019d55 0x004f4955 4   6    .vmp1   utf8    (heՕ blocks=Basic Latin,Armenian
2642  0x00019d5b 0x004f495b 4   5    .vmp1   ascii   g\rr^
2643  0x00019d76 0x004f4976 6   8    .vmp1   utf8    v{4ˬOW blocks=Basic Latin,Spacing Modifier Letters
2644  0x00019d7f 0x004f497f 4   6    .vmp1   utf8    YΈl\e blocks=Basic Latin,Greek and Coptic
2645  0x00019e37 0x004f4a37 6   8    .vmp1   utf8    u^&νGX blocks=Basic Latin,Greek and Coptic
2646  0x00019e93 0x004f4a93 4   5    .vmp1   ascii   7FY>
2647  0x00019ea3 0x004f4aa3 4   5    .vmp1   ascii   4}H9
2648  0x00019ea9 0x004f4aa9 4   6    .vmp1   utf8    ؽ0ox blocks=Arabic,Basic Latin
2649  0x00019eff 0x004f4aff 4   5    .vmp1   ascii   )/d/
2650  0x00019f14 0x004f4b14 5   7    .vmp1   utf8    G<ЧA. blocks=Basic Latin,Cyrillic
2651  0x00019f1c 0x004f4b1c 6   8    .vmp1   utf8    _\b؋MFM blocks=Basic Latin,Arabic
2652  0x00019f49 0x004f4b49 5   6    .vmp1   ascii   %^b>3
2653  0x00019fa8 0x004f4ba8 4   5    .vmp1   ascii   RoN#
2654  0x00019fb2 0x004f4bb2 4   5    .vmp1   ascii   jkf+
2655  0x00019fc1 0x004f4bc1 6   7    .vmp1   ascii   Y]ABsJ
2656  0x00019fe2 0x004f4be2 5   7    .vmp1   utf8    ^&ͫ1N blocks=Basic Latin,Combining Diacritical Marks
2657  0x0001a020 0x004f4c20 6   7    .vmp1   ascii   gO#!-1
2658  0x0001a044 0x004f4c44 7   8    .vmp1   ascii   ~Z&2Qu6
2659  0x0001a055 0x004f4c55 5   6    .vmp1   ascii   lP?zC
2660  0x0001a06b 0x004f4c6b 4   5    .vmp1   ascii   \azkc
2661  0x0001a0a3 0x004f4ca3 4   5    .vmp1   ascii   bhq^
2662  0x0001a0df 0x004f4cdf 6   9    .vmp1   utf8    <穤5{QY blocks=Basic Latin,CJK Unified Ideographs
2663  0x0001a100 0x004f4d00 5   7    .vmp1   utf8    rb\e{ϊ blocks=Basic Latin,Greek and Coptic
2664  0x0001a138 0x004f4d38 4   5    .vmp1   ascii   $_Zk
2665  0x0001a170 0x004f4d70 4   6    .vmp1   utf8    0cվ\e blocks=Basic Latin,Armenian
2666  0x0001a177 0x004f4d77 4   5    .vmp1   ascii   ]/@(
2667  0x0001a189 0x004f4d89 5   6    .vmp1   ascii   J 5w>
2668  0x0001a1a9 0x004f4da9 4   5    .vmp1   ascii   8;d\e
2669  0x0001a1d1 0x004f4dd1 6   7    .vmp1   ascii   WM.p=F
2670  0x0001a229 0x004f4e29 4   5    .vmp1   ascii   M Vs
2671  0x0001a24f 0x004f4e4f 6   7    .vmp1   ascii   vR,w\v2
2672  0x0001a257 0x004f4e57 4   5    .vmp1   ascii   7(E|
2673  0x0001a281 0x004f4e81 4   5    .vmp1   ascii   L|RG
2674  0x0001a293 0x004f4e93 4   5    .vmp1   ascii   wiJV
2675  0x0001a2b6 0x004f4eb6 4   5    .vmp1   ascii   0mp9
2676  0x0001a2ed 0x004f4eed 4   6    .vmp1   utf8    ŋz$f blocks=Latin Extended-A,Basic Latin
2677  0x0001a35a 0x004f4f5a 6   8    .vmp1   utf8    ۠Z-|UK blocks=Arabic,Basic Latin
2678  0x0001a363 0x004f4f63 6   7    .vmp1   ascii   1Wi`Ox
2679  0x0001a3ac 0x004f4fac 4   5    .vmp1   ascii   ?zO6
