[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a8 0x000000a8 5   6            ascii   RichD
3    0x000001c0 0x000001c0 5   6            ascii   .text
4    0x000001e7 0x000001e7 6   7            ascii   `.rsrc
5    0x00001010 0x00001010 4   5            ascii   E\fPV
6    0x0000101e 0x0000101e 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
7    0x0000105a 0x0000105a 5   7            utf8    \a\vʊP\v blocks=Basic Latin,IPA Extensions
8    0x000010ab 0x000010ab 5   7            utf8    \a\vʊP\a blocks=Basic Latin,IPA Extensions
9    0x00001100 0x00001100 4   6            utf8    \a\vʊP blocks=Basic Latin,IPA Extensions
10   0x0000117c 0x0000117c 5   6            ascii   >'{CU
11   0x0000119f 0x0000119f 4   5            ascii   I\fSW
12   0x000011d7 0x000011d7 6   7            ascii   1N\b1V\f
1662 0x0001feb0 0x0041fcb0 6   9    .text   utf8    Ϡ^8}3¼ blocks=Greek and Coptic,Basic Latin,Latin-1 Supplement
1663 0x0001febd 0x0041fcbd 4   5    .text   ascii   e A%
1664 0x0001ff03 0x0041fd03 4   5    .text   ascii   ^dkZ
1665 0x0001ff58 0x0041fd58 4   5    .text   ascii   mn$2
1666 0x0001ff5d 0x0041fd5d 5   6    .text   ascii   ]5!G9
1667 0x0001ff87 0x0041fd87 4   6    .text   utf8    6)DQ
1668 0x0001ffa4 0x0041fda4 5   6    .text   ascii   F(:x.
1669 0x0001ffd3 0x0041fdd3 4   5    .text   ascii   \esO!
1670 0x0001ffee 0x0041fdee 5   6    .text   ascii   WIq\nK
1671 0x0001fff9 0x0041fdf9 4   5    .text   ascii   (\aa]
1672 0x0002001f 0x0041fe1f 5   6    .text   ascii   _\f yP
1673 0x0002005d 0x0041fe5d 4   5    .text   ascii   /,R?
1674 0x000200d1 0x0041fed1 4   6    .text   utf8    LCJޝ blocks=Basic Latin,Thaana
1675 0x000200db 0x0041fedb 4   6    .text   utf8    \e~٢9 blocks=Basic Latin,Arabic
1676 0x000200ed 0x0041feed 4   7    .text   utf8    B#ꗞC blocks=Basic Latin,Vai
1677 0x000200fd 0x0041fefd 5   6    .text   ascii   ,dG10
1678 0x0002015f 0x0041ff5f 4   5    .text   ascii   \vX\e?
1679 0x0002017b 0x0041ff7b 4   5    .text   ascii   $wE0
1680 0x000201ca 0x0041ffca 4   5    .text   ascii   3O[n
1681 0x000201d6 0x0041ffd6 5   6    .text   ascii   e1c9>
1682 0x00020229 0x00420029 6   8    .text   utf8    T(\b6Εr blocks=Basic Latin,Greek and Coptic
1683 0x0002023b 0x0042003b 6   7    .text   ascii   3Kdwy%
1684 0x00020260 0x00420060 4   6    .text   utf8    U*'ǖ blocks=Basic Latin,Latin Extended-B
1685 0x0002026d 0x0042006d 4   5    .text   ascii   i`P<
1686 0x00020272 0x00420072 4   6    .text   utf8    Jí.n blocks=Basic Latin,Latin-1 Supplement
1687 0x0002027b 0x0042007b 4   5    .text   ascii   i$A`
1688 0x000202ba 0x004200ba 5   6    .text   ascii   4yX[j
1689 0x000202e3 0x004200e3 4   5    .text   ascii   $\v&D
1690 0x0002031b 0x0042011b 4   5    .text   ascii   %<\rF
1691 0x00020324 0x00420124 4   6    .text   utf8    w܋=J blocks=Basic Latin,Syriac
1692 0x0002033a 0x0042013a 4   6    .text   utf8    ؤ^P[ blocks=Arabic,Basic Latin
1693 0x0002035a 0x0042015a 4   5    .text   ascii   }n9[
1694 0x00020384 0x00420184 4   5    .text   ascii   + pD
1695 0x000203d3 0x004201d3 7   8    .text   ascii   ]zOF~X^
1696 0x000203e2 0x004201e2 5   6    .text   ascii   w'%:-
1697 0x00020411 0x00420211 4   6    .text   utf8    qgM$
1698 0x00020423 0x00420223 4   5    .text   ascii   A%4\e
1699 0x00020480 0x00420280 4   5    .text   ascii   tEKB
1700 0x0002049d 0x0042029d 4   6    .text   utf8    ]ϝcj blocks=Basic Latin,Greek and Coptic
1701 0x000204b9 0x004202b9 7   10   .text   utf8    ̮=7JfҒ. blocks=Combining Diacritical Marks,Basic Latin,Cyrillic
1702 0x000204c3 0x004202c3 6   7    .text   ascii   p3gZ)/
1703 0x000204e3 0x004202e3 5   6    .text   ascii   G\vJdL
1704 0x000204f2 0x004202f2 4   5    .text   ascii   <~s@
1705 0x000204fa 0x004202fa 4   5    .text   ascii   Nua`
1706 0x00020515 0x00420315 4   5    .text   ascii   \r,O3
1707 0x00020543 0x00420343 4   6    .text   utf8    h{oܴ blocks=Basic Latin,Syriac
1708 0x0002057b 0x0042037b 4   5    .text   ascii   P`2)
1709 0x0002059b 0x0042039b 6   8    .text   utf8    1 N\nб$ blocks=Basic Latin,Cyrillic
1710 0x000205b8 0x004203b8 5   6    .text   ascii   LryU`
1711 0x000205c5 0x004203c5 4   5    .text   ascii   P'f"
1712 0x000205ea 0x004203ea 6   7    .text   ascii   _Z3{JH
1713 0x00020604 0x00420404 4   5    .text   ascii   >Z)\a
1714 0x00020610 0x00420410 4   5    .text   ascii   20%#
1715 0x00020627 0x00420427 4   5    .text   ascii   \u\t
1716 0x00020647 0x00420447 4   7    .text   utf8    I˻ ؋ blocks=Basic Latin,Spacing Modifier Letters,Arabic
1717 0x00020660 0x00420460 4   6    .text   utf8    ~͑@U blocks=Basic Latin,Combining Diacritical Marks
1718 0x00020677 0x00420477 4   5    .text   ascii   ~\b9R
1719 0x0002068b 0x0042048b 4   5    .text   ascii   Xe~H
1720 0x000206b8 0x004204b8 5   6    .text   ascii   $\vu#M
1721 0x000206d4 0x004204d4 4   5    .text   ascii   F>,N
1722 0x000206ec 0x004204ec 4   7    .text   utf8    {sS blocks=Basic Latin,Private Use Area
1723 0x00020748 0x00420548 4   5    .text   ascii   =4R/
1724 0x00020756 0x00420556 4   6    .text   utf8    #Ĩj\f blocks=Basic Latin,Latin Extended-A
1725 0x00020781 0x00420581 7   8    .text   ascii   S!%3W)v
1726 0x000207ab 0x004205ab 7   8    .text   ascii   8\rT\bHK\a
1727 0x000207b5 0x004205b5 5   6    .text   ascii   _[-b4
1728 0x000207c9 0x004205c9 5   6    .text   ascii   s%ops
1729 0x000207e3 0x004205e3 4   7    .text   utf8    OϪRԂ blocks=Basic Latin,Greek and Coptic,Cyrillic Supplement
1730 0x00020820 0x00420620 4   5    .text   ascii   9@\b.
1731 0x00020838 0x00420638 4   5    .text   ascii   1*9Q
1732 0x00020861 0x00420661 8   10   .text   utf8    5dKLKc٘Q blocks=Basic Latin,Arabic
1733 0x00020873 0x00420673 4   6    .text   utf8    ܔab; blocks=Syriac,Basic Latin
1734 0x00020890 0x00420690 4   5    .text   ascii   \v<oY
1735 0x000208b1 0x004206b1 5   6    .text   ascii   R\eP<D
1736 0x000208bb 0x004206bb 4   6    .text   utf8    k5Ȼ) blocks=Basic Latin,Latin Extended-B
1737 0x000208cc 0x004206cc 4   6    .text   utf8    g։#F blocks=Basic Latin,Armenian
1738 0x0002090e 0x0042070e 4   5    .text   ascii   3X<\r
1739 0x0002091a 0x0042071a 4   5    .text   ascii   LB0H
1740 0x0002093e 0x0042073e 4   6    .text   utf8    Aʓ3b blocks=Basic Latin,IPA Extensions
1741 0x00020947 0x00420747 9   10   .text   ascii   58$CDmTZh
1742 0x0002098a 0x0042078a 6   7    .text   ascii   ZG):J+
1743 0x000209d8 0x004207d8 4   6    .text   utf8    :[¼q blocks=Basic Latin,Latin-1 Supplement
1744 0x00020a27 0x00420827 12  15   .text   utf8    @A.dn:\b9}ʿ\rʼ blocks=Basic Latin,Spacing Modifier Letters
1745 0x00020a4c 0x0042084c 4   5    .text   ascii   E@OB
1746 0x00020a5c 0x0042085c 5   6    .text   ascii   &7?eO
1747 0x00020a7d 0x0042087d 4   5    .text   ascii   0;\b6
1748 0x00020a9e 0x0042089e 4   5    .text   ascii   HKm;
1749 0x00020b49 0x00420949 9   11   .text   utf8    dۧNegT\r,= blocks=Basic Latin,Arabic
1750 0x00020b58 0x00420958 4   6    .text   utf8    ܵ|k\n blocks=Syriac,Basic Latin
1751 0x00020b89 0x00420989 5   6    .text   ascii   M0+?m
1752 0x00020ba1 0x004209a1 5   7    .text   utf8    B^rmޢ blocks=Basic Latin,Thaana
1753 0x00020bca 0x004209ca 4   5    .text   ascii   ZD+\a
1754 0x00020bea 0x004209ea 4   5    .text   ascii   W?Ae
1755 0x00020bf0 0x004209f0 4   5    .text   ascii   T>7J
1756 0x00020cee 0x00420aee 4   5    .text   ascii   J'N9
1757 0x00020d06 0x00420b06 4   5    .text   ascii   d#f{
1758 0x00020d35 0x00420b35 4   5    .text   ascii   !\fjF
1759 0x00020d67 0x00420b67 4   5    .text   ascii   \bvs8
1760 0x00020d9a 0x00420b9a 5   7    .text   utf8    mѼ{xS blocks=Basic Latin,Cyrillic
1761 0x00020e0a 0x00420c0a 5   6    .text   ascii   3mw&C
1762 0x00020e19 0x00420c19 6   8    .text   utf8    ?$q\nξv blocks=Basic Latin,Greek and Coptic
1763 0x00020e4f 0x00420c4f 4   5    .text   ascii   ckKk
1764 0x00020e63 0x00420c63 7   9    .text   utf8    p\nրeK\ra blocks=Basic Latin,Armenian
1765 0x00020e7d 0x00420c7d 5   6    .text   ascii   W{\b\vq
1766 0x00020e9b 0x00420c9b 10  11   .text   ascii   o2E\ehC\r04-
1767 0x00020ed2 0x00420cd2 4   5    .text   ascii   8\e{h
1768 0x00020f0e 0x00420d0e 5   7    .text   utf8    ݹ5*@r blocks=Arabic Supplement,Basic Latin
1769 0x00020f20 0x00420d20 4   5    .text   ascii   xB`#
1770 0x00020f3c 0x00420d3c 4   6    .text   utf8    wݵH8 blocks=Basic Latin,Arabic Supplement
1771 0x00020f7b 0x00420d7b 4   5    .text   ascii   #7v@
1772 0x00020f8b 0x00420d8b 8   10   .text   utf8    34 Fߔ9F\r blocks=Basic Latin,NKo
1773 0x00020f9a 0x00420d9a 4   5    .text   ascii   DVj-
1774 0x00020f9f 0x00420d9f 6   9    .text   utf8    +㈧!\eq9 blocks=Basic Latin,Enclosed CJK Letters and Months
1775 0x00021079 0x00420e79 4   5    .text   ascii   %\bmI
1776 0x00021094 0x00420e94 4   5    .text   ascii   ,\tB*
1777 0x000210e7 0x00420ee7 4   5    .text   ascii   ~d2{
1778 0x000210fd 0x00420efd 5   7    .text   utf8    Ş&:kJ blocks=Latin Extended-A,Basic Latin
1779 0x00021168 0x00420f68 5   6    .text   ascii   Ib+}F
1780 0x00021179 0x00420f79 4   5    .text   ascii   5#b.
1781 0x000211a2 0x00420fa2 5   7    .text   utf8    TtmFғ blocks=Basic Latin,Cyrillic
1782 0x00021246 0x00421046 6   7    .text   ascii   E\e=dpb
1783 0x00021255 0x00421055 4   5    .text   ascii   m=2M
1784 0x00021290 0x00421090 5   7    .text   utf8     αDwj blocks=Basic Latin,Greek and Coptic
1785 0x000212b0 0x004210b0 6   8    .text   utf8    ݃vr\rhu blocks=Syriac,Basic Latin
1786 0x000212dd 0x004210dd 5   6    .text   ascii   7F_k!
1787 0x00021310 0x00421110 4   7    .text   utf8    躵@z2 blocks=CJK Unified Ideographs,Basic Latin
1788 0x00021349 0x00421149 4   5    .text   ascii   XWMJ
1789 0x0002136b 0x0042116b 5   6    .text   ascii   MTyRm
1790 0x00021375 0x00421175 5   6    .text   ascii   HGpt^
1791 0x000213a4 0x004211a4 6   7    .text   ascii   "\fm}Ws
1792 0x000213d5 0x004211d5 4   5    .text   ascii   m\eh,
1793 0x000213ee 0x004211ee 5   6    .text   ascii   qL#Qu
1794 0x00021472 0x00421272 7   8    .text   ascii   J5IcY1n
1795 0x00021483 0x00421283 5   8    .text   utf8    ͅǐXpt blocks=Combining Diacritical Marks,Latin Extended-B,Basic Latin
1796 0x000214c2 0x004212c2 4   5    .text   ascii   :B;t
1797 0x000214c7 0x004212c7 6   7    .text   ascii   R@G\eFH
1798 0x000214ce 0x004212ce 4   5    .text   ascii   &Ds@
1799 0x0002150e 0x0042130e 4   5    .text   ascii   \fI\ax
1800 0x00021518 0x00421318 4   5    .text   ascii   *{{w
1801 0x00021547 0x00421347 7   9    .text   utf8    ĜMh\f*jb blocks=Latin Extended-A,Basic Latin
1802 0x0002159d 0x0042139d 5   7    .text   utf8    i~Іa? blocks=Basic Latin,Cyrillic
1803 0x000215ec 0x004213ec 4   5    .text   ascii   #H^?
1804 0x00021600 0x00421400 4   5    .text   ascii   sdyj
1805 0x0002162e 0x0042142e 4   5    .text   ascii   _ Bo
1806 0x0002164e 0x0042144e 4   6    .text   utf8    P;~U
1807 0x00021658 0x00421458 4   5    .text   ascii   Dd_0
1808 0x00021665 0x00421465 4   5    .text   ascii   o&O\v
1809 0x0002168e 0x0042148e 4   5    .text   ascii   \Yx(
1810 0x000216e4 0x004214e4 4   5    .text   ascii   hR$q
1811 0x000216fc 0x004214fc 4   5    .text   ascii   ~$w(
1812 0x00021719 0x00421519 4   5    .text   ascii   "\tZq
1813 0x000217a2 0x004215a2 5   6    .text   ascii   /.\en6
1814 0x000217c5 0x004215c5 5   9    .text   utf8    `㷗ߍ}. blocks=Basic Latin,CJK Unified Ideographs Extension A,NKo
1815 0x000217d0 0x004215d0 4   5    .text   ascii   "\b?^
1816 0x000217e8 0x004215e8 4   5    .text   ascii   iKCl
1817 0x000217ef 0x004215ef 5   6    .text   ascii   n#Aqu
1818 0x000217f6 0x004215f6 5   6    .text   ascii   O(\fjs
1819 0x00021856 0x00421656 7   8    .text   ascii   Jt\akq\vE
1820 0x00021873 0x00421673 4   5    .text   ascii   J4.Y
1821 0x00021880 0x00421680 4   6    .text   utf8    \rΜN; blocks=Basic Latin,Greek and Coptic
1822 0x000218d1 0x004216d1 4   5    .text   ascii   P+jT
1823 0x0002196e 0x0042176e 4   5    .text   ascii   \e_G}
1824 0x0002197a 0x0042177a 4   6    .text   utf8    \f) ͣ blocks=Basic Latin,Combining Diacritical Marks
1825 0x000219ac 0x004217ac 5   6    .text   ascii   P?Tf-
1826 0x00021a23 0x00421823 4   5    .text   ascii   2xKG
1827 0x00021a29 0x00421829 4   5    .text   ascii   \t*YS
1828 0x00021a48 0x00421848 9   10   .text   ascii   '_AhvC?rD
1829 0x00021a5f 0x0042185f 5   9    .text   utf8    ƶʺ,͘< blocks=Latin Extended-B,Spacing Modifier Letters,Basic Latin,Combining Diacritical Marks
1830 0x00021a6f 0x0042186f 5   6    .text   ascii   :!m\nq
1831 0x00021a7d 0x0042187d 7   8    .text   ascii   ?\b\tW\nJO
1832 0x00021b08 0x00421908 4   6    .text   utf8    L#oȴ blocks=Basic Latin,Latin Extended-B
1833 0x00021b38 0x00421938 4   6    .text   utf8    <dΓO blocks=Basic Latin,Greek and Coptic
1834 0x00021b6c 0x0042196c 4   6    .text   utf8    ˃ypi blocks=Spacing Modifier Letters,Basic Latin
1835 0x00021b87 0x00421987 4   5    .text   ascii   RNTi
1836 0x00021c35 0x00421a35 6   7    .text   ascii   TdH_jx
1837 0x00021c3e 0x00421a3e 5   6    .text   ascii   " \rf9
1838 0x00021c73 0x00421a73 4   5    .text   ascii   /m8J
1839 0x00021d2f 0x00421b2f 4   5    .text   ascii   -w:v
1840 0x00021d48 0x00421b48 4   5    .text   ascii   g:uF
1841 0x00021d56 0x00421b56 7   9    .text   utf8    Ĉ*3~\n_\ blocks=Latin Extended-A,Basic Latin
1842 0x00021d7d 0x00421b7d 4   5    .text   ascii   vH4@
1843 0x00021d82 0x00421b82 4   5    .text   ascii   as {
1844 0x00021d90 0x00421b90 6   7    .text   ascii   aaNLG_
1845 0x00021d9a 0x00421b9a 5   6    .text   ascii   Kr%-`
1846 0x00021dbf 0x00421bbf 5   6    .text   ascii   [7.,\
1847 0x00021e21 0x00421c21 6   11   .text   utf8    ͟Кv̲-ִ blocks=Combining Diacritical Marks,Cyrillic,Basic Latin,Hebrew
1848 0x00021e7e 0x00421c7e 6   7    .text   ascii   mx@\t_C
1849 0x00021ee5 0x00421ce5 4   5    .text   ascii   ^:!p
1850 0x00021eea 0x00421cea 4   6    .text   utf8    ֡74i blocks=Hebrew,Basic Latin
1851 0x00021f0e 0x00421d0e 8   12   .text   utf8    <:W]#\fߍ blocks=Basic Latin,NKo,Private Use Area
1852 0x00021f27 0x00421d27 4   5    .text   ascii   nt\v4
1853 0x00021f7c 0x00421d7c 5   7    .text   utf8    ΏtZ%@ blocks=Greek and Coptic,Basic Latin
1854 0x00021fb1 0x00421db1 5   6    .text   ascii   w;Ul_
1855 0x00021ff9 0x00421df9 5   6    .text   ascii   @p7:w
1856 0x00022060 0x00421e60 4   5    .text   ascii   ;tQN
1857 0x00022074 0x00421e74 8   10   .text   utf8    ykh#ρ(lM blocks=Basic Latin,Greek and Coptic
1858 0x00022098 0x00421e98 4   5    .text   ascii   s/\tL
1859 0x000220f7 0x00421ef7 4   7    .text   utf8    ¨?s˴ blocks=Latin-1 Supplement,Basic Latin,Spacing Modifier Letters
1860 0x00022119 0x00421f19 4   5    .text   ascii   kyM{
1861 0x00022151 0x00421f51 4   6    .text   utf8    R֮}I blocks=Basic Latin,Hebrew
1862 0x0002216a 0x00421f6a 4   5    .text   ascii   apdb
1863 0x00022180 0x00421f80 5   6    .text   ascii   vgwIR
1864 0x000221af 0x00421faf 4   5    .text   ascii   B9p/
1865 0x000221b9 0x00421fb9 5   7    .text   utf8    X;/Щ/ blocks=Basic Latin,Cyrillic
1866 0x00022205 0x00422005 4   5    .text   ascii   P",^
1867 0x00022229 0x00422029 5   7    .text   utf8    73cŕA blocks=Basic Latin,Latin Extended-A
1868 0x00022280 0x00422080 4   5    .text   ascii   w\b8\b
1869 0x0002229e 0x0042209e 4   6    .text   utf8    ʙ[Xf blocks=IPA Extensions,Basic Latin
1870 0x0002232a 0x0042212a 4   5    .text   ascii   uU\e\f
1871 0x00022332 0x00422132 6   7    .text   ascii   PAGz[i
1872 0x00022365 0x00422165 4   5    .text   ascii   \f|J=
1873 0x00022372 0x00422172 6   8    .text   utf8    WnPŦ?) blocks=Basic Latin,Latin Extended-A
1874 0x000223a1 0x004221a1 5   6    .text   ascii   \BkP\v
1875 0x000223cf 0x004221cf 4   5    .text   ascii   @v@.
1876 0x000223dd 0x004221dd 6   8    .text   utf8    ?wȹ~sW blocks=Basic Latin,Latin Extended-B
1877 0x000223ed 0x004221ed 5   6    .text   ascii   FQ\e&/
1878 0x0002242b 0x0042222b 4   6    .text   utf8    &aAβ blocks=Basic Latin,Greek and Coptic
1879 0x00022431 0x00422231 5   6    .text   ascii   \tj_=!
1880 0x00022484 0x00422284 4   5    .text   ascii   j[$;
1881 0x000224c7 0x004222c7 4   5    .text   ascii   l<]m
1882 0x00022505 0x00422305 4   5    .text   ascii   `1|Y
1883 0x00022569 0x00422369 5   7    .text   utf8    ؼ|G"2 blocks=Arabic,Basic Latin
1884 0x00022575 0x00422375 4   5    .text   ascii   \fQbx
1885 0x0002259d 0x0042239d 5   7    .text   utf8    b7ſ:a blocks=Basic Latin,Latin Extended-A
1886 0x000225a9 0x004223a9 6   7    .text   ascii   >iYJ$V
1887 0x000225e7 0x004223e7 4   6    .text   utf8    ΈQO\ blocks=Greek and Coptic,Basic Latin
1888 0x00022623 0x00422423 4   5    .text   ascii   s/V$
1889 0x0002262e 0x0042242e 4   5    .text   ascii   LV?@
1890 0x0002269f 0x0042249f 6   9    .text   utf8    [$5;뒵1 blocks=Basic Latin,Hangul Syllables
1891 0x000226cc 0x004224cc 6   7    .text   ascii   P_W"5R
1892 0x000226e5 0x004224e5 6   7    .text   ascii   ,`;@&\e
1893 0x0002271f 0x0042251f 4   5    .text   ascii   \r+X4
1894 0x0002278b 0x0042258b 5   7    .text   utf8    ¾=_u, blocks=Latin-1 Supplement,Basic Latin
1895 0x000227b3 0x004225b3 4   6    .text   utf8    2nŦL blocks=Basic Latin,Latin Extended-A
1896 0x000227c4 0x004225c4 4   5    .text   ascii   \r<4q
1897 0x000227cd 0x004225cd 6   7    .text   ascii   kM$~nR
1898 0x000227f7 0x004225f7 4   5    .text   ascii   o>sp
1899 0x00022829 0x00422629 7   8    .text   ascii   DY'_tvT
1900 0x0002284f 0x0042264f 5   6    .text   ascii   4AYt`
1901 0x00022858 0x00422658 4   5    .text   ascii   ~)D%
1902 0x00022886 0x00422686 4   5    .text   ascii   =D4"
1903 0x000228a5 0x004226a5 4   5    .text   ascii   d974
1904 0x000228cc 0x004226cc 6   7    .text   ascii   2G!{@s
1905 0x000228dd 0x004226dd 4   5    .text   ascii   G7x-
1906 0x00022910 0x00422710 6   7    .text   ascii   8S/,\el
1907 0x0002291d 0x0042271d 4   6    .text   utf8    aCPǭ blocks=Basic Latin,Latin Extended-B
1908 0x0002292f 0x0042272f 5   6    .text   ascii   {&O,=
1909 0x00022948 0x00422748 5   6    .text   ascii   z /ZI
1910 0x00022972 0x00422772 4   5    .text   ascii   <f'"
1911 0x000229f8 0x004227f8 5   6    .text   ascii   Qr!W\v
1912 0x00022a0a 0x0042280a 5   7    .text   utf8    }v͆$u blocks=Basic Latin,Combining Diacritical Marks
1913 0x00022a41 0x00422841 5   7    .text   utf8    }\a)F(
1914 0x00022a6c 0x0042286c 6   8    .text   utf8    SVF^;ë blocks=Basic Latin,Latin-1 Supplement
1915 0x00022a8f 0x0042288f 4   6    .text   utf8    ܛ=Al blocks=Syriac,Basic Latin
1916 0x00022a99 0x00422899 5   6    .text   ascii   +CjHV
1917 0x00022aad 0x004228ad 4   5    .text   ascii   \b8\n_
1918 0x00022b0b 0x0042290b 4   5    .text   ascii   p'P#
1919 0x00022bc1 0x004229c1 4   5    .text   ascii   Ilo6
1920 0x00022c49 0x00422a49 4   5    .text   ascii   t\rP^
1921 0x00022c50 0x00422a50 5   6    .text   ascii   >(5_s
1922 0x00022c64 0x00422a64 4   5    .text   ascii   ^0^d
1923 0x00022c69 0x00422a69 4   5    .text   ascii   \t60t
1924 0x00022ca0 0x00422aa0 4   7    .text   utf8    &!Ș϶ blocks=Basic Latin,Latin Extended-B,Greek and Coptic
1925 0x00022ca7 0x00422aa7 6   8    .text   utf8    WA\f\aŹ^ blocks=Basic Latin,Latin Extended-A
1926 0x00022cc3 0x00422ac3 4   5    .text   ascii   A4>(
1927 0x00022cec 0x00422aec 4   5    .text   ascii   1*i|
1928 0x00022d6c 0x00422b6c 5   6    .text   ascii   B,cL|
1929 0x00022db2 0x00422bb2 4   6    .text   utf8    ߄L1/ blocks=NKo,Basic Latin
1930 0x00022dd1 0x00422bd1 5   6    .text   ascii   %nU\ef
1931 0x00022df2 0x00422bf2 5   6    .text   ascii   ?FN7]
1932 0x00022e0d 0x00422c0d 5   7    .text   utf8    J6aҽo blocks=Basic Latin,Cyrillic
1933 0x00022e1a 0x00422c1a 4   5    .text   ascii   \n6i#
1934 0x00022e36 0x00422c36 4   5    .text   ascii   T<g;
1935 0x00022e40 0x00422c40 4   5    .text   ascii   hWwA
1936 0x00022e84 0x00422c84 6   9    .text   utf8    ҄u>_ȉ% blocks=Cyrillic,Basic Latin,Latin Extended-B
1937 0x00022eb3 0x00422cb3 4   5    .text   ascii   ?Pm>
1938 0x00022ec4 0x00422cc4 4   6    .text   utf8    DԆvo blocks=Basic Latin,Cyrillic Supplement
1939 0x00022ed6 0x00422cd6 4   5    .text   ascii   Lw1?
1940 0x00022eec 0x00422cec 6   9    .text   utf8    6ސnǾ\es blocks=Basic Latin,Thaana,Latin Extended-B
1941 0x00022f2e 0x00422d2e 7   8    .text   ascii   V' F<U(
1942 0x00022f45 0x00422d45 4   6    .text   utf8    %b!2
1943 0x00022f4e 0x00422d4e 4   5    .text   ascii   *\r8\r
1944 0x00022fdf 0x00422ddf 5   6    .text   ascii   _L@tv
1945 0x00023009 0x00422e09 5   7    .text   utf8    \r&ٸ%6 blocks=Basic Latin,Arabic
1946 0x0002303b 0x00422e3b 4   6    .text   utf8    ѿ]\e? blocks=Cyrillic,Basic Latin
1947 0x0002307a 0x00422e7a 4   5    .text   ascii   EckJ
1948 0x00023084 0x00422e84 4   5    .text   ascii   !P.r
1949 0x000230ad 0x00422ead 4   5    .text   ascii   (S\n2
1950 0x000230ca 0x00422eca 5   8    .text   utf8    )YuQ䋈 blocks=Basic Latin,CJK Unified Ideographs Extension A
1951 0x000230dc 0x00422edc 5   6    .text   ascii   wSht\n
1952 0x000231a9 0x00422fa9 4   6    .text   utf8    P::Ȳ blocks=Basic Latin,Latin Extended-B
1953 0x000231e4 0x00422fe4 7   9    .text   utf8    \a4H\nuA߶ blocks=Basic Latin,NKo
1954 0x0002325d 0x0042305d 4   5    .text   ascii   9/<q
1955 0x00023290 0x00423090 7   9    .text   utf8    <\v\t^ٍ{~ blocks=Basic Latin,Arabic
1956 0x0002329c 0x0042309c 6   8    .text   utf8    He`SϨp blocks=Basic Latin,Greek and Coptic
1957 0x0002332a 0x0042312a 8   9    .text   ascii   k\a4#7=L>
1958 0x00023387 0x00423187 4   6    .text   utf8    *\nʪc blocks=Basic Latin,IPA Extensions
1959 0x000233c7 0x004231c7 4   5    .text   ascii   tj\fG
1960 0x000233cc 0x004231cc 4   6    .text   utf8    XĞu, blocks=Basic Latin,Latin Extended-A
1961 0x000233d4 0x004231d4 6   7    .text   ascii   wA*,;P
1962 0x000233dc 0x004231dc 7   10   .text   utf8    IfxS1吟9 blocks=Basic Latin,CJK Unified Ideographs
1963 0x000233ec 0x004231ec 5   7    .text   utf8    q#,Ǉc blocks=Basic Latin,Latin Extended-B
1964 0x0002344e 0x0042324e 4   5    .text   ascii   4\t(j
1965 0x000234ba 0x004232ba 4   5    .text   ascii   W}Y6
1966 0x000234d1 0x004232d1 4   5    .text   ascii   hcU`
1967 0x000234dc 0x004232dc 4   6    .text   utf8    }Syǰ blocks=Basic Latin,Latin Extended-B
1968 0x0002352a 0x0042332a 10  12   .text   utf8    ՚\bJJ:B}N\f% blocks=Armenian,Basic Latin
1969 0x0002355b 0x0042335b 6   7    .text   ascii   vx>,|$
1970 0x000235a2 0x004233a2 4   5    .text   ascii   6y"F
1971 0x000235ac 0x004233ac 4   6    .text   utf8    d ǫU blocks=Basic Latin,Latin Extended-B
1972 0x000235ce 0x004233ce 6   7    .text   ascii   so'4K5
1973 0x00023629 0x00423429 4   5    .text   ascii   );,D
1974 0x00023646 0x00423446 5   7    .text   utf8    1"Ɏ@M blocks=Basic Latin,Latin Extended-B
1975 0x000236dc 0x004234dc 6   8    .text   utf8    R`-j4آ blocks=Basic Latin,Arabic
1976 0x00023707 0x00423507 4   5    .text   ascii   \rt][
1977 0x0002371c 0x0042351c 4   6    .text   utf8    הYx- blocks=Hebrew,Basic Latin
1978 0x00023759 0x00423559 4   5    .text   ascii   \a*}A
1979 0x00023762 0x00423562 9   10   .text   ascii   L-]N/:Fjp
1980 0x00023779 0x00423579 4   5    .text   ascii   p0 8
1981 0x000237ac 0x004235ac 4   5    .text   ascii   \b\bZU
1982 0x000237cc 0x004235cc 4   5    .text   ascii   T9R.
1983 0x000237d1 0x004235d1 5   7    .text   utf8    ێ@YV. blocks=Arabic,Basic Latin
1984 0x00023832 0x00423632 5   6    .text   ascii   {S9xk
1985 0x0002383b 0x0042363b 6   7    .text   ascii   P1p,)3
1986 0x00023850 0x00423650 4   5    .text   ascii   ZdsF
1987 0x00023864 0x00423664 4   5    .text   ascii   @8/p
1988 0x00023871 0x00423671 4   6    .text   utf8    Ź512 blocks=Latin Extended-A,Basic Latin
1989 0x000238a8 0x004236a8 4   5    .text   ascii   }V:N
1990 0x000238f2 0x004236f2 5   8    .text   utf8     Ϩzǭ[ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
