[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
6430 0x0009e42b 0x004a002b 11  12   .aspack ascii   ei!/1Xi{1U\a
6431 0x0009e43c 0x004a003c 4   6    .aspack utf8    ͙~ga blocks=Combining Diacritical Marks,Basic Latin
6432 0x0009e479 0x004a0079 5   7    .aspack utf8    #WAњ+ blocks=Basic Latin,Cyrillic
6433 0x0009e483 0x004a0083 4   5    .aspack ascii   /\e#o
6434 0x0009e4ac 0x004a00ac 5   6    .aspack ascii   kbh}e
6435 0x0009e4b6 0x004a00b6 4   5    .aspack ascii   m[$z
6436 0x0009e4d0 0x004a00d0 5   6    .aspack ascii   e#jJ#
6437 0x0009e4d7 0x004a00d7 4   5    .aspack ascii   Tf}e
6438 0x0009e4de 0x004a00de 6   7    .aspack ascii   A4XVFz
6439 0x0009e4f9 0x004a00f9 5   7    .aspack utf8    ʦ\aw%< blocks=IPA Extensions,Basic Latin
6440 0x0009e519 0x004a0119 5   8    .aspack utf8    zc-օǊ blocks=Basic Latin,Armenian,Latin Extended-B
6441 0x0009e54c 0x004a014c 8   10   .aspack utf8    bRF)oJÍN blocks=Basic Latin,Latin-1 Supplement
6442 0x0009e584 0x004a0184 4   6    .aspack utf8    H'wܧ blocks=Basic Latin,Syriac
6443 0x0009e5ab 0x004a01ab 4   5    .aspack ascii   &9EC
6444 0x0009e5f0 0x004a01f0 4   5    .aspack ascii   R^`,
6445 0x0009e5ff 0x004a01ff 5   6    .aspack ascii   jf *)
6446 0x0009e649 0x004a0249 4   5    .aspack ascii   6y_,
6447 0x0009e652 0x004a0252 4   8    .aspack utf8    ߛ\v駌B blocks=NKo,Basic Latin,CJK Unified Ideographs
6448 0x0009e68e 0x004a028e 5   6    .aspack ascii   h\b\rp
6449 0x0009e699 0x004a0299 7   8    .aspack ascii   \b,@7Y>q
6450 0x0009e6cd 0x004a02cd 4   5    .aspack ascii   2t_a
6451 0x0009e6fe 0x004a02fe 4   5    .aspack ascii   KVI\t
6452 0x0009e70e 0x004a030e 4   5    .aspack ascii   $E*L
6453 0x0009e746 0x004a0346 4   6    .aspack utf8    |Gܷ/ blocks=Basic Latin,Syriac
6454 0x0009e76f 0x004a036f 4   5    .aspack ascii   ~ ~a
6455 0x0009e7a8 0x004a03a8 4   5    .aspack ascii   C\aAB
6456 0x0009e7fd 0x004a03fd 4   5    .aspack ascii   [3\a\a
6457 0x0009e8b4 0x004a04b4 4   5    .aspack ascii   8t\a*
6458 0x0009e8e9 0x004a04e9 4   5    .aspack ascii   u6\v;
6459 0x0009e8ff 0x004a04ff 7   8    .aspack ascii   :W^r.,\r
6460 0x0009e928 0x004a0528 4   6    .aspack utf8    [7gب blocks=Basic Latin,Arabic
6461 0x0009e9b5 0x004a05b5 4   5    .aspack ascii   \vVIc
6462 0x0009e9d4 0x004a05d4 4   5    .aspack ascii   ;sQb
6463 0x0009e9ef 0x004a05ef 6   7    .aspack ascii   $I6V!u
6464 0x0009ea70 0x004a0670 6   7    .aspack ascii   ^ S98(
6465 0x0009eab1 0x004a06b1 4   5    .aspack ascii   YEa8
6466 0x0009eadd 0x004a06dd 4   5    .aspack ascii   pdxa
6467 0x0009eb16 0x004a0716 5   7    .aspack utf8    {qŜ-k blocks=Basic Latin,Latin Extended-A
6468 0x0009eb35 0x004a0735 4   5    .aspack ascii   R^w:
6469 0x0009eb73 0x004a0773 5   7    .aspack utf8    f\tݎY  blocks=Basic Latin,Syriac
6470 0x0009eb81 0x004a0781 4   5    .aspack ascii   4 n1
6471 0x0009ebab 0x004a07ab 5   8    .aspack utf8    ݻfǞzj blocks=Arabic Supplement,Basic Latin,Latin Extended-B
6472 0x0009ec07 0x004a0807 4   6    .aspack utf8    yǴQ! blocks=Basic Latin,Latin Extended-B
6473 0x0009ec25 0x004a0825 4   5    .aspack ascii   ZHO>
6474 0x0009ec50 0x004a0850 4   6    .aspack utf8    ٽ\a N blocks=Arabic,Basic Latin
6475 0x0009eca5 0x004a08a5 6   7    .aspack ascii   $UrP2B
6476 0x0009ecd9 0x004a08d9 6   7    .aspack ascii   Qrg`#\r
6477 0x0009ed0d 0x004a090d 5   6    .aspack ascii   F\rV3q
6478 0x0009ed8c 0x004a098c 4   5    .aspack ascii   Z5ff
6479 0x0009eddb 0x004a09db 5   6    .aspack ascii   P:lKO
6480 0x0009edef 0x004a09ef 5   7    .aspack utf8    >%^QԹ blocks=Basic Latin,Armenian
6481 0x0009edfe 0x004a09fe 4   6    .aspack utf8    <\f7J
6482 0x0009ee11 0x004a0a11 4   5    .aspack ascii   \9E7
6483 0x0009ee2e 0x004a0a2e 7   8    .aspack ascii   _+%S4Dd
6484 0x0009ee9a 0x004a0a9a 5   6    .aspack ascii   \fR"/-
6485 0x0009eeac 0x004a0aac 4   5    .aspack ascii   ~KXL
6486 0x0009eec1 0x004a0ac1 4   5    .aspack ascii   `b=n
6487 0x0009eec8 0x004a0ac8 5   6    .aspack ascii   w 3\bs
6488 0x0009eee1 0x004a0ae1 5   6    .aspack ascii   8n `%
6489 0x0009ef0b 0x004a0b0b 4   5    .aspack ascii   o!\rI
6490 0x0009ef59 0x004a0b59 7   9    .aspack utf8    @<^Rʔ\ak blocks=Basic Latin,IPA Extensions
6491 0x0009f02c 0x004a0c2c 4   5    .aspack ascii   J^FT
6492 0x0009f053 0x004a0c53 4   5    .aspack ascii   :np&
6493 0x0009f05c 0x004a0c5c 5   6    .aspack ascii   x^]S*
6494 0x0009f062 0x004a0c62 4   5    .aspack ascii   &K|(
6495 0x0009f07e 0x004a0c7e 4   5    .aspack ascii   W9pJ
6496 0x0009f08a 0x004a0c8a 4   5    .aspack ascii   h@-w
6497 0x0009f0dd 0x004a0cdd 4   5    .aspack ascii   {s\r.
6498 0x0009f14d 0x004a0d4d 4   5    .aspack ascii   -C5o
6499 0x0009f17b 0x004a0d7b 5   6    .aspack ascii   $7OT!
6500 0x0009f1cb 0x004a0dcb 5   6    .aspack ascii   d\tO\vF
6501 0x0009f1e0 0x004a0de0 4   5    .aspack ascii   oj)e
6502 0x0009f1f0 0x004a0df0 5   6    .aspack ascii   \bdQMu
6503 0x0009f247 0x004a0e47 4   5    .aspack ascii   *{_\
6504 0x0009f279 0x004a0e79 5   6    .aspack ascii   uh6!:
6505 0x0009f2bc 0x004a0ebc 5   8    .aspack utf8    _˳ؙ"! blocks=Basic Latin,Spacing Modifier Letters,Arabic
6506 0x0009f2ca 0x004a0eca 4   5    .aspack ascii   ~r+I
6507 0x0009f335 0x004a0f35 4   5    .aspack ascii   ;\eg1
6508 0x0009f36b 0x004a0f6b 4   6    .aspack utf8    +϶\r' blocks=Basic Latin,Greek and Coptic
6509 0x0009f3dc 0x004a0fdc 4   5    .aspack ascii   K~</
6510 0x0009f3fc 0x004a0ffc 5   6    .aspack ascii   <vZ% 
6511 0x0009f4da 0x004a10da 4   5    .aspack ascii   v.0+
6512 0x0009f4ed 0x004a10ed 4   5    .aspack ascii   shFQ
6513 0x0009f4f4 0x004a10f4 4   8    .aspack utf8    #Uזߏ blocks=Basic Latin,Hebrew,NKo
6514 0x0009f522 0x004a1122 4   5    .aspack ascii   s{y|
6515 0x0009f53e 0x004a113e 4   5    .aspack ascii   W'\a|
6516 0x0009f593 0x004a1193 6   8    .aspack utf8    \n~6ı;o blocks=Basic Latin,Latin Extended-A
6517 0x0009f5e1 0x004a11e1 4   6    .aspack utf8    3:¬Y blocks=Basic Latin,Latin-1 Supplement
6518 0x0009f619 0x004a1219 5   6    .aspack ascii   w?p+K
6519 0x0009f64f 0x004a124f 5   6    .aspack ascii   \b<U{d
6520 0x0009f669 0x004a1269 4   5    .aspack ascii   _9\v@
6521 0x0009f675 0x004a1275 4   5    .aspack ascii   ?7Ia
6522 0x0009f6ee 0x004a12ee 4   5    .aspack ascii   \r_Ph
6523 0x0009f75b 0x004a135b 7   8    .aspack ascii   7CSc9x\v
6524 0x0009f7e9 0x004a13e9 5   6    .aspack ascii   2jp\ty
6525 0x0009f804 0x004a1404 4   5    .aspack ascii   Nk^S
6526 0x0009f838 0x004a1438 4   6    .aspack utf8    ߘH/\v blocks=NKo,Basic Latin
6527 0x0009f863 0x004a1463 4   5    .aspack ascii   9go<
6528 0x0009f8e9 0x004a14e9 5   7    .aspack utf8    +^̓zy blocks=Basic Latin,Combining Diacritical Marks
6529 0x0009f911 0x004a1511 7   10   .aspack utf8    3\fܸFjϢ{ blocks=Basic Latin,Syriac,Greek and Coptic
6530 0x0009f980 0x004a1580 6   8    .aspack utf8    oyjQЮG blocks=Basic Latin,Cyrillic
6531 0x0009f9d4 0x004a15d4 4   5    .aspack ascii   dE@ 
6532 0x0009fa14 0x004a1614 4   6    .aspack utf8    ϳ;(a blocks=Greek and Coptic,Basic Latin
6533 0x0009fa2a 0x004a162a 4   6    .aspack utf8    O5\eՀ blocks=Basic Latin,Armenian
6534 0x0009fa42 0x004a1642 4   5    .aspack ascii   )M&d
6535 0x0009fa6a 0x004a166a 4   5    .aspack ascii   @a})
6536 0x0009fa73 0x004a1673 4   6    .aspack utf8    \e@qݴ blocks=Basic Latin,Arabic Supplement
6537 0x0009fbab 0x004a17ab 5   6    .aspack ascii   <lJ{i
6538 0x0009fbfe 0x004a17fe 5   6    .aspack ascii   cz\ry<
6539 0x0009fc14 0x004a1814 5   6    .aspack ascii   58|Y-
6540 0x0009fca8 0x004a18a8 5   6    .aspack ascii   ]7K}{
6541 0x0009fcd1 0x004a18d1 4   5    .aspack ascii   IDAT
6542 0x0009fcf0 0x004a18f0 4   5    .aspack ascii   :1v'
6543 0x0009fcf7 0x004a18f7 5   6    .aspack ascii   ~NY%:
6544 0x0009fd47 0x004a1947 5   7    .aspack utf8    3Rw6ݽ blocks=Basic Latin,Arabic Supplement
6545 0x0009fd7b 0x004a197b 4   6    .aspack utf8    D5Ŕ+ blocks=Basic Latin,Latin Extended-A
6546 0x0009fd89 0x004a1989 5   6    .aspack ascii   \vbP+3
6547 0x0009fdfd 0x004a19fd 4   6    .aspack utf8    SȝQs blocks=Basic Latin,Latin Extended-B
6548 0x0009fe12 0x004a1a12 4   5    .aspack ascii   &|:w
6549 0x0009fe1e 0x004a1a1e 4   7    .aspack utf8    t̀Ǔ\n blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
6550 0x0009fe32 0x004a1a32 4   6    .aspack utf8    w3ŭO blocks=Basic Latin,Latin Extended-A
6551 0x0009fed2 0x004a1ad2 7   8    .aspack ascii   k\r&hF*\b
6552 0x0009ff4b 0x004a1b4b 5   8    .aspack utf8    Hۢ}o֣ blocks=Basic Latin,Arabic,Hebrew
6553 0x0009ffaf 0x004a1baf 4   5    .aspack ascii    XE\b
6554 0x0009ffb6 0x004a1bb6 4   5    .aspack ascii   -6/j
6555 0x0009ffda 0x004a1bda 4   7    .aspack utf8    ȽQ̬U blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
6556 0x0009ffea 0x004a1bea 4   6    .aspack utf8    Rߜms blocks=Basic Latin,NKo
6557 0x000a000f 0x004a1c0f 4   5    .aspack ascii   T\f1z
6558 0x000a002d 0x004a1c2d 4   6    .aspack utf8    <y٭p blocks=Basic Latin,Arabic
6559 0x000a00a6 0x004a1ca6 7   8    .aspack ascii   &J'!Uu\v
6560 0x000a00d0 0x004a1cd0 4   7    .aspack utf8    %FᙩN blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
6561 0x000a0133 0x004a1d33 4   6    .aspack utf8    y߃7s blocks=Basic Latin,NKo
6562 0x000a0164 0x004a1d64 5   7    .aspack utf8    ҆l\bPV blocks=Cyrillic,Basic Latin
6563 0x000a01de 0x004a1dde 4   5    .aspack ascii   mcv;
6564 0x000a01e5 0x004a1de5 4   6    .aspack utf8    Ǌ4[s blocks=Latin Extended-B,Basic Latin
6565 0x000a0258 0x004a1e58 5   6    .aspack ascii   Pj{RR
6566 0x000a02ab 0x004a1eab 4   5    .aspack ascii   v=\e}
6567 0x000a030a 0x004a1f0a 4   5    .aspack ascii   $@m]
6568 0x000a035e 0x004a1f5e 5   6    .aspack ascii   ?Y'?q
6569 0x000a0365 0x004a1f65 5   6    .aspack ascii   9HGi;
6570 0x000a036b 0x004a1f6b 4   5    .aspack ascii   o30*
6571 0x000a0373 0x004a1f73 4   6    .aspack utf8    ֳ\v\be blocks=Hebrew,Basic Latin
6572 0x000a037a 0x004a1f7a 4   5    .aspack ascii   ym5\b
6573 0x000a039a 0x004a1f9a 4   6    .aspack utf8    ȰV%> blocks=Latin Extended-B,Basic Latin
6574 0x000a0424 0x004a2024 4   6    .aspack utf8    8Ǐ-i blocks=Basic Latin,Latin Extended-B
6575 0x000a043e 0x004a203e 4   5    .aspack ascii   (d]@
6576 0x000a044a 0x004a204a 5   6    .aspack ascii   wWl-9
6577 0x000a050a 0x004a210a 4   6    .aspack utf8    B4ˢ. blocks=Basic Latin,Spacing Modifier Letters
6578 0x000a051d 0x004a211d 4   5    .aspack ascii   47$V
6579 0x000a0555 0x004a2155 4   6    .aspack utf8    ~~3ξ blocks=Basic Latin,Greek and Coptic
6580 0x000a056a 0x004a216a 4   6    .aspack utf8    ĹwNB blocks=Latin Extended-A,Basic Latin
6581 0x000a0584 0x004a2184 4   5    .aspack ascii   bChf
6582 0x000a0589 0x004a2189 5   7    .aspack utf8    zNtކP blocks=Basic Latin,Thaana
6583 0x000a0594 0x004a2194 4   5    .aspack ascii   ,z]W
6584 0x000a05c7 0x004a21c7 4   5    .aspack ascii   )/ C
6585 0x000a05f8 0x004a21f8 11  15   .aspack utf8    ߊTx~ߩM{rv}Х blocks=NKo,Basic Latin,Cyrillic
6586 0x000a0668 0x004a2268 5   6    .aspack ascii   9<Xvb
6587 0x000a0682 0x004a2282 5   6    .aspack ascii   [Agny
6588 0x000a06b2 0x004a22b2 4   5    .aspack ascii   {xA3
6589 0x000a06c2 0x004a22c2 4   5    .aspack ascii   WaKc
6590 0x000a06fb 0x004a22fb 4   5    .aspack ascii   tUK|
6591 0x000a0705 0x004a2305 9   11   .aspack utf8    a:\t4\aahʘa blocks=Basic Latin,IPA Extensions
6592 0x000a0718 0x004a2318 4   6    .aspack utf8    Wվs> blocks=Basic Latin,Armenian
6593 0x000a074b 0x004a234b 5   6    .aspack ascii   <h\t\bN
6594 0x000a07d5 0x004a23d5 5   6    .aspack ascii   X\rZsv
6595 0x000a07e6 0x004a23e6 5   7    .aspack utf8    mS͌LE blocks=Basic Latin,Combining Diacritical Marks
6596 0x000a0821 0x004a2421 4   5    .aspack ascii   iLNa
6597 0x000a082a 0x004a242a 4   6    .aspack utf8    5ӝqm blocks=Basic Latin,Cyrillic
6598 0x000a0861 0x004a2461 6   7    .aspack ascii   )?/d\fY
6599 0x000a0878 0x004a2478 5   6    .aspack ascii   AS\v\f%
6600 0x000a08e9 0x004a24e9 6   7    .aspack ascii   6.6+ 6
6601 0x000a091e 0x004a251e 4   5    .aspack ascii   mwn1
6602 0x000a092c 0x004a252c 4   5    .aspack ascii   UUy*
6603 0x000a094f 0x004a254f 5   6    .aspack ascii   oR\t.\
6604 0x000a096c 0x004a256c 4   5    .aspack ascii   \f}%\a
6605 0x000a0a45 0x004a2645 4   5    .aspack ascii   IM}E
6606 0x000a0a60 0x004a2660 7   9    .aspack utf8    jbU!*ֹ\r blocks=Basic Latin,Hebrew
6607 0x000a0a77 0x004a2677 4   6    .aspack utf8    \f\eMܼ blocks=Basic Latin,Syriac
6608 0x000a0a8b 0x004a268b 5   7    .aspack utf8    e!e×R blocks=Basic Latin,Latin-1 Supplement
6609 0x000a0a93 0x004a2693 5   7    .aspack utf8    ސ~w%Q blocks=Thaana,Basic Latin
6610 0x000a0aaa 0x004a26aa 5   8    .aspack utf8    [KÙbp blocks=Basic Latin,Latin-1 Supplement
6611 0x000a0aca 0x004a26ca 5   6    .aspack ascii   WC^c 
6612 0x000a0b1c 0x004a271c 4   5    .aspack ascii   N\r>X
6613 0x000a0b47 0x004a2747 4   5    .aspack ascii   e=b-
6614 0x000a0b7f 0x004a277f 4   5    .aspack ascii   R^v{
6615 0x000a0c1f 0x004a281f 5   7    .aspack utf8    TOaۂ! blocks=Basic Latin,Arabic
6616 0x000a0c40 0x004a2840 5   6    .aspack ascii   \vR.q%
6617 0x000a0c5a 0x004a285a 5   6    .aspack ascii   ($k?^
6618 0x000a0ce9 0x004a28e9 5   6    .aspack ascii   M+ME&
6619 0x000a0d13 0x004a2913 4   6    .aspack utf8     |<=
6620 0x000a0d6b 0x004a296b 4   6    .aspack utf8    *ۣY_ blocks=Basic Latin,Arabic
6621 0x000a0d88 0x004a2988 6   7    .aspack ascii   -\n\:\bE
6622 0x000a0dcd 0x004a29cd 5   7    .aspack utf8    =~rߣG blocks=Basic Latin,NKo
6623 0x000a0e42 0x004a2a42 4   7    .aspack utf8    _ʒݬO blocks=Basic Latin,IPA Extensions,Arabic Supplement
6624 0x000a0ee6 0x004a2ae6 6   9    .aspack utf8    Т[\b1,6 blocks=Cyrillic,Basic Latin
6625 0x000a0f12 0x004a2b12 4   5    .aspack ascii   /GH;
6626 0x000a0f1f 0x004a2b1f 4   5    .aspack ascii   [~{~
6627 0x000a0f5f 0x004a2b5f 6   7    .aspack ascii   r->!&8
6628 0x000a0f7a 0x004a2b7a 6   8    .aspack utf8    A1H\nw\
6629 0x000a0fb3 0x004a2bb3 4   7    .aspack utf8    ]zɗ2 blocks=Basic Latin,IPA Extensions
6630 0x000a0fd7 0x004a2bd7 5   7    .aspack utf8    3U/s҉ blocks=Basic Latin,Cyrillic
6631 0x000a1057 0x004a2c57 4   6    .aspack utf8    _<̕7 blocks=Basic Latin,Combining Diacritical Marks
6632 0x000a10f2 0x004a2cf2 5   7    .aspack utf8    %ݨtr) blocks=Basic Latin,Arabic Supplement
6633 0x000a1121 0x004a2d21 5   8    .aspack utf8    *㏇OK/ blocks=Basic Latin,CJK Compatibility
6634 0x000a114d 0x004a2d4d 5   6    .aspack ascii   wLH9k
6635 0x000a1195 0x004a2d95 5   6    .aspack ascii   Ob$xV
6636 0x000a11b4 0x004a2db4 6   7    .aspack ascii   b-ObTT
6637 0x000a11fe 0x004a2dfe 4   6    .aspack utf8    I;˫\b blocks=Basic Latin,Spacing Modifier Letters
6638 0x000a1204 0x004a2e04 4   6    .aspack utf8    &T0ۀ blocks=Basic Latin,Arabic
6639 0x000a1233 0x004a2e33 4   5    .aspack ascii   ]] H
6640 0x000a123b 0x004a2e3b 5   6    .aspack ascii   *J\r~=
6641 0x000a12be 0x004a2ebe 5   6    .aspack ascii   Q}oET
6642 0x000a12ea 0x004a2eea 4   7    .aspack utf8    +&Hˢ blocks=Basic Latin,Spacing Modifier Letters
6643 0x000a133b 0x004a2f3b 4   6    .aspack utf8    n\vlS
6644 0x000a1367 0x004a2f67 4   6    .aspack utf8    ¥k7| blocks=Latin-1 Supplement,Basic Latin
6645 0x000a13ba 0x004a2fba 4   5    .aspack ascii   3\r\bx
6646 0x000a13dc 0x004a2fdc 5   7    .aspack utf8    Eܵ\f4a blocks=Basic Latin,Syriac
6647 0x000a1449 0x004a3049 4   7    .aspack utf8    vt遘f blocks=Basic Latin,CJK Unified Ideographs
6648 0x000a1484 0x004a3084 4   5    .aspack ascii   g2(n
6649 0x000a1489 0x004a3089 4   5    .aspack ascii   H)(t
6650 0x000a149c 0x004a309c 4   7    .aspack utf8    sGx奻 blocks=Basic Latin,CJK Unified Ideographs
6651 0x000a14cd 0x004a30cd 4   6    .aspack utf8    cMȿ{ blocks=Basic Latin,Latin Extended-B
6652 0x000a152c 0x004a312c 4   5    .aspack ascii   9\e$|
6653 0x000a1553 0x004a3153 5   6    .aspack ascii   SE yf
6654 0x000a15a5 0x004a31a5 4   5    .aspack ascii   +G%^
6655 0x000a15d5 0x004a31d5 5   8    .aspack utf8    ШG[+е blocks=Cyrillic,Basic Latin
6656 0x000a164b 0x004a324b 5   6    .aspack ascii   B^,gy
6657 0x000a1662 0x004a3262 5   6    .aspack ascii   ,vwT]
6658 0x000a1696 0x004a3296 6   9    .aspack utf8    ቶ}EOu} blocks=Ethiopic,Basic Latin
6659 0x000a16e1 0x004a32e1 4   5    .aspack ascii   q6lT
6660 0x000a1778 0x004a3378 4   5    .aspack ascii   5\Eh
6661 0x000a178c 0x004a338c 6   8    .aspack utf8    jfB uО blocks=Basic Latin,Cyrillic
6662 0x000a17ae 0x004a33ae 4   5    .aspack ascii   THll
6663 0x000a17e2 0x004a33e2 4   5    .aspack ascii   "<vx
6664 0x000a1879 0x004a3479 5   7    .aspack utf8    y[Fͅ6 blocks=Basic Latin,Combining Diacritical Marks
6665 0x000a1892 0x004a3492 4   5    .aspack ascii   ly3!
6666 0x000a18c3 0x004a34c3 4   6    .aspack utf8    |ϯ?r blocks=Basic Latin,Greek and Coptic
6667 0x000a18d5 0x004a34d5 6   8    .aspack utf8    oȣ]TTr blocks=Basic Latin,Latin Extended-B
6668 0x000a18fb 0x004a34fb 6   7    .aspack ascii   *\aN^+
6669 0x000a195d 0x004a355d 5   7    .aspack utf8    PѠd+N blocks=Basic Latin,Cyrillic
6670 0x000a197d 0x004a357d 4   5    .aspack ascii   l/Z>
6671 0x000a19c0 0x004a35c0 7   9    .aspack utf8    2$ԎM\b3X blocks=Basic Latin,Cyrillic Supplement
6672 0x000a19cc 0x004a35cc 4   5    .aspack ascii   #^|3
6673 0x000a1a09 0x004a3609 7   8    .aspack ascii   PL{uuTW
6674 0x000a1a16 0x004a3616 4   5    .aspack ascii   H>%j
6675 0x000a1a2d 0x004a362d 4   5    .aspack ascii   ?R?Z
6676 0x000a1a77 0x004a3677 4   5    .aspack ascii   5q%'
6677 0x000a1ac8 0x004a36c8 4   5    .aspack ascii   \eLv;
6678 0x000a1ae4 0x004a36e4 4   5    .aspack ascii   T1L8
6679 0x000a1af1 0x004a36f1 7   8    .aspack ascii   U0cE\tTU
6680 0x000a1b32 0x004a3732 5   6    .aspack ascii   `R7>K
6681 0x000a1b46 0x004a3746 6   7    .aspack ascii   =T\a/g~
6682 0x000a1b9b 0x004a379b 6   8    .aspack utf8    hNCўF  blocks=Basic Latin,Cyrillic
6683 0x000a1ba5 0x004a37a5 5   6    .aspack ascii   HDS?:
6684 0x000a1bee 0x004a37ee 4   5    .aspack ascii   8hwf
6685 0x000a1c0c 0x004a380c 4   5    .aspack ascii   20\nK
6686 0x000a1c6e 0x004a386e 4   5    .aspack ascii   1@-2
6687 0x000a1c8b 0x004a388b 5   8    .aspack utf8    X䜽\ro| blocks=Basic Latin,CJK Unified Ideographs Extension A
6688 0x000a1cb6 0x004a38b6 4   6    .aspack utf8    X͎pS blocks=Basic Latin,Combining Diacritical Marks
6689 0x000a1cdd 0x004a38dd 4   5    .aspack ascii   IDAT
6690 0x000a1d20 0x004a3920 4   6    .aspack utf8    SԻ[h blocks=Basic Latin,Armenian
6691 0x000a1d4e 0x004a394e 4   5    .aspack ascii   =H;\n
6692 0x000a1d5f 0x004a395f 4   5    .aspack ascii   {_r0
6693 0x000a1de0 0x004a39e0 4   5    .aspack ascii   &SN=
6694 0x000a1df6 0x004a39f6 8   9    .aspack ascii   \bh\bVo0-`
6695 0x000a1e55 0x004a3a55 4   5    .aspack ascii   O<p!
6696 0x000a1e5e 0x004a3a5e 4   5    .aspack ascii   p/W^
6697 0x000a1e6a 0x004a3a6a 4   5    .aspack ascii   I]bk
6698 0x000a1ef9 0x004a3af9 5   7    .aspack utf8    oLdߩ\e blocks=Basic Latin,NKo
6699 0x000a1f3b 0x004a3b3b 5   7    .aspack utf8    \auvɽ[ blocks=Basic Latin,IPA Extensions
6700 0x000a1f4f 0x004a3b4f 4   5    .aspack ascii   \r\ntW
6701 0x000a1f86 0x004a3b86 4   5    .aspack ascii   (b2+
6702 0x000a1f8d 0x004a3b8d 4   6    .aspack utf8    k-`,
6703 0x000a1fae 0x004a3bae 5   7    .aspack utf8    ~,SŚY blocks=Basic Latin,Latin Extended-A
6704 0x000a1fc6 0x004a3bc6 8   9    .aspack ascii   6,Z_<ib}
6705 0x000a1fcf 0x004a3bcf 5   6    .aspack ascii   #P;`&
6706 0x000a1ff1 0x004a3bf1 5   6    .aspack ascii   X\rKLU
6707 0x000a2016 0x004a3c16 5   6    .aspack ascii   4%[K}
6708 0x000a2033 0x004a3c33 4   6    .aspack utf8    \f%іM blocks=Basic Latin,Cyrillic
6709 0x000a2044 0x004a3c44 7   8    .aspack ascii   q(]\t@/l
6710 0x000a2052 0x004a3c52 5   8    .aspack utf8    RH?2䜫 blocks=Basic Latin,CJK Unified Ideographs Extension A
6711 0x000a20cb 0x004a3ccb 4   5    .aspack ascii   FU'`
6712 0x000a20fb 0x004a3cfb 6   7    .aspack ascii   R]8A%V
6713 0x000a2113 0x004a3d13 5   6    .aspack ascii   !4^>,
6714 0x000a2146 0x004a3d46 9   11   .aspack utf8    LȽRUBV%uJ blocks=Basic Latin,Latin Extended-B
6715 0x000a2153 0x004a3d53 5   6    .aspack ascii   3XvJ6
6716 0x000a2160 0x004a3d60 7   8    .aspack ascii   3T^?cd'
6717 0x000a2168 0x004a3d68 4   5    .aspack ascii   `q\tA
6718 0x000a21b4 0x004a3db4 4   5    .aspack ascii   N]zi
6719 0x000a21f8 0x004a3df8 5   7    .aspack utf8    [7A H
6720 0x000a223c 0x004a3e3c 4   7    .aspack utf8    ݓqqݷ blocks=Arabic Supplement,Basic Latin
6721 0x000a2268 0x004a3e68 6   8    .aspack utf8    >Qh@1v
6722 0x000a229a 0x004a3e9a 6   7    .aspack ascii   LPo[ Q
6723 0x000a22a2 0x004a3ea2 4   5    .aspack ascii   \e@.P
6724 0x000a22a9 0x004a3ea9 5   6    .aspack ascii   (Y#}o
6725 0x000a22c8 0x004a3ec8 4   5    .aspack ascii   bo#C
6726 0x000a22d4 0x004a3ed4 6   7    .aspack ascii   }T20gO
6727 0x000a22df 0x004a3edf 4   5    .aspack ascii   lf|\b
6728 0x000a230b 0x004a3f0b 5   6    .aspack ascii   =h i*
6729 0x000a2321 0x004a3f21 4   5    .aspack ascii   mhOZ
6730 0x000a23a4 0x004a3fa4 4   6    .aspack utf8    -Tې" blocks=Basic Latin,Arabic
6731 0x000a23c8 0x004a3fc8 6   7    .aspack ascii   t\n2,Gd
6732 0x000a23f1 0x004a3ff1 4   5    .aspack ascii   7We&
6733 0x000a241a 0x004a401a 5   7    .aspack utf8    vʦ<.' blocks=Basic Latin,IPA Extensions
6734 0x000a2425 0x004a4025 8   9    .aspack ascii   bZ22b%ss
6735 0x000a2438 0x004a4038 4   7    .aspack utf8    r項vJ blocks=Basic Latin,CJK Unified Ideographs
6736 0x000a24c2 0x004a40c2 4   6    .aspack utf8    tr÷7 blocks=Basic Latin,Latin-1 Supplement
6737 0x000a252a 0x004a412a 4   5    .aspack ascii   6deQ
6738 0x000a25dc 0x004a41dc 6   7    .aspack ascii   OZ,@[O
6739 0x000a2608 0x004a4208 4   5    .aspack ascii   CVG`
6740 0x000a262a 0x004a422a 6   7    .aspack ascii   ?Rx1,0
6741 0x000a2658 0x004a4258 4   7    .aspack utf8    p(洜0 blocks=Basic Latin,CJK Unified Ideographs
6742 0x000a2668 0x004a4268 6   8    .aspack utf8    kشbB!C blocks=Basic Latin,Arabic
6743 0x000a268c 0x004a428c 5   6    .aspack ascii   ,r\nOQ
6744 0x000a2692 0x004a4292 5   6    .aspack ascii   xXd<A
6745 0x000a26d8 0x004a42d8 6   7    .aspack ascii   a8FTIb
6746 0x000a26df 0x004a42df 4   8    .aspack utf8    5칩"Ⱦ blocks=Basic Latin,Hangul Syllables,Latin Extended-B
6747 0x000a26ed 0x004a42ed 4   6    .aspack utf8    Ӓ86$ blocks=Cyrillic,Basic Latin
