[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 21  22           ascii   !Require Windows\r\n$PE
1     0x00000158 0x00000158 5   6            ascii   .text
2     0x0000017f 0x0000017f 7   8            ascii   `.rdata
3     0x000001a7 0x000001a7 6   7            ascii   @.data
4     0x000001d0 0x000001d0 5   6            ascii   .rsrc
9819  0x000a237d 0x004a937d 4   6            utf8    ڃ\vZR blocks=Arabic,Basic Latin
9820  0x000a23c7 0x004a93c7 5   7            utf8    ڱMs#m blocks=Arabic,Basic Latin
9821  0x000a23d9 0x004a93d9 7   8            ascii   [xSTv2b
9822  0x000a23fb 0x004a93fb 6   8            utf8    8+*ő\n- blocks=Basic Latin,Latin Extended-A
9823  0x000a2441 0x004a9441 5   6            ascii   FG\f)H
9824  0x000a249c 0x004a949c 5   6            ascii   ^Hw3_
9825  0x000a24c1 0x004a94c1 4   5            ascii   M<92
9826  0x000a24e1 0x004a94e1 6   7            ascii   OkY//N
9827  0x000a24f0 0x004a94f0 4   5            ascii   \e'8|
9828  0x000a24fe 0x004a94fe 6   8            utf8    yMʘ%k{ blocks=Basic Latin,IPA Extensions
9829  0x000a253b 0x004a953b 5   6            ascii   fqp2g
9830  0x000a25be 0x004a95be 4   5            ascii   S$1\
9831  0x000a25d0 0x004a95d0 4   5            ascii   Y0}\t
9832  0x000a2647 0x004a9647 4   5            ascii   3'R\e
9833  0x000a265f 0x004a965f 5   7            utf8    \t\v«rD blocks=Basic Latin,Latin-1 Supplement
9834  0x000a266c 0x004a966c 4   6            utf8    &Cj߀ blocks=Basic Latin,NKo
9835  0x000a2690 0x004a9690 5   8            utf8    {mž\; blocks=Basic Latin,Latin Extended-A
9836  0x000a26c3 0x004a96c3 4   5            ascii   ~H'`
9837  0x000a26f0 0x004a96f0 5   6            ascii   <k'h3
9838  0x000a2718 0x004a9718 7   9            utf8    l9@\fţ{\a blocks=Basic Latin,Latin Extended-A
9839  0x000a2721 0x004a9721 4   5            ascii   LVV\e
9840  0x000a2741 0x004a9741 4   5            ascii   1DOf
9841  0x000a2776 0x004a9776 4   5            ascii   nCgs
9842  0x000a27b3 0x004a97b3 4   5            ascii   \r@XR
9843  0x000a27bf 0x004a97bf 4   6            utf8    7sΥ" blocks=Basic Latin,Greek and Coptic
9844  0x000a27d8 0x004a97d8 4   6            utf8    1ueܾ blocks=Basic Latin,Syriac
9845  0x000a27f4 0x004a97f4 4   5            ascii   ?4gK
9846  0x000a2819 0x004a9819 5   6            ascii   W]J?u
9847  0x000a2841 0x004a9841 6   8            utf8    у|)@vp blocks=Cyrillic,Basic Latin
9848  0x000a2855 0x004a9855 4   6            utf8    QD#֘ blocks=Basic Latin,Hebrew
9849  0x000a288f 0x004a988f 5   6            ascii   C2s9H
9850  0x000a28c5 0x004a98c5 4   5            ascii   i,GD
9851  0x000a2948 0x004a9948 4   5            ascii   ??@@
9852  0x000a2955 0x004a9955 4   5            ascii   I\e\tA
9853  0x000a297a 0x004a997a 4   5            ascii   \fx\t0
9854  0x000a29ab 0x004a99ab 6   7            ascii   J\n*"t;
9855  0x000a29b5 0x004a99b5 8   11           utf8    \fز\eW$υVv blocks=Basic Latin,Arabic,Greek and Coptic
9856  0x000a2a6d 0x004a9a6d 4   5            ascii   mN%m
9857  0x000a2a8f 0x004a9a8f 5   7            utf8    \euF\r¢ blocks=Basic Latin,Latin-1 Supplement
9858  0x000a2b0b 0x004a9b0b 5   6            ascii   99{pH
9859  0x000a2b3a 0x004a9b3a 4   5            ascii   @Jr\r
9860  0x000a2b4b 0x004a9b4b 9   11           utf8    `\n+#O͗agW blocks=Basic Latin,Combining Diacritical Marks
9861  0x000a2b7d 0x004a9b7d 4   7            utf8    ӈ܀d\f blocks=Cyrillic,Syriac,Basic Latin
9862  0x000a2b9b 0x004a9b9b 6   7            ascii   \a]I8$^
9863  0x000a2bb7 0x004a9bb7 4   5            ascii   s?!\v
9864  0x000a2c0d 0x004a9c0d 4   6            utf8    \tؚ<\e blocks=Basic Latin,Arabic
9865  0x000a2c5c 0x004a9c5c 4   5            ascii   cw\n@
9866  0x000a2c96 0x004a9c96 4   5            ascii   V\rmD
9867  0x000a2cc0 0x004a9cc0 5   7            utf8    O _;ې blocks=Basic Latin,Arabic
9868  0x000a2cec 0x004a9cec 5   6            ascii   u7*s?
9869  0x000a2d2d 0x004a9d2d 4   5            ascii   + BR
9870  0x000a2d5d 0x004a9d5d 4   5            ascii   4vP+
9871  0x000a2dc0 0x004a9dc0 4   5            ascii   YaR8
9872  0x000a2dc5 0x004a9dc5 4   7            utf8    zQ$ᆁ blocks=Basic Latin,Hangul Jamo
9873  0x000a2dd4 0x004a9dd4 4   5            ascii   2mtm
9874  0x000a2dea 0x004a9dea 4   5            ascii   %XBe
9875  0x000a2dfc 0x004a9dfc 5   6            ascii   \b\fps5
9876  0x000a2e14 0x004a9e14 4   5            ascii   *LON
9877  0x000a2e28 0x004a9e28 6   9            utf8    sﺫi8\be blocks=Basic Latin,Arabic Presentation Forms-B
9878  0x000a2e38 0x004a9e38 4   5            ascii   E=D~
9879  0x000a2e55 0x004a9e55 4   5            ascii   Z[o?
9880  0x000a2e7a 0x004a9e7a 5   6            ascii   `;!Au
9881  0x000a2ee5 0x004a9ee5 4   5            ascii   G;/n
9882  0x000a2f1b 0x004a9f1b 7   8            ascii   (V];',\f
9883  0x000a2f90 0x004a9f90 4   5            ascii   KFd 
9884  0x000a3020 0x004aa020 6   7            ascii   uX`(AS
9885  0x000a3046 0x004aa046 4   6            utf8    ڜI<j blocks=Arabic,Basic Latin
9886  0x000a309f 0x004aa09f 4   5            ascii   c99;
9887  0x000a30e2 0x004aa0e2 4   6            utf8    )w;Ϸ blocks=Basic Latin,Greek and Coptic
9888  0x000a30eb 0x004aa0eb 4   5            ascii   EO)G
9889  0x000a3106 0x004aa106 4   5            ascii   `&\b!
9890  0x000a3121 0x004aa121 6   7            ascii   b;bszL
9891  0x000a3135 0x004aa135 7   8            ascii   @{Cr=:~
9892  0x000a3155 0x004aa155 5   6            ascii   47\n\e/
9893  0x000a3179 0x004aa179 4   5            ascii   $T=S
9894  0x000a3192 0x004aa192 4   6            utf8    Ԧ=ZF blocks=Cyrillic Supplement,Basic Latin
9895  0x000a31bd 0x004aa1bd 4   5            ascii   9 t$
9896  0x000a321d 0x004aa21d 4   5            ascii   K;o#
9897  0x000a3226 0x004aa226 5   6            ascii   w]n8P
9898  0x000a324c 0x004aa24c 4   5            ascii   O^z[
9899  0x000a327b 0x004aa27b 5   6            ascii   ,e9h/
9900  0x000a32a4 0x004aa2a4 6   9            utf8    \a퓣."Y\ blocks=Basic Latin,Hangul Syllables
9901  0x000a3306 0x004aa306 6   7            ascii   8*a-<g
9902  0x000a336d 0x004aa36d 4   5            ascii   sxSQ
9903  0x000a337b 0x004aa37b 6   9            utf8    r'z̤ͳ0 blocks=Basic Latin,Combining Diacritical Marks,Greek and Coptic
9904  0x000a3384 0x004aa384 5   6            ascii   ,\by1\b
9905  0x000a3395 0x004aa395 5   9            utf8    ݍƝ31ތ blocks=Syriac,Latin Extended-B,Basic Latin,Thaana
9906  0x000a33b3 0x004aa3b3 4   5            ascii   gdbn
9907  0x000a33bb 0x004aa3bb 4   6            utf8    ְwZ_ blocks=Hebrew,Basic Latin
9908  0x000a33e3 0x004aa3e3 4   5            ascii   /?\J
9909  0x000a3406 0x004aa406 4   5            ascii   \eVcZ
9910  0x000a340b 0x004aa40b 5   6            ascii   a c&K
9911  0x000a3449 0x004aa449 5   6            ascii   \tr2'b
9912  0x000a344f 0x004aa44f 4   5            ascii   );9o
9913  0x000a3460 0x004aa460 4   5            ascii   hM&~
9914  0x000a3495 0x004aa495 5   8            utf8    ֠&LlϬ blocks=Hebrew,Basic Latin,Greek and Coptic
9915  0x000a34bd 0x004aa4bd 5   6            ascii   3[P6N
9916  0x000a34e2 0x004aa4e2 4   6            utf8    \վl\b blocks=Basic Latin,Armenian
9917  0x000a3512 0x004aa512 6   7            ascii   { \flzE
9918  0x000a3587 0x004aa587 8   9            ascii   |S]4/+c7
9919  0x000a35d8 0x004aa5d8 4   5            ascii   ?AMm
9920  0x000a35f9 0x004aa5f9 4   5            ascii   g9-I
9921  0x000a3610 0x004aa610 4   5            ascii   \nluK
9922  0x000a3615 0x004aa615 4   6            utf8    OƓ!] blocks=Basic Latin,Latin Extended-B
9923  0x000a364e 0x004aa64e 4   6            utf8    Ʊr'w blocks=Latin Extended-B,Basic Latin
9924  0x000a3677 0x004aa677 4   5            ascii   3%cL
9925  0x000a3682 0x004aa682 5   6            ascii   }/GR/
9926  0x000a3699 0x004aa699 6   7            ascii   lS?$*5
9927  0x000a36a0 0x004aa6a0 5   6            ascii   \tk@2a
9928  0x000a36b2 0x004aa6b2 4   6            utf8    <̏Jr blocks=Basic Latin,Combining Diacritical Marks
9929  0x000a36f8 0x004aa6f8 5   6            ascii   N7s?(
9930  0x000a3709 0x004aa709 6   9            utf8    >x6BX䠞 blocks=Basic Latin,CJK Unified Ideographs Extension A
9931  0x000a3725 0x004aa725 7   8            ascii   /pr?!w5
9932  0x000a3735 0x004aa735 4   7            utf8    ÿұry blocks=Latin-1 Supplement,Cyrillic,Basic Latin
9933  0x000a37d3 0x004aa7d3 6   10           utf8    U~Ꙁإch blocks=Basic Latin,Cyrillic Extended-B,Arabic
9934  0x000a3834 0x004aa834 4   5            ascii   mM\v\n
9935  0x000a383f 0x004aa83f 4   5            ascii   U&N#
9936  0x000a3872 0x004aa872 4   5            ascii   jCXs
9937  0x000a387a 0x004aa87a 4   5            ascii   y4E_
9938  0x000a38e5 0x004aa8e5 7   8            ascii   )K[N/d8
9939  0x000a3963 0x004aa963 4   5            ascii   u-NI
9940  0x000a3982 0x004aa982 5   6            ascii   pra+0
9941  0x000a3993 0x004aa993 5   7            utf8    ҳB=ig blocks=Cyrillic,Basic Latin
9942  0x000a39ad 0x004aa9ad 5   6            ascii   *]+ui
9943  0x000a39cf 0x004aa9cf 4   7            utf8    o泞\f  blocks=Basic Latin,CJK Unified Ideographs
9944  0x000a39ff 0x004aa9ff 4   5            ascii   1~jj
9945  0x000a3a08 0x004aaa08 6   8            utf8    *l#D\tF
9946  0x000a3a45 0x004aaa45 4   5            ascii   v$\fP
9947  0x000a3a62 0x004aaa62 5   6            ascii   IoWa]
9948  0x000a3aab 0x004aaaab 7   9            utf8    '*pٿQ2\ blocks=Basic Latin,Arabic
9949  0x000a3aed 0x004aaaed 4   6            utf8    F!TƑ blocks=Basic Latin,Latin Extended-B
9950  0x000a3b00 0x004aab00 5   6            ascii   ^b`T2
9951  0x000a3b0b 0x004aab0b 5   7            utf8    f^sѽi blocks=Basic Latin,Cyrillic
9952  0x000a3b48 0x004aab48 4   5            ascii   zR!1
9953  0x000a3b60 0x004aab60 4   5            ascii   \t#>v
9954  0x000a3b89 0x004aab89 4   5            ascii   O7)$
9955  0x000a3c1f 0x004aac1f 4   7            utf8    /<κԴ blocks=Basic Latin,Greek and Coptic,Armenian
9956  0x000a3cd9 0x004aacd9 4   5            ascii   ;#[6
9957  0x000a3ceb 0x004aaceb 8   9            ascii   \vIGcT\v>^
9958  0x000a3cf8 0x004aacf8 4   5            ascii   |I>;
9959  0x000a3d28 0x004aad28 4   6            utf8    b.Zr
9960  0x000a3d84 0x004aad84 5   7            utf8    և(GF: blocks=Armenian,Basic Latin
9961  0x000a3da5 0x004aada5 6   7            ascii   [pbLou
9962  0x000a3db4 0x004aadb4 4   5            ascii   C#gM
9963  0x000a3dc6 0x004aadc6 5   8            utf8    [[R쩺{ blocks=Basic Latin,Hangul Syllables
9964  0x000a3e25 0x004aae25 5   7            utf8    ɪCX_! blocks=IPA Extensions,Basic Latin
9965  0x000a3e5f 0x004aae5f 4   5            ascii   /OTk
9966  0x000a3e7b 0x004aae7b 4   5            ascii   b,_{
9967  0x000a3f0f 0x004aaf0f 4   5            ascii   p0\tv
9968  0x000a3f64 0x004aaf64 4   6            utf8    mso܊ blocks=Basic Latin,Syriac
9969  0x000a3f6a 0x004aaf6a 4   5            ascii   LBJL
9970  0x000a3f7d 0x004aaf7d 4   6            utf8    Hͩ9C blocks=Basic Latin,Combining Diacritical Marks
9971  0x000a3fb5 0x004aafb5 5   6            ascii   Ep.__
9972  0x000a3fc2 0x004aafc2 4   5            ascii   @]\b:
9973  0x000a4046 0x004ab046 7   8            ascii   C<D}5\fo
9974  0x000a407f 0x004ab07f 4   5            ascii   f<U"
9975  0x000a409e 0x004ab09e 5   6            ascii   :zVo4
9976  0x000a40ef 0x004ab0ef 5   7            utf8    fH['U
9977  0x000a4157 0x004ab157 4   6            utf8     ̝NU blocks=Basic Latin,Combining Diacritical Marks
9978  0x000a41b6 0x004ab1b6 4   5            ascii   p_e+
9979  0x000a41c8 0x004ab1c8 5   6            ascii   36NyH
9980  0x000a41d5 0x004ab1d5 4   5            ascii   :ttJ
9981  0x000a41df 0x004ab1df 8   11           utf8    \t 9ʟ;1'ާ blocks=Basic Latin,IPA Extensions,Thaana
9982  0x000a41ec 0x004ab1ec 4   5            ascii   e'xk
9983  0x000a423c 0x004ab23c 5   6            ascii   KW3ci
9984  0x000a4242 0x004ab242 4   5            ascii   (rl+
9985  0x000a4257 0x004ab257 9   10           ascii   sVzug[O4.
9986  0x000a42a8 0x004ab2a8 4   7            utf8    ]κ_ߛ blocks=Basic Latin,Greek and Coptic,NKo
9987  0x000a42bc 0x004ab2bc 4   7            utf8    Nﺠ4\t blocks=Basic Latin,Arabic Presentation Forms-B
9988  0x000a42c6 0x004ab2c6 4   6            utf8    I_hҘ blocks=Basic Latin,Cyrillic
9989  0x000a42d3 0x004ab2d3 10  12           utf8    c\e#ӺPf\t//x blocks=Basic Latin,Cyrillic
9990  0x000a430a 0x004ab30a 4   5            ascii   !G\f%
9991  0x000a4360 0x004ab360 5   6            ascii   \ed+k_
9992  0x000a436c 0x004ab36c 8   9            ascii   J\r;C+`1\t
9993  0x000a4389 0x004ab389 5   6            ascii   gd-WC
9994  0x000a4391 0x004ab391 6   7            ascii   GM7i\f0
9995  0x000a4398 0x004ab398 4   5            ascii   LL=l
9996  0x000a43d9 0x004ab3d9 7   9            utf8    ۘ[R\f!yz blocks=Arabic,Basic Latin
9997  0x000a43e9 0x004ab3e9 5   7            utf8    "qhɧL blocks=Basic Latin,IPA Extensions
9998  0x000a43f0 0x004ab3f0 6   7            ascii   a*pp\a^
9999  0x000a4444 0x004ab444 4   6            utf8    XB^`
10000 0x000a4451 0x004ab451 4   5            ascii   Eg)0
10001 0x000a446e 0x004ab46e 4   5            ascii   \eL<c
10002 0x000a447b 0x004ab47b 4   5            ascii   %DAQ
10003 0x000a4490 0x004ab490 4   7            utf8    \rכЈD blocks=Basic Latin,Hebrew,Cyrillic
10004 0x000a44ab 0x004ab4ab 4   5            ascii   X#+,
10005 0x000a44f5 0x004ab4f5 4   8            utf8    S/ް㚠 blocks=Basic Latin,Thaana,CJK Unified Ideographs Extension A
10006 0x000a4506 0x004ab506 4   5            ascii   xKa`
10007 0x000a4521 0x004ab521 4   5            ascii   #Z@D
10008 0x000a4534 0x004ab534 4   5            ascii   xjM>
10009 0x000a453f 0x004ab53f 5   6            ascii   ^C[Q>
10010 0x000a4563 0x004ab563 4   5            ascii   YcP"
10011 0x000a457a 0x004ab57a 5   6            ascii   ;WF.i
10012 0x000a4595 0x004ab595 4   5            ascii   EHKp
10013 0x000a45ce 0x004ab5ce 4   5            ascii   \2R=
10014 0x000a45d9 0x004ab5d9 4   5            ascii   m50u
10015 0x000a45ea 0x004ab5ea 4   5            ascii   yd[3
10016 0x000a45ff 0x004ab5ff 4   5            ascii   \b;3G
10017 0x000a4604 0x004ab604 4   5            ascii   <3V%
10018 0x000a468f 0x004ab68f 4   5            ascii   NC+z
10019 0x000a46b1 0x004ab6b1 5   6            ascii   1}%1 
10020 0x000a46b7 0x004ab6b7 6   8            utf8    pWUNږu blocks=Basic Latin,Arabic
10021 0x000a4706 0x004ab706 4   5            ascii   \e\eNy
10022 0x000a474a 0x004ab74a 4   5            ascii   k%A;
10023 0x000a4787 0x004ab787 9   10           ascii   ({vm\b7^hV
10024 0x000a47be 0x004ab7be 4   5            ascii   oGm?
10025 0x000a47d7 0x004ab7d7 4   6            utf8    y0+;
10026 0x000a4811 0x004ab811 4   6            utf8    Xƒ3- blocks=Basic Latin,Latin Extended-B
10027 0x000a481d 0x004ab81d 4   5            ascii   cmb-
10028 0x000a4841 0x004ab841 4   5            ascii   gZVG
10029 0x000a4848 0x004ab848 4   6            utf8    <1W߁ blocks=Basic Latin,NKo
10030 0x000a485a 0x004ab85a 5   6            ascii   Zhu,U
10031 0x000a48a1 0x004ab8a1 8   10           utf8    ԋtqLA+ra blocks=Cyrillic Supplement,Basic Latin
10032 0x000a48c7 0x004ab8c7 5   6            ascii   \+kr:
10033 0x000a48ed 0x004ab8ed 4   5            ascii   %;wD
10034 0x000a4925 0x004ab925 4   7            utf8    2%9駃 blocks=Basic Latin,CJK Unified Ideographs
10035 0x000a4953 0x004ab953 5   6            ascii   m+KSr
10036 0x000a49b5 0x004ab9b5 7   9            utf8    xMއ+jh} blocks=Basic Latin,Thaana
10037 0x000a49c1 0x004ab9c1 4   6            utf8    g̢%\b blocks=Basic Latin,Combining Diacritical Marks
10038 0x000a49d6 0x004ab9d6 4   7            utf8    N8y牆 blocks=Basic Latin,CJK Unified Ideographs
10039 0x000a4a02 0x004aba02 5   7            utf8    EgƘ.v blocks=Basic Latin,Latin Extended-B
10040 0x000a4a09 0x004aba09 8   9            ascii   /\r*Qek.\b
10041 0x000a4a12 0x004aba12 5   6            ascii   "(D7W
10042 0x000a4a20 0x004aba20 5   7            utf8    \a\exºb blocks=Basic Latin,Latin-1 Supplement
10043 0x000a4a3c 0x004aba3c 5   6            ascii    43i/
10044 0x000a4a46 0x004aba46 4   5            ascii   1\fl!
10045 0x000a4a61 0x004aba61 4   5            ascii   g|\f&
10046 0x000a4a8b 0x004aba8b 4   5            ascii   D.|I
10047 0x000a4a90 0x004aba90 4   5            ascii   layb
10048 0x000a4aac 0x004abaac 6   8            utf8    pmecXϾ blocks=Basic Latin,Greek and Coptic
10049 0x000a4b7b 0x004abb7b 5   6            ascii   :\`^'
10050 0x000a4b9b 0x004abb9b 5   6            ascii   BR qT
10051 0x000a4bd6 0x004abbd6 7   8            ascii   `n6t3=c
10052 0x000a4be1 0x004abbe1 5   8            utf8    娅vcNy blocks=CJK Unified Ideographs,Basic Latin
10053 0x000a4c99 0x004abc99 5   8            utf8    <9Q깆* blocks=Basic Latin,Hangul Syllables
10054 0x000a4cb2 0x004abcb2 4   5            ascii   ^2$)
10055 0x000a4d02 0x004abd02 5   7            utf8    AhߨT^ blocks=Basic Latin,NKo
10056 0x000a4d20 0x004abd20 4   6            utf8    7\eލ\b blocks=Basic Latin,Thaana
10057 0x000a4d29 0x004abd29 5   6            ascii   d 1M"
10058 0x000a4d41 0x004abd41 4   5            ascii   W0iX
10059 0x000a4d70 0x004abd70 4   5            ascii   ,}l"
10060 0x000a4d75 0x004abd75 4   5            ascii   q6{*
10061 0x000a4dd4 0x004abdd4 4   5            ascii   G6JP
10062 0x000a4e14 0x004abe14 5   6            ascii   USv3}
10063 0x000a4e21 0x004abe21 6   7            ascii   \rL&p\n-
10064 0x000a4e3b 0x004abe3b 4   6            utf8    Fʰ?` blocks=Basic Latin,Spacing Modifier Letters
10065 0x000a4e93 0x004abe93 4   5            ascii   p}> 
10066 0x000a4eda 0x004abeda 4   5            ascii   3"\v{
10067 0x000a4ef6 0x004abef6 6   7            ascii   l\a{-}N
10068 0x000a4f16 0x004abf16 5   7            utf8    %Q9ބp blocks=Basic Latin,Thaana
10069 0x000a4f5e 0x004abf5e 4   6            utf8    Z˖tn blocks=Basic Latin,Spacing Modifier Letters
10070 0x000a4f67 0x004abf67 4   7            utf8    ~Q7홿 blocks=Basic Latin,Hangul Syllables
10071 0x000a4fce 0x004abfce 5   6            ascii   EnL.=
10072 0x000a4ff2 0x004abff2 4   5            ascii   (K[e
10073 0x000a502e 0x004ac02e 4   5            ascii   :Z))
10074 0x000a503d 0x004ac03d 5   6            ascii   y=yZ`
10075 0x000a509d 0x004ac09d 6   8            utf8    /5c`&D
10076 0x000a50bf 0x004ac0bf 5   6            ascii   ;G\v@K
10077 0x000a50f2 0x004ac0f2 5   6            ascii   YekuI
10078 0x000a512e 0x004ac12e 4   5            ascii   OMci
10079 0x000a5137 0x004ac137 4   5            ascii   h\vmj
10080 0x000a516f 0x004ac16f 4   7            utf8    ȠBȫ6 blocks=Latin Extended-B,Basic Latin
10081 0x000a5269 0x004ac269 5   6            ascii   8TV^u
10082 0x000a528b 0x004ac28b 4   5            ascii   P=W\
10083 0x000a52b7 0x004ac2b7 4   5            ascii   tt3k
10084 0x000a52bd 0x004ac2bd 4   5            ascii   >~_!
10085 0x000a52d3 0x004ac2d3 4   5            ascii   >mkU
10086 0x000a5334 0x004ac334 4   6            utf8    OΣL{ blocks=Basic Latin,Greek and Coptic
10087 0x000a535b 0x004ac35b 4   7            utf8    َ١xC blocks=Arabic,Basic Latin
10088 0x000a5390 0x004ac390 4   7            utf8    1%ݬן blocks=Basic Latin,Arabic Supplement,Hebrew
10089 0x000a53bc 0x004ac3bc 4   5            ascii   bGf5
10090 0x000a53e9 0x004ac3e9 5   7            utf8    faCʒY blocks=Basic Latin,IPA Extensions
10091 0x000a53f4 0x004ac3f4 4   6            utf8    \e!Ϸu blocks=Basic Latin,Greek and Coptic
10092 0x000a542f 0x004ac42f 4   5            ascii   ,G )
10093 0x000a5436 0x004ac436 5   6            ascii   "a=d~
10094 0x000a54c9 0x004ac4c9 5   7            utf8    0GM\eȝ blocks=Basic Latin,Latin Extended-B
10095 0x000a54d5 0x004ac4d5 4   5            ascii   @Jt 
10096 0x000a552f 0x004ac52f 5   6            ascii   4Q&;|
10097 0x000a5596 0x004ac596 4   5            ascii   SM_.
10098 0x000a559b 0x004ac59b 4   6            utf8    ߆m\n\b blocks=NKo,Basic Latin
10099 0x000a55b2 0x004ac5b2 4   7            utf8    TRퟯ* blocks=Basic Latin,Hangul Jamo Extended-B
10100 0x000a55c9 0x004ac5c9 4   5            ascii   KlNB
10101 0x000a55d5 0x004ac5d5 4   5            ascii   mv)Y
10102 0x000a560a 0x004ac60a 4   6            utf8    Q,ڏ? blocks=Basic Latin,Arabic
10103 0x000a563a 0x004ac63a 5   6            ascii   p2Vih
10104 0x000a5643 0x004ac643 5   6            ascii   1&T|\t
10105 0x000a5691 0x004ac691 6   7            ascii   |XLLOZ
10106 0x000a56c2 0x004ac6c2 5   7            utf8    adSuå blocks=Basic Latin,Latin-1 Supplement
10107 0x000a56d8 0x004ac6d8 5   6            ascii   V\fSi-
10108 0x000a56f6 0x004ac6f6 5   6            ascii   B!\ei4
