[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000138 0x00000138 5   6            ascii   drws1
1    0x0000015f 0x0000015f 6   7            ascii   `drws2
2    0x00000188 0x00000188 5   6            ascii   drws3
3    0x000001af 0x000001af 6   7            ascii   @drws4
1360 0x00015fc0 0x00415fc0 4   5    drws1   ascii   f9HL
1361 0x00016046 0x00416046 4   6    drws1   utf8    u\b3\n
1362 0x0001604c 0x0041604c 4   5    drws1   ascii   f9FL
1363 0x00016066 0x00416066 5   6    drws1   ascii   f9FLu
1364 0x000160c1 0x004160c1 5   7    drws1   utf8    3\rL$P
1365 0x000160d9 0x004160d9 4   5    drws1   ascii   D$TP
1366 0x0001613c 0x0041613c 4   5    drws1   ascii   |$\f;
1367 0x00016161 0x00416161 5   6    drws1   ascii   Xf9D$
1368 0x0001618f 0x0041618f 8   9    drws1   ascii   HHt\bHHuP
1369 0x000161c3 0x004161c3 4   5    drws1   ascii   \tQWh
1370 0x00016242 0x00416242 7   8    drws1   ascii   |SUVWjt
1371 0x0001624c 0x0041624c 4   5    drws1   ascii   T$$Y
1372 0x0001628d 0x0041628d 4   5    drws1   ascii   EJSP
1373 0x000162af 0x004162af 6   7    drws1   ascii   D$\j P
1374 0x000162c6 0x004162c6 5   6    drws1   ascii   D$HPj
1375 0x000162cc 0x004162cc 4   5    drws1   ascii   ht)D
1376 0x000162f9 0x004162f9 5   6    drws1   ascii   tsjTY
1377 0x00016335 0x00416335 10  11   drws1   ascii   _Pf9GLt#8G
1378 0x00016342 0x00416342 5   6    drws1   ascii   f9GJt
1379 0x00016370 0x00416370 4   5    drws1   ascii   _^][
1380 0x00016380 0x00416380 5   6    drws1   ascii   hSUVW
1381 0x000163e7 0x004163e7 4   5    drws1   ascii   D$(j
1382 0x00016426 0x00416426 5   6    drws1   ascii   ,0<\tw
1383 0x0001645e 0x0041645e 4   5    drws1   ascii   B;T$
1384 0x000164bb 0x004164bb 4   6    drws1   utf8    ރd$  blocks=Thaana,Basic Latin
1385 0x000164c4 0x004164c4 4   5    drws1   ascii   D$(j
1386 0x000164d3 0x004164d3 7   8    drws1   ascii   D$4j:SP
1387 0x000164ee 0x004164ee 4   6    drws1   utf8    :Ouʋ blocks=Basic Latin,IPA Extensions
1388 0x0001651a 0x0041651a 4   5    drws1   ascii   _^][
1389 0x00016526 0x00416526 5   6    drws1   ascii   DSUVW
1390 0x00016539 0x00416539 4   6    drws1   utf8    3ۍL$ blocks=Basic Latin,Arabic
1391 0x00016585 0x00416585 8   9    drws1   ascii   f;D$Nu\vf
1392 0x00016590 0x00416590 8   9    drws1   ascii   f;D$Pt>E
1393 0x0001659f 0x0041659f 4   5    drws1   ascii   j:^k
1394 0x000165d4 0x004165d4 4   6    drws1   utf8    ؋L$X blocks=Arabic,Basic Latin
1395 0x000165e9 0x004165e9 4   5    drws1   ascii   _^][
1396 0x00016602 0x00416602 5   7    drws1   utf8    W3ۍL$ blocks=Basic Latin,Arabic
1397 0x00016623 0x00416623 4   5    drws1   ascii   D$LP
1398 0x00016651 0x00416651 4   6    drws1   utf8    ΉL$$ blocks=Greek and Coptic,Basic Latin
1399 0x0001667d 0x0041667d 4   5    drws1   ascii   f9G6
1400 0x0001669e 0x0041669e 4   5    drws1   ascii   f9G8
1401 0x000166ad 0x004166ad 5   6    drws1   ascii   D$PPf
1402 0x000166b3 0x004166b3 5   6    drws1   ascii   D$0?*
1403 0x000166de 0x004166de 4   5    drws1   ascii   D$H\a
1404 0x000167aa 0x004167aa 4   5    drws1   ascii   <\tw\t
1405 0x0001688b 0x0041688b 5   6    drws1   ascii   ~Gj\b3
1406 0x000168c9 0x004168c9 4   5    drws1   ascii   j\bXG
1407 0x000168d9 0x004168d9 5   6    drws1   ascii   _^][Y
1408 0x000168ea 0x004168ea 5   6    drws1   ascii   t$\fWk
1409 0x00016a97 0x00416a97 5   6    drws1   ascii   t\fWSV
1410 0x00016aad 0x00416aad 5   6    drws1   ascii   \$\fVW
1411 0x00016b18 0x00416b18 4   5    drws1   ascii   *+|$
1412 0x00016b34 0x00416b34 5   6    drws1   ascii   t\nCF;
1413 0x00016b52 0x00416b52 5   6    drws1   ascii   9\bt\fF
1414 0x00016ba4 0x00416ba4 4   6    drws1   utf8    3ɍD$ blocks=Basic Latin,Latin Extended-B
1415 0x00016bb4 0x00416bb4 5   6    drws1   ascii   D$$PQ
1416 0x00016bf2 0x00416bf2 4   5    drws1   ascii   _^][
1417 0x00016c02 0x00416c02 5   6    drws1   ascii   t$\bRQ
1418 0x00016c5d 0x00416c5d 4   5    drws1   ascii   \bSUW
1419 0x00016c62 0x00416c62 5   6    drws1   ascii   D$\fP3
1420 0x00016cb5 0x00416cb5 4   6    drws1   utf8    uыt$ blocks=Basic Latin,Cyrillic
1421 0x00016cfc 0x00416cfc 5   6    drws1   ascii   ^_][Y
1422 0x00016d66 0x00416d66 4   5    drws1   ascii   SUW3
1423 0x00016dbf 0x00416dbf 5   6    drws1   ascii   |M9|$
1424 0x00016dde 0x00416dde 4   5    drws1   ascii   u.Fj
1425 0x00016de3 0x00416de3 4   5    drws1   ascii   ];t$
1426 0x00016dee 0x00416dee 5   6    drws1   ascii   D$ PU
1427 0x00016e0e 0x00416e0e 4   5    drws1   ascii   ^_][
1428 0x00016e2e 0x00416e2e 4   5    drws1   ascii   @sXj
1429 0x00016efa 0x00416efa 4   5    drws1   ascii   SVWj
1430 0x00016f14 0x00416f14 4   5    drws1   ascii   t#f9
1431 0x00016f45 0x00416f45 4   5    drws1   ascii   SUVW
1432 0x00016f98 0x00416f98 8   9    drws1   ascii   D$ Phx{@
1433 0x00017020 0x00417020 4   5    drws1   ascii   \nt&h
1434 0x0001704b 0x0041704b 4   5    drws1   ascii   _^][
1435 0x0001705e 0x0041705e 4   5    drws1   ascii   SVWj
1436 0x000170de 0x004170de 5   6    drws1   ascii   u\bSSS
1437 0x00017138 0x00417138 5   6    drws1   ascii   SUVWj
1438 0x0001715e 0x0041715e 4   5    drws1   ascii   D$$P
1439 0x00017181 0x00417181 4   5    drws1   ascii   D$(P
1440 0x000171ad 0x004171ad 4   5    drws1   ascii   0D$ 
1441 0x000171c7 0x004171c7 7   8    drws1   ascii   ;\$(wSr
1442 0x000171cf 0x004171cf 6   7    drws1   ascii   ;|$$wK
1443 0x0001723d 0x0041723d 4   5    drws1   ascii   _^][
1444 0x0001726e 0x0041726e 5   6    drws1   ascii   SVWj0
1445 0x000172cb 0x004172cb 4   5    drws1   ascii   SVWP
1446 0x000173ad 0x004173ad 4   5    drws1   ascii   D$(P
1447 0x000173cc 0x004173cc 5   6    drws1   ascii   L$ 2N
1448 0x00017402 0x00417402 4   5    drws1   ascii   _^][
1449 0x0001741e 0x0041741e 5   6    drws1   ascii   QSUVW
1450 0x0001746f 0x0041746f 4   5    drws1   ascii   y\njW
1451 0x000174b0 0x004174b0 5   6    drws1   ascii   _^][Y
1452 0x000174d7 0x004174d7 4   5    drws1   ascii   D$ P
1453 0x000174e8 0x004174e8 4   5    drws1   ascii   ;\$$
1454 0x000174f4 0x004174f4 12  14   drws1   utf8    ;|$ sx3҉T$ 3 blocks=Basic Latin,Cyrillic
1455 0x0001751b 0x0041751b 4   5    drws1   ascii   D$ P
1456 0x00017548 0x00417548 4   6    drws1   utf8    3ɉD$ blocks=Basic Latin,Latin Extended-B
1457 0x00017561 0x00417561 4   6    drws1   utf8    ЉT$  blocks=Cyrillic,Basic Latin
1458 0x00017574 0x00417574 4   5    drws1   ascii   _^][
1459 0x000175a7 0x004175a7 5   6    drws1   ascii   F\b#F\f
1460 0x00017649 0x00417649 6   7    drws1   ascii   SUVWju
1461 0x00017670 0x00417670 4   5    drws1   ascii   Vj=P
1462 0x000176c3 0x004176c3 4   5    drws1   ascii   _^][
1463 0x000176eb 0x004176eb 4   5    drws1   ascii   D$g$
1464 0x00017746 0x00417746 5   6    drws1   ascii   f9D$d
1465 0x000177b0 0x004177b0 4   5    drws1   ascii   T$\fY
1466 0x000177ba 0x004177ba 5   6    drws1   ascii   D$\bPQ
1467 0x000177d5 0x004177d5 5   6    drws1   ascii   D$\fPQ
1468 0x0001792c 0x0041792c 4   5    drws1   ascii   E\bVW
1469 0x00017950 0x00417950 4   5    drws1   ascii   E\bPj
1470 0x00017962 0x00417962 4   5    drws1   ascii   DM\b_
1471 0x00017972 0x00417972 4   5    drws1   ascii   E\bVW
1472 0x000179df 0x004179df 4   5    drws1   ascii   t\9p
1473 0x000179e4 0x004179e4 10  11   drws1   ascii   tW9w0u"VVj
1474 0x00017a82 0x00417a82 10  11   drws1   ascii   tuHtlHt*Ht
1475 0x00017a94 0x00417a94 4   5    drws1   ascii   j\b[S
1476 0x00017b25 0x00417b25 4   5    drws1   ascii   ,SVW
1477 0x00017b56 0x00417b56 5   6    drws1   ascii   L$$Qj
1478 0x00017b5d 0x00417b5d 6   7    drws1   ascii   L$ QPW
1479 0x00017bba 0x00417bba 5   6    drws1   ascii   t$0u\b
1480 0x00017c2c 0x00417c2c 4   5    drws1   ascii   D$(P
1481 0x00017c4a 0x00417c4a 7   8    drws1   ascii   tMHt?Ht
1482 0x00017c68 0x00417c68 4   5    drws1   ascii   F\F'
1483 0x00017c97 0x00417c97 4   6    drws1   utf8    3ɉVT blocks=Basic Latin,Latin Extended-B
1484 0x00017ce0 0x00417ce0 5   6    drws1   ascii   \$\fUW
1485 0x00017d61 0x00417d61 4   5    drws1   ascii   ^_][
1486 0x00017dff 0x00417dff 4   5    drws1   ascii   tmSU
1487 0x00017e29 0x00417e29 8   9    drws1   ascii   u68D$ Qj
1488 0x00017e85 0x00417e85 4   5    drws1   ascii   tCSU
1489 0x00017e96 0x00417e96 4   5    drws1   ascii   D$\fP
1490 0x00017ed9 0x00417ed9 6   7    drws1   ascii   t$$Wu\
1491 0x00017ef6 0x00417ef6 10  11   drws1   ascii   tC9l$,u=Uj
1492 0x00017f1d 0x00417f1d 5   6    drws1   ascii   t$ Uj
1493 0x00017f3c 0x00417f3c 4   5    drws1   ascii   t$,V
1494 0x00017f55 0x00417f55 6   7    drws1   ascii   T$,_^]
1495 0x00017f79 0x00417f79 4   5    drws1   ascii   9\$ 
1496 0x00017f83 0x00417f83 4   5    drws1   ascii   9\$(
1497 0x00017f90 0x00417f90 4   5    drws1   ascii   t$ S
1498 0x00017faa 0x00417faa 4   5    drws1   ascii   9_Pt
1499 0x00017faf 0x00417faf 5   6    drws1   ascii   ;wPt\r
1500 0x00017fb5 0x00417fb5 12  13   drws1   ascii   }t9_PtP;wPuK
1501 0x00017ff2 0x00417ff2 5   7    drws1   utf8    L$ 3ۉ blocks=Basic Latin,Arabic
1502 0x00018032 0x00418032 4   5    drws1   ascii   t$(V
1503 0x0001803b 0x0041803b 7   8    drws1   ascii   T$(_^][
1504 0x00018097 0x00418097 5   6    drws1   ascii   l$,Uj
1505 0x00018122 0x00418122 4   6    drws1   utf8    3ɀf4 blocks=Basic Latin,Latin Extended-B
1506 0x00018187 0x00418187 4   5    drws1   ascii   t W3
1507 0x0001818c 0x0041818c 4   5    drws1   ascii   9~@v
1508 0x000181a2 0x004181a2 5   6    drws1   ascii   G;~@r
1509 0x00018331 0x00418331 5   6    drws1   ascii   _^][Y
1510 0x00018339 0x00418339 4   5    drws1   ascii   j hh
1511 0x0001835b 0x0041835b 4   7    drws1   utf8    }ЉM܃ blocks=Basic Latin,Cyrillic,Syriac
1512 0x00018383 0x00418383 5   7    drws1   utf8    uԊG\b$ blocks=Basic Latin,Cyrillic Supplement
1513 0x0001847c 0x0041847c 5   6    drws1   ascii   L$,S3
1514 0x000184c6 0x004184c6 5   8    drws1   utf8    3\vωD$ blocks=Basic Latin,Greek and Coptic
1515 0x00018520 0x00418520 8   10   drws1   utf8    |$43ɉL$, blocks=Basic Latin,Latin Extended-B
1516 0x0001856a 0x0041856a 4   5    drws1   ascii   D$,f
1517 0x0001857f 0x0041857f 14  15   drws1   ascii   tXHtWHt'Ht&Huf
1518 0x000185b5 0x004185b5 4   5    drws1   ascii   D$ P
1519 0x000185e0 0x004185e0 4   5    drws1   ascii   D$ P
1520 0x000185f2 0x004185f2 4   6    drws1   utf8    ӋL$< blocks=Cyrillic,Basic Latin
1521 0x00018615 0x00418615 4   5    drws1   ascii   t$4R
1522 0x00018647 0x00418647 5   6    drws1   ascii   T$8U3
1523 0x000186a7 0x004186a7 4   5    drws1   ascii   ^][_
1524 0x000186c4 0x004186c4 5   6    drws1   ascii   9W0v*
1525 0x000186d1 0x004186d1 5   6    drws1   ascii   9(t\vB
1526 0x000186d9 0x004186d9 4   5    drws1   ascii   ;W0r
1527 0x00018779 0x00418779 5   6    drws1   ascii   \$ UV
1528 0x00018864 0x00418864 5   7    drws1   utf8    t$,3Ʉ blocks=Basic Latin,Latin Extended-B
1529 0x00018911 0x00418911 4   5    drws1   ascii   l$@j
1530 0x00018920 0x00418920 4   5    drws1   ascii   L$(j
1531 0x0001895b 0x0041895b 4   5    drws1   ascii   L$(:
1532 0x00018995 0x00418995 4   5    drws1   ascii   l$@j
1533 0x0001899a 0x0041899a 5   6    drws1   ascii   XPj Z
1534 0x000189a6 0x004189a6 4   5    drws1   ascii   L$(j
1535 0x000189d9 0x004189d9 4   5    drws1   ascii   L$(:
1536 0x00018a13 0x00418a13 4   5    drws1   ascii   l$@j
1537 0x00018a22 0x00418a22 4   5    drws1   ascii   L$(j
1538 0x00018a5c 0x00418a5c 4   5    drws1   ascii   L$(:
1539 0x00018a86 0x00418a86 4   5    drws1   ascii   _^][
1540 0x00018a99 0x00418a99 5   6    drws1   ascii   \$ UV
1541 0x00018b84 0x00418b84 5   7    drws1   utf8    t$,3Ʉ blocks=Basic Latin,Latin Extended-B
1542 0x00018c31 0x00418c31 4   5    drws1   ascii   l$@j
1543 0x00018c40 0x00418c40 4   5    drws1   ascii   L$(j
1544 0x00018c7b 0x00418c7b 4   5    drws1   ascii   L$(:
1545 0x00018cb5 0x00418cb5 4   5    drws1   ascii   l$@j
1546 0x00018cba 0x00418cba 5   6    drws1   ascii   XPj,Z
1547 0x00018cc6 0x00418cc6 4   5    drws1   ascii   L$(j
1548 0x00018cf9 0x00418cf9 4   5    drws1   ascii   L$(:
1549 0x00018d33 0x00418d33 4   5    drws1   ascii   l$@j
1550 0x00018d42 0x00418d42 4   5    drws1   ascii   L$(j
1551 0x00018d7c 0x00418d7c 4   5    drws1   ascii   L$(:
1552 0x00018da6 0x00418da6 4   5    drws1   ascii   _^][
1553 0x00018efd 0x00418efd 4   5    drws1   ascii   QSUV
1554 0x00018f1c 0x00418f1c 4   5    drws1   ascii   t$,u
1555 0x00018f5e 0x00418f5e 5   6    drws1   ascii   _^][Y
1556 0x00018f6b 0x00418f6b 5   6    drws1   ascii   ,SVW3
1557 0x00018fe0 0x00418fe0 6   8    drws1   utf8    j\tY3\r}
1558 0x00019086 0x00419086 6   7    drws1   ascii   t\rj\bVW
1559 0x000190a7 0x004190a7 4   5    drws1   ascii   u\aj\b
1560 0x000190b0 0x004190b0 5   6    drws1   ascii   9t$ t
1561 0x0001913a 0x0041913a 5   6    drws1   ascii   _^][Y
1562 0x00019155 0x00419155 5   6    drws1   ascii   SUVW3
1563 0x000191b2 0x004191b2 5   6    drws1   ascii   9\$4t
1564 0x000191fb 0x004191fb 4   5    drws1   ascii   w&r\b
1565 0x00019209 0x00419209 7   8    drws1   ascii   L$$QPWV
1566 0x00019261 0x00419261 4   5    drws1   ascii   _^][
1567 0x000192e4 0x004192e4 8   10   drws1   utf8    <SVj83ۍE blocks=Basic Latin,Arabic
1568 0x00019309 0x00419309 4   5    drws1   ascii   PSSV
1569 0x00019330 0x00419330 4   5    drws1   ascii   t\aIu
1570 0x0001936c 0x0041936c 4   5    drws1   ascii   t$ h
1571 0x000193b4 0x004193b4 6   7    drws1   ascii   t$ PVh
1572 0x000193e1 0x004193e1 5   6    drws1   ascii   _^][Y
1573 0x0001940e 0x0041940e 4   5    drws1   ascii   u\fj\b
1574 0x00019454 0x00419454 4   5    drws1   ascii   8/u\v
1575 0x00019491 0x00419491 4   5    drws1   ascii   ]_^[
1576 0x000194b1 0x004194b1 7   8    drws1   ascii   9ERCPt\e
1577 0x00019635 0x00419635 5   6    drws1   ascii   |SUVW
1578 0x00019653 0x00419653 4   5    drws1   ascii   D$pP
1579 0x0001965e 0x0041965e 4   6    drws1   utf8    ؉\$, blocks=Arabic,Basic Latin
1580 0x00019680 0x00419680 5   6    drws1   ascii   D$XPS
1581 0x0001969a 0x0041969a 5   6    drws1   ascii   D$4PS
1582 0x000196b6 0x004196b6 5   6    drws1   ascii   D$DPS
1583 0x00019709 0x00419709 5   6    drws1   ascii   D$$Pj
1584 0x0001975a 0x0041975a 5   7    drws1   utf8    r͋\$, blocks=Basic Latin,Combining Diacritical Marks
1585 0x00019765 0x00419765 4   5    drws1   ascii   T$4S
1586 0x0001976f 0x0041976f 4   5    drws1   ascii   _^][
1587 0x000197de 0x004197de 4   6    drws1   utf8    Zù2 blocks=Basic Latin,Combining Diacritical Marks
1588 0x000197f4 0x004197f4 4   5    drws1   ascii   T9J:
1589 0x0001981b 0x0041981b 5   6    drws1   ascii   uuD4$
1590 0x0001986e 0x0041986e 5   6    drws1   ascii   ~QucQ
1591 0x000198a6 0x004198a6 4   5    drws1   ascii   D$,P
1592 0x000198d2 0x004198d2 4   5    drws1   ascii   D$0P
1593 0x000198df 0x004198df 5   6    drws1   ascii   D$tPh
1594 0x00019994 0x00419994 6   7    drws1   ascii   ~0f9\E
1595 0x000199a6 0x004199a6 4   6    drws1   utf8    LE؍E blocks=Basic Latin,Arabic
1596 0x00019a00 0x00419a00 4   5    drws1   ascii   SUVW
1597 0x00019a18 0x00419a18 4   5    drws1   ascii   D$(P
1598 0x00019a3b 0x00419a3b 5   6    drws1   ascii   D$@PS
1599 0x00019a6d 0x00419a6d 6   7    drws1   ascii   D$`PQj
1600 0x00019a98 0x00419a98 4   5    drws1   ascii   D$dP
1601 0x00019ac1 0x00419ac1 5   6    drws1   ascii   D$dVP
1602 0x00019af3 0x00419af3 5   7    drws1   utf8    2ۃd$  blocks=Basic Latin,Arabic
1603 0x00019b00 0x00419b00 4   5    drws1   ascii   D$ P
1604 0x00019b05 0x00419b05 4   5    drws1   ascii   D$(P
1605 0x00019b0a 0x00419b0a 5   6    drws1   ascii   D$$Pj
1606 0x00019b11 0x00419b11 5   6    drws1   ascii   D$$Pj
1607 0x00019bb4 0x00419bb4 4   5    drws1   ascii   PQQh
1608 0x00019c08 0x00419c08 4   5    drws1   ascii   F;t$
1609 0x00019c23 0x00419c23 5   6    drws1   ascii   D$`Pj
1610 0x00019c45 0x00419c45 4   5    drws1   ascii   PQQh
1611 0x00019c53 0x00419c53 4   5    drws1   ascii   T$x3
1612 0x00019c5f 0x00419c5f 4   5    drws1   ascii   t\eUU
1613 0x00019c82 0x00419c82 4   5    drws1   ascii   _^][
1614 0x00019cbf 0x00419cbf 5   6    drws1   ascii   L$dQP
1615 0x00019cd2 0x00419cd2 10  11   drws1   ascii   ~1f9\D^t\v;
1616 0x00019ce7 0x00419ce7 4   5    drws1   ascii   D$`P
1617 0x00019d42 0x00419d42 6   7    drws1   ascii   ~1f9\D
1618 0x00019d8e 0x00419d8e 4   5    drws1   ascii   \rX)D
1619 0x00019de2 0x00419de2 5   6    drws1   ascii   L$<QP
1620 0x00019df5 0x00419df5 10  11   drws1   ascii   ~Bf9\D6t\v;
1621 0x00019e06 0x00419e06 4   5    drws1   ascii   LD8j
1622 0x00019e19 0x00419e19 4   5    drws1   ascii   D$8P
1623 0x00019f57 0x00419f57 4   5    drws1   ascii   QUV3
1624 0x00019f5c 0x00419f5c 4   5    drws1   ascii   VVVj
1625 0x00019f61 0x00419f61 4   5    drws1   ascii   VVVj
1626 0x00019fb1 0x00419fb1 5   6    drws1   ascii   [_^]Y
1627 0x00019fbd 0x00419fbd 9   10   drws1   ascii   QVVVVVVSW
1628 0x00019fea 0x00419fea 4   5    drws1   ascii   PPj\n
1629 0x0001a004 0x0041a004 5   8    drws1   utf8    Q\b막E\b blocks=Basic Latin,Hangul Syllables
1630 0x0001a032 0x0041a032 4   5    drws1   ascii   xNQQ
1631 0x0001a04b 0x0041a04b 5   6    drws1   ascii   u\e9|$
1632 0x0001a0b7 0x0041a0b7 4   5    drws1   ascii   xPQQ
1633 0x0001a0de 0x0041a0de 5   6    drws1   ascii   f9\bt/
1634 0x0001a11b 0x0041a11b 4   5    drws1   ascii   QUV3
1635 0x0001a139 0x0041a139 4   5    drws1   ascii   D$\fP
1636 0x0001a170 0x0041a170 5   6    drws1   ascii   f9)t 
1637 0x0001a188 0x0041a188 4   5    drws1   ascii   D$ P
1638 0x0001a195 0x0041a195 5   6    drws1   ascii   [_^]Y
1639 0x0001a1ee 0x0041a1ee 4   5    drws1   ascii   PSW3
1640 0x0001a25c 0x0041a25c 5   6    drws1   ascii   xm9L$
1641 0x0001a272 0x0041a272 5   6    drws1   ascii   f9\btH
1642 0x0001a31e 0x0041a31e 4   5    drws1   ascii   f99t
1643 0x0001a333 0x0041a333 5   7    drws1   utf8    DKL$\f
1644 0x0001a3c5 0x0041a3c5 5   6    drws1   ascii   AKFJu
1645 0x0001a3d2 0x0041a3d2 4   5    drws1   ascii   u\aIN
1646 0x0001a415 0x0041a415 4   5    drws1   ascii   KFJu
1647 0x0001a49b 0x0041a49b 4   5    drws1   ascii   SVW3
1648 0x0001a4bb 0x0041a4bb 5   6    drws1   ascii   x49}\b
1649 0x0001a4cf 0x0041a4cf 5   6    drws1   ascii   f9>t&
1650 0x0001a4fa 0x0041a4fa 4   5    drws1   ascii   _^[]
1651 0x0001a523 0x0041a523 4   5    drws1   ascii   EE\bP
1652 0x0001a528 0x0041a528 6   7    drws1   ascii   E\bPj2Z
1653 0x0001a5a5 0x0041a5a5 5   7    drws1   utf8    |3\tD$
1654 0x0001a5ad 0x0041a5ad 4   5    drws1   ascii   D$\fS
1655 0x0001a5e4 0x0041a5e4 6   7    drws1   ascii   t$$QQW
1656 0x0001a621 0x0041a621 4   5    drws1   ascii   [^_]
1657 0x0001a65d 0x0041a65d 4   6    drws1   utf8    3\tD$
1658 0x0001a664 0x0041a664 4   5    drws1   ascii   D$\fS
1659 0x0001a69e 0x0041a69e 6   7    drws1   ascii   t$$QQW
1660 0x0001a6db 0x0041a6db 4   5    drws1   ascii   [^_]
1661 0x0001a6fb 0x0041a6fb 4   6    drws1   utf8    ËT$\b blocks=Latin-1 Supplement,Basic Latin
1662 0x0001a71d 0x0041a71d 4   5    drws1   ascii   9^\bu
1663 0x0001a72e 0x0041a72e 4   5    drws1   ascii   NP@P
1664 0x0001a73f 0x0041a73f 4   5    drws1   ascii   9XHw
1665 0x0001a805 0x0041a805 5   6    drws1   ascii   ~'9u\f
1666 0x0001a839 0x0041a839 4   5    drws1   ascii   t$\fW
1667 0x0001a85e 0x0041a85e 4   5    drws1   ascii   [+t$
1668 0x0001a969 0x0041a969 4   5    drws1   ascii   t\fHu
1669 0x0001a9f2 0x0041a9f2 8   9    drws1   ascii   HHtEHHus
1670 0x0001aa00 0x0041aa00 5   6    drws1   ascii   t\nHu\f
1671 0x0001aa7d 0x0041aa7d 4   5    drws1   ascii   4SVW
1672 0x0001aaad 0x0041aaad 4   5    drws1   ascii   OPt 
1673 0x0001ab0f 0x0041ab0f 5   6    drws1   ascii   \fEH_@
1674 0x0001ab32 0x0041ab32 5   6    drws1   ascii   <SUVW
1675 0x0001ab83 0x0041ab83 7   8    drws1   ascii   uW;_ttR
1676 0x0001ab8b 0x0041ab8b 4   5    drws1   ascii   O`j\n
1677 0x0001ab99 0x0041ab99 4   5    drws1   ascii   D$,j
1678 0x0001ab9f 0x0041ab9f 5   6    drws1   ascii   D$8PU
1679 0x0001abb9 0x0041abb9 4   5    drws1   ascii   u!j\v
1680 0x0001abc9 0x0041abc9 5   6    drws1   ascii   D$4PQ
1681 0x0001ac06 0x0041ac06 7   8    drws1   ascii   uK9k\btF
1682 0x0001ac63 0x0041ac63 4   5    drws1   ascii   9nHw
1683 0x0001ac76 0x0041ac76 4   5    drws1   ascii   _^][
1684 0x0001acba 0x0041acba 4   6    drws1   utf8    ;GH\e
1685 0x0001ad59 0x0041ad59 4   5    drws1   ascii   u^j\v
1686 0x0001adca 0x0041adca 4   6    drws1   utf8    ËAXV blocks=Latin-1 Supplement,Basic Latin
1687 0x0001addd 0x0041addd 6   7    drws1   ascii   ;AXw8R
1688 0x0001adf7 0x0041adf7 4   5    drws1   ascii   t$\b;
1689 0x0001ae20 0x0041ae20 4   5    drws1   ascii   QSUV
1690 0x0001ae2d 0x0041ae2d 4   5    drws1   ascii   \bt\bj
1691 0x0001ae39 0x0041ae39 4   5    drws1   ascii   \$$S
1692 0x0001ae70 0x0041ae70 5   6    drws1   ascii   wNRQS
1693 0x0001aeb9 0x0041aeb9 5   6    drws1   ascii   D$ !(
1694 0x0001af42 0x0041af42 5   6    drws1   ascii   _^][Y
1695 0x0001af77 0x0041af77 6   7    drws1   ascii   QQSUVW
1696 0x0001af85 0x0041af85 4   5    drws1   ascii   \bt\aj
1697 0x0001af90 0x0041af90 4   5    drws1   ascii   \$ S
1698 0x0001b060 0x0041b060 4   5    drws1   ascii   L$(h
1699 0x0001b0fe 0x0041b0fe 5   6    drws1   ascii   tk8\$
1700 0x0001b113 0x0041b113 6   7    drws1   ascii   D$ ;D$
1701 0x0001b130 0x0041b130 5   7    drws1   utf8    D$ +Ɖ blocks=Basic Latin,Latin Extended-B
1702 0x0001b19f 0x0041b19f 7   8    drws1   ascii   X_^][YY
1703 0x0001b1e0 0x0041b1e0 4   6    drws1   utf8    3ɉFP blocks=Basic Latin,Latin Extended-B
1704 0x0001b2b7 0x0041b2b7 4   5    drws1   ascii   u\rUU
1705 0x0001b358 0x0041b358 6   7    drws1   ascii   QX+Q\u
1706 0x0001b38a 0x0041b38a 8   9    drws1   ascii   A\;AXr\tj
1707 0x0001b3af 0x0041b3af 4   5    drws1   ascii   u\bu\a
1708 0x0001b3d9 0x0041b3d9 4   5    drws1   ascii   2D$\b
1709 0x0001b3f3 0x0041b3f3 4   6    drws1   utf8    D$\fǆ blocks=Basic Latin,Latin Extended-B
1710 0x0001b40d 0x0041b40d 4   5    drws1   ascii   SUVW
1711 0x0001b438 0x0041b438 4   5    drws1   ascii   \bu$j
1712 0x0001b43e 0x0041b43e 4   5    drws1   ascii   T$ Y
1713 0x0001b468 0x0041b468 4   5    drws1   ascii   \$$X
1714 0x0001b46e 0x0041b46e 4   5    drws1   ascii   \au(j
1715 0x0001b4e5 0x0041b4e5 10  11   drws1   ascii   L$ 8\$0t\tj
1716 0x0001b50f 0x0041b50f 4   7    drws1   utf8    D$0耴 blocks=Basic Latin,CJK Unified Ideographs
1717 0x0001b53f 0x0041b53f 4   5    drws1   ascii   \at*j
1718 0x0001b5a2 0x0041b5a2 5   6    drws1   ascii   L$4PU
