[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000150 0x00000150 4   5            ascii   Rich
1    0x0000029c 0x0000029c 5   6            ascii   .text
2    0x000002c3 0x000002c3 7   8            ascii   `.rdata
3    0x000002eb 0x000002eb 5   6            ascii   @.crt
4    0x00000314 0x00000314 5   6            ascii   .rsrc
5    0x0000033b 0x0000033b 7   8            ascii   @.reloc
1120 0x0001502a 0x1001662a 8   11   .rdata  utf8    O⑪QC7]RH blocks=Basic Latin,Enclosed Alphanumerics
1121 0x00015045 0x10016645 8   9    .rdata  ascii   YNbr\nwb!
1122 0x00015050 0x10016650 4   5    .rdata  ascii   C]RH
1123 0x000150c5 0x100166c5 4   5    .rdata  ascii   |{cr
1124 0x00015104 0x10016704 4   7    .rdata  utf8    vSKﾥ blocks=Basic Latin,Halfwidth and Fullwidth Forms
1125 0x00015112 0x10016712 4   5    .rdata  ascii   Sp'%
1126 0x000151c3 0x100167c3 5   6    .rdata  ascii   {WUKb
1127 0x000151ed 0x100167ed 4   7    .rdata  utf8    ⩷[4Q blocks=Supplemental Mathematical Operators,Basic Latin
1128 0x00015206 0x10016806 4   5    .rdata  ascii   KbZ}
1129 0x00015213 0x10016813 5   6    .rdata  ascii   $m!ZU
1130 0x00015255 0x10016855 5   6    .rdata  ascii   \t\eCC-
1131 0x000152e9 0x100168e9 6   7    .rdata  ascii   8_g{VH
1132 0x0001532c 0x1001692c 5   6    .rdata  ascii   6nB?7
1133 0x00015338 0x10016938 4   6    .rdata  utf8    й4:` blocks=Cyrillic,Basic Latin
1134 0x000153b0 0x100169b0 4   5    .rdata  ascii   \r]RH
1135 0x000153b8 0x100169b8 4   6    .rdata  utf8    +yЖ` blocks=Basic Latin,Cyrillic
1136 0x000153ee 0x100169ee 4   5    .rdata  ascii   \C7]
1137 0x00015452 0x10016a52 7   8    .rdata  ascii   P(4]R=y
1138 0x0001545e 0x10016a5e 4   6    .rdata  utf8    /;ݟw blocks=Basic Latin,Arabic Supplement
1139 0x00015468 0x10016a68 4   5    .rdata  ascii   jlhm
1140 0x00015476 0x10016a76 6   9    .rdata  utf8    \b쩶 #t' blocks=Basic Latin,Hangul Syllables
1141 0x000154e4 0x10016ae4 5   6    .rdata  ascii   uSI.>
1142 0x000154fe 0x10016afe 4   5    .rdata  ascii   1:-C
1143 0x00015510 0x10016b10 5   6    .rdata  ascii   7Y\nH\v
1144 0x00015529 0x10016b29 4   5    .rdata  ascii   }7dN
1145 0x00015545 0x10016b45 4   5    .rdata  ascii   \r7br
1146 0x00015565 0x10016b65 4   5    .rdata  ascii   xDbr
1147 0x00015586 0x10016b86 5   6    .rdata  ascii   Kbriv
1148 0x0001561c 0x10016c1c 6   9    .rdata  utf8    ܲ1;ݟwi blocks=Syriac,Basic Latin,Arabic Supplement
1149 0x00015664 0x10016c64 4   5    .rdata  ascii   ESKJ
1150 0x0001566c 0x10016c6c 4   6    .rdata  utf8    2&B[
1151 0x000156ad 0x10016cad 9   10   .rdata  ascii   VDC7SBH\v)
1152 0x000156ed 0x10016ced 4   5    .rdata  ascii   ojgo
1153 0x00015707 0x10016d07 5   6    .rdata  ascii   br\f_o
1154 0x00015745 0x10016d45 4   5    .rdata  ascii   5ovZ
1155 0x00015808 0x10016e08 4   5    .rdata  ascii   =i*U
1156 0x000158ad 0x10016ead 5   6    .rdata  ascii   nHC7[
1157 0x000158c6 0x10016ec6 4   5    .rdata  ascii   Lbri
1158 0x00015960 0x10016f60 5   7    .rdata  utf8    <׳\vz^ blocks=Basic Latin,Hebrew
1159 0x0001598d 0x10016f8d 4   5    .rdata  ascii   VBO6
1160 0x00015992 0x10016f92 4   5    .rdata  ascii   Sp'5
1161 0x000159ad 0x10016fad 5   6    .rdata  ascii   'Y1F\
1162 0x000159fb 0x10016ffb 4   6    .rdata  utf8    ڄ\a-3 blocks=Arabic,Basic Latin
1163 0x00015a05 0x10017005 4   5    .rdata  ascii   \r;br
1164 0x00015b13 0x10017113 7   9    .rdata  utf8    ƯwE8M9< blocks=Latin Extended-B,Basic Latin
1165 0x00015b2b 0x1001712b 8   9    .rdata  ascii   Omqobgc 
1166 0x00015b38 0x10017138 4   6    .rdata  utf8    ǷQ(# blocks=Latin Extended-B,Basic Latin
1167 0x00015b51 0x10017151 6   7    .rdata  ascii   W#Sp'U
1168 0x00015b94 0x10017194 4   5    .rdata  ascii   H\a\t3
1169 0x00015c72 0x10017272 4   6    .rdata  utf8    Ȯz2! blocks=Latin Extended-B,Basic Latin
1170 0x00015ca5 0x100172a5 4   6    .rdata  utf8    vv׆f blocks=Basic Latin,Hebrew
1171 0x00015cb0 0x100172b0 5   6    .rdata  ascii   C7]RH
1172 0x00015ccb 0x100172cb 5   6    .rdata  ascii   <76.B
1173 0x00015cd8 0x100172d8 4   6    .rdata  utf8    ǷQ(~ blocks=Latin Extended-B,Basic Latin
1174 0x00015cf6 0x100172f6 5   7    .rdata  utf8    !n$й4 blocks=Basic Latin,Cyrillic
1175 0x00015d13 0x10017313 4   5    .rdata  ascii   :Hw\t
1176 0x00015d46 0x10017346 4   5    .rdata  ascii   }Kbr
1177 0x00015d6f 0x1001736f 6   7    .rdata  ascii   MC7]RH
1178 0x00015d85 0x10017385 5   6    .rdata  ascii   ^Yqbr
1179 0x00015d9f 0x1001739f 5   7    .rdata  utf8    1;ݷwI blocks=Basic Latin,Arabic Supplement
1180 0x00015de7 0x100173e7 4   5    .rdata  ascii   Lbri
1181 0x00015ed7 0x100174d7 4   5    .rdata  ascii   (4E-
1182 0x00015f10 0x10017510 8   10   .rdata  utf8    Ъ\bSh'eTU blocks=Cyrillic,Basic Latin
1183 0x00015f2e 0x1001752e 4   5    .rdata  ascii   NPC7
1184 0x00015f4b 0x1001754b 4   6    .rdata  utf8    ˿4vB blocks=Spacing Modifier Letters,Basic Latin
1185 0x00016010 0x10017610 7   9    .rdata  utf8    B6:ǱOE\b blocks=Basic Latin,Latin Extended-B
1186 0x0001601e 0x1001761e 4   6    .rdata  utf8    ós>] blocks=Latin-1 Supplement,Basic Latin
1187 0x0001602e 0x1001762e 5   8    .rdata  utf8    ⫖WYZH blocks=Supplemental Mathematical Operators,Basic Latin
1188 0x00016047 0x10017647 4   5    .rdata  ascii   Kbq4
1189 0x00016067 0x10017667 4   5    .rdata  ascii   Mbr\f
1190 0x00016086 0x10017686 4   5    .rdata  ascii   mZdr
1191 0x000160ab 0x100176ab 4   5    .rdata  ascii   Om<n
1192 0x000160b9 0x100176b9 4   6    .rdata  utf8    й4&b blocks=Cyrillic,Basic Latin
1193 0x000160e9 0x100176e9 4   6    .rdata  utf8    2џm5 blocks=Basic Latin,Cyrillic
1194 0x000160ff 0x100176ff 4   6    .rdata  utf8    dcӎO blocks=Basic Latin,Cyrillic
1195 0x00016110 0x10017710 4   6    .rdata  utf8    C7Ю* blocks=Basic Latin,Cyrillic
1196 0x0001616f 0x1001776f 4   5    .rdata  ascii   NC7[
1197 0x0001617e 0x1001777e 4   6    .rdata  utf8    ós3] blocks=Latin-1 Supplement,Basic Latin
1198 0x000161a7 0x100177a7 6   7    .rdata  ascii   Mbrl^(
1199 0x000161cb 0x100177cb 6   8    .rdata  utf8    Դ'SQ9" blocks=Armenian,Basic Latin
1200 0x000161f0 0x100177f0 5   6    .rdata  ascii   CFTi$
1201 0x0001622d 0x1001782d 6   8    .rdata  utf8    ͆ C7L{ blocks=Combining Diacritical Marks,Basic Latin
1202 0x00016251 0x10017851 4   5    .rdata  ascii   7[JH
1203 0x000162a6 0x100178a6 5   6    .rdata  ascii   xHaq\f
1204 0x00016306 0x10017906 4   5    .rdata  ascii   \r[Jc
1205 0x0001630d 0x1001790d 6   7    .rdata  ascii   )^BG7D
1206 0x00016346 0x10017946 5   6    .rdata  ascii   aMbri
1207 0x0001637b 0x1001797b 5   6    .rdata  ascii   ,!t')
1208 0x000163ae 0x100179ae 4   5    .rdata  ascii   Z C7
1209 0x000163c6 0x100179c6 6   7    .rdata  ascii   QMbri~
1210 0x000163e9 0x100179e9 4   5    .rdata  ascii   zift
1211 0x000164ad 0x10017aad 4   5    .rdata  ascii   6.B[
1212 0x000164ba 0x10017aba 5   6    .rdata  ascii   Q(~yj
1213 0x000164cf 0x10017acf 4   5    .rdata  ascii   ~C7[
1214 0x000164ee 0x10017aee 4   5    .rdata  ascii   VBk6
1215 0x0001650d 0x10017b0d 9   11   .rdata  utf8    )^BS7DϱOE blocks=Basic Latin,Greek and Coptic
1216 0x00016538 0x10017b38 4   8    .rdata  utf8    XӃg鵄 blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
1217 0x00016545 0x10017b45 5   8    .rdata  utf8    _SKﾥS blocks=Basic Latin,Halfwidth and Fullwidth Forms
1218 0x000165e6 0x10017be6 9   10   .rdata  ascii   }Kbr\f`\rym
1219 0x00016605 0x10017c05 5   6    .rdata  ascii   ^\tYbr
1220 0x0001661a 0x10017c1a 4   6    .rdata  utf8    %l\vˌ blocks=Basic Latin,Spacing Modifier Letters
1221 0x00016646 0x10017c46 6   7    .rdata  ascii   5o~Z1f
1222 0x00016655 0x10017c55 4   5    .rdata  ascii   wE@2
1223 0x000166d4 0x10017cd4 6   8    .rdata  utf8    $m'nȭ1 blocks=Basic Latin,Latin Extended-B
1224 0x000166de 0x10017cde 5   7    .rdata  utf8    /1;ݓw blocks=Basic Latin,Arabic Supplement
1225 0x000166fa 0x10017cfa 5   6    .rdata  ascii   Q8~]\r
1226 0x0001674d 0x10017d4d 5   6    .rdata  ascii   4nB+7
1227 0x00016767 0x10017d67 6   7    .rdata  ascii   KbhDPV
1228 0x00016796 0x10017d96 5   6    .rdata  ascii   m(\f+5
1229 0x000167ae 0x10017dae 6   8    .rdata  utf8    RKC7:Ư blocks=Basic Latin,Latin Extended-B
1230 0x000167c6 0x10017dc6 4   5    .rdata  ascii   iKbr
1231 0x00016804 0x10017e04 6   7    .rdata  ascii   {svJa]
1232 0x00016846 0x10017e46 4   5    .rdata  ascii   \rWJO
1233 0x00016874 0x10017e74 5   6    .rdata  ascii   #wEHU
1234 0x00016881 0x10017e81 4   5    .rdata  ascii   D&w\t
1235 0x000168b7 0x10017eb7 4   6    .rdata  utf8    haΡ4 blocks=Basic Latin,Greek and Coptic
1236 0x000168ff 0x10017eff 4   6    .rdata  utf8    -cݯ0 blocks=Basic Latin,Arabic Supplement
1237 0x00016914 0x10017f14 7   9    .rdata  utf8    #wE0ǷQ< blocks=Basic Latin,Latin Extended-B
1238 0x00016948 0x10017f48 4   6    .rdata  utf8    *ؐ%+ blocks=Basic Latin,Arabic
1239 0x0001696a 0x10017f6a 7   8    .rdata  ascii   A?26.B_
1240 0x000169e2 0x10017fe2 4   7    .rdata  utf8    ϳۑeo blocks=Greek and Coptic,Arabic,Basic Latin
1241 0x00016a1a 0x1001801a 5   6    .rdata  ascii   Q(~)d
1242 0x00016a26 0x10018026 5   6    .rdata  ascii   5o~Z-
1243 0x00016a34 0x10018034 6   10   .rdata  utf8    ɨƩǇQ$# blocks=IPA Extensions,Latin Extended-B,Basic Latin
1244 0x00016a99 0x10018099 4   6    .rdata  utf8    ̱4&` blocks=Combining Diacritical Marks,Basic Latin
1245 0x00016aae 0x100180ae 4   5    .rdata  ascii   ojgS
1246 0x00016c13 0x10018213 4   6    .rdata  utf8    ƱOEL blocks=Latin Extended-B,Basic Latin
1247 0x00016c26 0x10018226 4   5    .rdata  ascii   5ojZ
1248 0x00016c58 0x10018258 5   7    .rdata  utf8    \bƱ4:` blocks=Basic Latin,Latin Extended-B
1249 0x00016ca6 0x100182a6 4   5    .rdata  ascii   moNr
1250 0x00016cb4 0x100182b4 7   8    .rdata  ascii   HC\t[3C-
1251 0x00016cd3 0x100182d3 4   5    .rdata  ascii   Sp'i
1252 0x00016ce1 0x100182e1 4   8    .rdata  utf8    n珓vт blocks=Basic Latin,CJK Unified Ideographs,Cyrillic
1253 0x00016d46 0x10018346 7   8    .rdata  ascii   yKbr\nQo
1254 0x00016d7f 0x1001837f 4   6    .rdata  utf8    1;ݏw blocks=Basic Latin,Syriac
1255 0x00016d97 0x10018397 4   5    .rdata  ascii   (PC-
1256 0x00016da7 0x100183a7 5   6    .rdata  ascii   KbriB
1257 0x00016dd2 0x100183d2 4   6    .rdata  utf8    ڮ:&! blocks=Arabic,Basic Latin
1258 0x00016ddb 0x100183db 4   5    .rdata  ascii   c~m&
1259 0x00016de7 0x100183e7 4   5    .rdata  ascii   nbr\f
1260 0x00016e22 0x10018422 6   8    .rdata  utf8    ř{;\vKb blocks=Latin Extended-A,Basic Latin
1261 0x00016e30 0x10018430 5   6    .rdata  ascii   C7&Sr
1262 0x00016e36 0x10018436 6   7    .rdata  ascii   \tc'C-z
1263 0x00016e4f 0x1001844f 6   7    .rdata  ascii   3C7[rH
1264 0x00016e8b 0x1001848b 6   7    .rdata  ascii   Om|o*g
1265 0x00016ea7 0x100184a7 4   5    .rdata  ascii   KbZE
1266 0x00016ed5 0x100184d5 5   7    .rdata  utf8    Օ\tK=, blocks=Armenian,Basic Latin
1267 0x00016eed 0x100184ed 5   6    .rdata  ascii   p&Bk7
1268 0x00016f04 0x10018504 4   7    .rdata  utf8    ߚ13@ blocks=NKo,Basic Latin
1269 0x00016f3a 0x1001853a 4   5    .rdata  ascii   y4\nH
1270 0x00016f48 0x10018548 6   7    .rdata  ascii   Kbq5sn
1271 0x00016fa8 0x100185a8 8   10   .rdata  utf8    3@ǁOgiV! blocks=Basic Latin,Latin Extended-B
1272 0x00016fbf 0x100185bf 4   6    .rdata  utf8    '/k݃ blocks=Basic Latin,Syriac
1273 0x00016fd9 0x100185d9 6   8    .rdata  utf8    ȶIAVH^ blocks=Latin Extended-B,Basic Latin
1274 0x00016fe3 0x100185e3 4   6    .rdata  utf8    βFx* blocks=Greek and Coptic,Basic Latin
1275 0x00017042 0x10018642 4   6    .rdata  utf8    CqգH blocks=Basic Latin,Armenian
1276 0x00017064 0x10018664 4   5    .rdata  ascii   [_B?
1277 0x000170a5 0x100186a5 5   6    .rdata  ascii   \elQ;3
1278 0x000170ea 0x100186ea 6   8    .rdata  utf8    ƁOgiV- blocks=Latin Extended-B,Basic Latin
1279 0x000170f5 0x100186f5 4   5    .rdata  ascii   (Xxn
1280 0x0001710f 0x1001870f 5   6    .rdata  ascii   ZEC7:
1281 0x00017115 0x10018715 4   5    .rdata  ascii   #wE\b
1282 0x00017134 0x10018734 4   5    .rdata  ascii   Oz\a\t
1283 0x00017149 0x10018749 4   6    .rdata  utf8    K܂NW blocks=Basic Latin,Syriac
1284 0x00017185 0x10018785 4   8    .rdata  utf8    멻Էr\n blocks=Hangul Syllables,Armenian,Basic Latin
1285 0x0001718f 0x1001878f 8   10   .rdata  utf8    &BK8DЎ\vv blocks=Basic Latin,Cyrillic
1286 0x0001719d 0x1001879d 5   8    .rdata  utf8    iL{_ blocks=Private Use Area,Basic Latin
1287 0x000171dc 0x100187dc 6   10   .rdata  utf8    Қ`V/ȸϳ blocks=Cyrillic,Basic Latin,Latin Extended-B,Greek and Coptic
1288 0x000171e6 0x100187e6 4   5    .rdata  ascii   u]on
1289 0x000171ee 0x100187ee 4   5    .rdata  ascii   25"+
1290 0x00017212 0x10018812 5   6    .rdata  ascii   7Y\v(`
1291 0x00017270 0x10018870 8   9    .rdata  ascii   DC7%Sp'%
1292 0x00017287 0x10018887 4   5    .rdata  ascii   `OJo
1293 0x000172ad 0x100188ad 4   5    .rdata  ascii   r98u
1294 0x000172f2 0x100188f2 6   7    .rdata  ascii   7&Sp')
1295 0x00017334 0x10018934 6   7    .rdata  ascii   Sx'1VS
1296 0x000173ce 0x100189ce 4   6    .rdata  utf8    .ؓHj blocks=Basic Latin,Arabic
1297 0x000173eb 0x100189eb 4   5    .rdata  ascii   BQei
1298 0x0001742b 0x10018a2b 7   8    .rdata  ascii   \fPgiV%R
1299 0x0001743c 0x10018a3c 5   6    .rdata  ascii   CV#V/
1300 0x00017489 0x10018a89 4   5    .rdata  ascii   fZ}r
1301 0x0001749e 0x10018a9e 4   5    .rdata  ascii   `i-4
1302 0x000174b9 0x10018ab9 4   6    .rdata  utf8    XӄCh blocks=Basic Latin,Cyrillic
1303 0x000174df 0x10018adf 5   7    .rdata  utf8    V/Ȥfw blocks=Basic Latin,Latin Extended-B
1304 0x00017511 0x10018b11 5   6    .rdata  ascii   gS["H
1305 0x0001751d 0x10018b1d 4   5    .rdata  ascii   !+U-
1306 0x0001753d 0x10018b3d 4   5    .rdata  ascii   \nqE'
1307 0x00017572 0x10018b72 4   5    .rdata  ascii   bY1(
1308 0x0001758f 0x10018b8f 5   6    .rdata  ascii   8tv-Y
1309 0x00017599 0x10018b99 5   6    .rdata  ascii   <g1f#
1310 0x000175c0 0x10018bc0 4   5    .rdata  ascii   [\t>6
1311 0x000175c9 0x10018bc9 4   5    .rdata  ascii   -ZeO
1312 0x00017615 0x10018c15 4   5    .rdata  ascii   wXwZ
1313 0x00017627 0x10018c27 4   5    .rdata  ascii   \rOJK
1314 0x0001762c 0x10018c2c 10  13   .rdata  utf8    O⸙bgW Sp'% blocks=Basic Latin,Supplemental Punctuation
1315 0x00017654 0x10018c54 5   8    .rdata  utf8    ƩÕKS\e blocks=Latin Extended-B,Latin-1 Supplement,Basic Latin
1316 0x0001768f 0x10018c8f 7   8    .rdata  ascii   kbg;[\nH
1317 0x000176a7 0x10018ca7 5   8    .rdata  utf8    rL볅78 blocks=Basic Latin,Hangul Syllables
1318 0x000176c5 0x10018cc5 6   8    .rdata  utf8    \bzt\fMP
1319 0x000176f6 0x10018cf6 4   7    .rdata  utf8    Ь۰d- blocks=Cyrillic,Arabic,Basic Latin
1320 0x0001773d 0x10018d3d 5   6    .rdata  ascii   !t'.3
1321 0x00017768 0x10018d68 4   5    .rdata  ascii   Kq)Q
1322 0x000177da 0x10018dda 4   6    .rdata  utf8    C<ǆo blocks=Basic Latin,Latin Extended-B
1323 0x00017814 0x10018e14 5   6    .rdata  ascii   Sl#0J
1324 0x00017825 0x10018e25 5   7    .rdata  utf8    J}n\vփ blocks=Basic Latin,Armenian
1325 0x00017847 0x10018e47 4   5    .rdata  ascii   @3 n
1326 0x0001784c 0x10018e4c 4   5    .rdata  ascii   NmpA
1327 0x00017874 0x10018e74 4   5    .rdata  ascii   \nH#q
1328 0x000178ce 0x10018ece 4   6    .rdata  utf8    zۈB: blocks=Basic Latin,Arabic
1329 0x000178e9 0x10018ee9 4   6    .rdata  utf8    br٧k blocks=Basic Latin,Arabic
1330 0x000178f4 0x10018ef4 6   7    .rdata  ascii   Qh'=]!
1331 0x0001795d 0x10018f5d 5   6    .rdata  ascii   \vN6d"
1332 0x00017971 0x10018f71 4   5    .rdata  ascii   B6OB
1333 0x000179b0 0x10018fb0 4   5    .rdata  ascii   w\bS\t
1334 0x000179b5 0x10018fb5 4   5    .rdata  ascii   L0_\t
1335 0x000179e1 0x10018fe1 5   7    .rdata  utf8    \rfrצ5 blocks=Basic Latin,Hebrew
1336 0x000179e8 0x10018fe8 5   7    .rdata  utf8    e\nOºQ blocks=Basic Latin,Latin-1 Supplement
1337 0x00017a23 0x10019023 4   5    .rdata  ascii   7\f$e
1338 0x00017a2a 0x1001902a 6   7    .rdata  ascii   %9Y\nH\v
1339 0x00017a54 0x10019054 4   5    .rdata  ascii   %)\rg
1340 0x00017a67 0x10019067 6   7    .rdata  ascii   ,^BK7D
1341 0x00017aeb 0x100190eb 8   11   .rdata  utf8    8߄0.TĳOp blocks=Basic Latin,NKo,Latin Extended-A
1342 0x00017b47 0x10019147 4   5    .rdata  ascii   g.SC
1343 0x00017b81 0x10019181 5   7    .rdata  utf8    \t2]Qڥ blocks=Basic Latin,Arabic
1344 0x00017bc1 0x100191c1 4   5    .rdata  ascii   Lbr\f
1345 0x00017bf4 0x100191f4 4   5    .rdata  ascii   I4!.
1346 0x00017c0f 0x1001920f 5   6    .rdata  ascii   WE Q}
1347 0x00017c1f 0x1001921f 4   5    .rdata  ascii   vSLa
1348 0x00017c2c 0x1001922c 4   5    .rdata  ascii   (OP'
1349 0x00017ccb 0x100192cb 4   5    .rdata  ascii   Y["H
1350 0x00017cd0 0x100192d0 10  12   .rdata  utf8    TͳErR bD,4 blocks=Basic Latin,Greek and Coptic
1351 0x00017d02 0x10019302 9   10   .rdata  ascii   br\f?:4NBW
1352 0x00017d14 0x10019314 4   5    .rdata  ascii   cxHp
1353 0x00017d42 0x10019342 6   7    .rdata  ascii   br\f?em
1354 0x00017d76 0x10019376 4   5    .rdata  ascii   ]K9/
1355 0x00017d88 0x10019388 4   5    .rdata  ascii   c\eB6
1356 0x00017da8 0x100193a8 4   5    .rdata  ascii   m=\t{
1357 0x00017dae 0x100193ae 4   5    .rdata  ascii   $`|c
1358 0x00017dbe 0x100193be 5   6    .rdata  ascii   lu]oj
1359 0x00017dc7 0x100193c7 5   8    .rdata  utf8    25"̊خ blocks=Basic Latin,Combining Diacritical Marks,Arabic
1360 0x00017de8 0x100193e8 8   9    .rdata  ascii   `>v$[7(6
1361 0x00017e47 0x10019447 4   5    .rdata  ascii   42"v
1362 0x00017ee7 0x100194e7 4   5    .rdata  ascii   4.Bg
1363 0x00017f0e 0x1001950e 5   6    .rdata  ascii   }`|c&
1364 0x00017f73 0x10019573 5   6    .rdata  ascii   V.b~%
1365 0x00017fca 0x100195ca 5   6    .rdata  ascii   CF^`$
1366 0x00017fee 0x100195ee 4   6    .rdata  utf8    0>2x
1367 0x00018012 0x10019612 4   5    .rdata  ascii   $g=K
1368 0x00018052 0x10019652 4   5    .rdata  ascii   zBa4
1369 0x00018110 0x10019710 6   8    .rdata  utf8    ]yЌ{Ka blocks=Basic Latin,Cyrillic
1370 0x00018183 0x10019783 4   6    .rdata  utf8    v4Pͫ blocks=Basic Latin,Combining Diacritical Marks
1371 0x0001818e 0x1001978e 4   7    .rdata  utf8    d> v blocks=Basic Latin,General Punctuation
1372 0x00018197 0x10019797 5   6    .rdata  ascii   b6dJ|
1373 0x000181aa 0x100197aa 5   6    .rdata  ascii   0FTc$
1374 0x0001828d 0x1001988d 4   5    .rdata  ascii   Sp')
1375 0x000182ea 0x100198ea 5   6    .rdata  ascii   g;[\nH
1376 0x00018368 0x10019968 7   8    .rdata  ascii   `uv$[9(
1377 0x0001838a 0x1001998a 5   6    .rdata  ascii   B6OC/
1378 0x000183b7 0x100199b7 4   5    .rdata  ascii   t'-C
1379 0x00018429 0x10019a29 4   5    .rdata  ascii   Bv$U
1380 0x00018457 0x10019a57 4   5    .rdata  ascii   R>fk
1381 0x00018460 0x10019a60 4   6    .rdata  utf8    n8֕\f blocks=Basic Latin,Hebrew
1382 0x00018476 0x10019a76 4   6    .rdata  utf8    ޮ>fl blocks=Thaana,Basic Latin
1383 0x00018487 0x10019a87 4   5    .rdata  ascii   4>Bk
1384 0x00018500 0x10019b00 8   11   .rdata  utf8    G\rjrצ54۩ blocks=Basic Latin,Hebrew,Arabic
1385 0x0001851f 0x10019b1f 4   6    .rdata  utf8    vѦKq blocks=Basic Latin,Cyrillic
1386 0x0001856e 0x10019b6e 4   6    .rdata  utf8    ޭh\a\n blocks=Thaana,Basic Latin
1387 0x000185a2 0x10019ba2 4   5    .rdata  ascii   n*3_
1388 0x000185ce 0x10019bce 9   11   .rdata  utf8    zYtZǷQ4b, blocks=Basic Latin,Latin Extended-B
1389 0x000185e1 0x10019be1 4   5    .rdata  ascii   [\er;
1390 0x00018608 0x10019c08 4   5    .rdata  ascii   m+{G
1391 0x00018616 0x10019c16 6   8    .rdata  utf8    \vh6mxƓ blocks=Basic Latin,Latin Extended-B
1392 0x0001866e 0x10019c6e 7   8    .rdata  ascii   __+\f<[r
1393 0x00018701 0x10019d01 5   6    .rdata  ascii   Mbri2
1394 0x0001876a 0x10019d6a 4   6    .rdata  utf8    E7Ю* blocks=Basic Latin,Cyrillic
1395 0x000187c0 0x10019dc0 4   5    .rdata  ascii   qwdr
1396 0x0001881d 0x10019e1d 5   7    .rdata  utf8    ]{˿Ja blocks=Basic Latin,Spacing Modifier Letters
1397 0x00018869 0x10019e69 5   7    .rdata  utf8    NC7:Ʊ blocks=Basic Latin,Latin Extended-B
1398 0x000188e1 0x10019ee1 4   6    .rdata  utf8    KJ߰O blocks=Basic Latin,NKo
1399 0x00018900 0x10019f00 4   5    .rdata  ascii   sKbr
1400 0x00018931 0x10019f31 4   5    .rdata  ascii   (8E-
1401 0x0001894f 0x10019f4f 5   7    .rdata  utf8    Օ\tK=, blocks=Armenian,Basic Latin
1402 0x000189c1 0x10019fc1 5   6    .rdata  ascii   KJ#UN
1403 0x000189df 0x10019fdf 4   6    .rdata  utf8    uiǆv blocks=Basic Latin,Latin Extended-B
1404 0x000189fe 0x10019ffe 6   7    .rdata  ascii   {wcKb9
1405 0x00018a81 0x1001a081 4   6    .rdata  utf8    Lbrџ blocks=Basic Latin,Cyrillic
1406 0x00018aa6 0x1001a0a6 5   7    .rdata  utf8    ǭjlLF blocks=Latin Extended-B,Basic Latin
1407 0x00018b27 0x1001a127 5   6    .rdata  ascii   ;kjgK
1408 0x00018b2d 0x1001a12d 4   5    .rdata  ascii   \nH\e"
1409 0x00018b5f 0x1001a15f 4   5    .rdata  ascii   Gn\vq
1410 0x00018b8d 0x1001a18d 4   5    .rdata  ascii   Nt+\t
1411 0x00018c40 0x1001a240 5   6    .rdata  ascii   5ofZa
1412 0x00018ca0 0x1001a2a0 4   5    .rdata  ascii   5ojZ
1413 0x00018cbc 0x1001a2bc 4   5    .rdata  ascii   CBvu
1414 0x00018d69 0x1001a369 4   5    .rdata  ascii   p+<f
1415 0x00018db3 0x1001a3b3 4   5    .rdata  ascii   ./BV
1416 0x00018dbb 0x1001a3bb 5   6    .rdata  ascii   \vCB(v
1417 0x00018dec 0x1001a3ec 4   8    .rdata  utf8    ѱ&5ለ blocks=Cyrillic,Basic Latin,Ethiopic
1418 0x00018df4 0x1001a3f4 4   6    .rdata  utf8    3b~٘ blocks=Basic Latin,Arabic
1419 0x00018e99 0x1001a499 5   7    .rdata  utf8    mc؎a  blocks=Basic Latin,Arabic
1420 0x00018ebb 0x1001a4bb 4   6    .rdata  utf8    D߳7w blocks=Basic Latin,NKo
1421 0x00018edf 0x1001a4df 4   5    .rdata  ascii   v]T)
1422 0x00018f02 0x1001a502 4   5    .rdata  ascii   RC =
1423 0x00018f4b 0x1001a54b 4   5    .rdata  ascii   OY6@
1424 0x00018ff7 0x1001a5f7 4   9    .rdata  utf8    令﹎a  blocks=CJK Unified Ideographs,CJK Compatibility Forms,Basic Latin
1425 0x0001903e 0x1001a63e 5   6    .rdata  ascii   {?\nKb
1426 0x000190bc 0x1001a6bc 4   5    .rdata  ascii   [xHp
1427 0x000190e4 0x1001a6e4 4   5    .rdata  ascii   A^gE
1428 0x0001912a 0x1001a72a 6   8    .rdata  utf8    ?6Ϯ:)! blocks=Basic Latin,Greek and Coptic
1429 0x00019141 0x1001a741 6   7    .rdata  ascii   rbr9a{
1430 0x0001914d 0x1001a74d 4   5    .rdata  ascii   XtS\t
1431 0x00019171 0x1001a771 4   5    .rdata  ascii   (PD-
1432 0x00019181 0x1001a781 5   7    .rdata  utf8    Lbrѡ7 blocks=Basic Latin,Cyrillic
1433 0x000191a1 0x1001a7a1 5   6    .rdata  ascii   KbZ-u
1434 0x000191ab 0x1001a7ab 4   5    .rdata  ascii   7]RH
1435 0x00019211 0x1001a811 4   5    .rdata  ascii   (tD-
1436 0x00019242 0x1001a842 6   7    .rdata  ascii   br\f7o5
1437 0x0001924a 0x1001a84a 4   6    .rdata  utf8    D7ЮF blocks=Basic Latin,Cyrillic
