[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a7 0x000000a7 6   7            ascii   uRichY
3    0x000001b0 0x000001b0 5   6            ascii   .text
2059 0x00025849 0x00425849 4   5    .text   ascii   \e~\rA
2060 0x00025867 0x00425867 6   7    .text   ascii   w'0}p\n
2061 0x000258de 0x004258de 4   5    .text   ascii   q\n\v3
2062 0x000258e7 0x004258e7 5   6    .text   ascii   ?hxDu
2063 0x0002590b 0x0042590b 6   7    .text   ascii   (@g`~%
2064 0x00025999 0x00425999 6   7    .text   ascii   EB\amD\b
2065 0x000259c3 0x004259c3 5   6    .text   ascii   ``&0\f
2066 0x000259f0 0x004259f0 5   6    .text   ascii   [Xq&F
2067 0x00025a14 0x00425a14 6   8    .text   utf8    \b$U|4݀ blocks=Basic Latin,Syriac
2068 0x00025a1c 0x00425a1c 4   5    .text   ascii   `\t!u
2069 0x00025a43 0x00425a43 4   5    .text   ascii   h\fPL
2070 0x00025a69 0x00425a69 5   8    .text   utf8    謁p`cO blocks=CJK Compatibility Ideographs,Basic Latin
2071 0x00025a95 0x00425a95 4   5    .text   ascii   <vxW
2072 0x00025ad8 0x00425ad8 4   5    .text   ascii   98#C
2073 0x00025ae7 0x00425ae7 5   6    .text   ascii   LHFnU
2074 0x00025b0e 0x00425b0e 4   5    .text   ascii   d%$f
2075 0x00025b6f 0x00425b6f 4   5    .text   ascii   WsI7
2076 0x00025b82 0x00425b82 4   5    .text   ascii   !<<,
2077 0x00025baa 0x00425baa 6   7    .text   ascii   X+@O\vf
2078 0x00025bd9 0x00425bd9 5   7    .text   utf8    *xʎD8 blocks=Basic Latin,IPA Extensions
2079 0x00025c13 0x00425c13 4   5    .text   ascii   ]SSZ
2080 0x00025c3c 0x00425c3c 4   5    .text   ascii   h7d/
2081 0x00025ca2 0x00425ca2 4   5    .text   ascii   k'Y<
2082 0x00025cb2 0x00425cb2 6   8    .text   utf8    \̈́8YoE blocks=Basic Latin,Combining Diacritical Marks
2083 0x00025cd4 0x00425cd4 5   7    .text   utf8    t!ОK+ blocks=Basic Latin,Cyrillic
2084 0x00025cdf 0x00425cdf 6   9    .text   utf8    rs癬-*9 blocks=Basic Latin,CJK Unified Ideographs
2085 0x00025cf1 0x00425cf1 5   8    .text   utf8    #H/\r嗠 blocks=Basic Latin,CJK Unified Ideographs
2086 0x00025d42 0x00425d42 4   5    .text   ascii   \e4~)
2087 0x00025d67 0x00425d67 4   5    .text   ascii   wnjw
2088 0x00025db8 0x00425db8 6   7    .text   ascii   \e\f<;Z3
2089 0x00025ddf 0x00425ddf 4   7    .text   utf8    `Ｅ\vy blocks=Basic Latin,Halfwidth and Fullwidth Forms
2090 0x00025e2a 0x00425e2a 4   6    .text   utf8    ۥ^jF blocks=Arabic,Basic Latin
2091 0x00025e42 0x00425e42 4   5    .text   ascii   4C2Q
2092 0x00025e75 0x00425e75 5   8    .text   utf8    >ͤ9Y˹ blocks=Basic Latin,Combining Diacritical Marks,Spacing Modifier Letters
2093 0x00025e80 0x00425e80 4   5    .text   ascii   Jc\aH
2094 0x00025e93 0x00425e93 6   7    .text   ascii   M:"\nV9
2095 0x00025eb3 0x00425eb3 4   5    .text   ascii   M"az
2096 0x00025ee9 0x00425ee9 7   8    .text   ascii   7QVJozD
2097 0x00025f24 0x00425f24 4   6    .text   utf8    \n̋b2 blocks=Basic Latin,Combining Diacritical Marks
2098 0x00025f33 0x00425f33 4   5    .text   ascii   sJDB
2099 0x00025f60 0x00425f60 5   7    .text   utf8    "t4hϤ blocks=Basic Latin,Greek and Coptic
2100 0x00025f78 0x00425f78 4   5    .text   ascii   25Ir
2101 0x00025fa8 0x00425fa8 5   6    .text   ascii   h7G]m
2102 0x00025fb7 0x00425fb7 4   5    .text   ascii   E# *
2103 0x00025fc9 0x00425fc9 8   9    .text   ascii   }8\exESgP
2104 0x00026032 0x00426032 5   7    .text   utf8    q[{ԉ0 blocks=Basic Latin,Cyrillic Supplement
2105 0x00026057 0x00426057 4   5    .text   ascii   k-J)
2106 0x00026088 0x00426088 4   5    .text   ascii   Z<Un
2107 0x00026093 0x00426093 6   7    .text   ascii   \aS27M!
2108 0x000260c2 0x004260c2 6   8    .text   utf8    ж=G"]l blocks=Cyrillic,Basic Latin
2109 0x0002618b 0x0042618b 4   6    .text   utf8    ת\bT. blocks=Hebrew,Basic Latin
2110 0x000261a2 0x004261a2 4   5    .text   ascii   \e2gh
2111 0x000261c6 0x004261c6 4   5    .text   ascii   j!\bN
2112 0x0002622e 0x0042622e 4   6    .text   utf8    N;kH
2113 0x00026280 0x00426280 5   6    .text   ascii   6BN</
2114 0x000262b1 0x004262b1 6   8    .text   utf8    gZ:\n Y
2115 0x00026303 0x00426303 4   5    .text   ascii   3wzQ
2116 0x0002633c 0x0042633c 4   5    .text   ascii   z//:
2117 0x000263a5 0x004263a5 4   5    .text   ascii   q!KE
2118 0x000263d5 0x004263d5 5   6    .text   ascii   u\vhU}
2119 0x000263ee 0x004263ee 8   10   .text   utf8    ۤWO3NBi; blocks=Arabic,Basic Latin
2120 0x00026414 0x00426414 4   5    .text   ascii   \r\S*
2121 0x0002649c 0x0042649c 4   6    .text   utf8    E3>d
2122 0x000264a2 0x004264a2 4   5    .text   ascii   %:yX
2123 0x000264c1 0x004264c1 4   5    .text   ascii   ]NRv
2124 0x000264cf 0x004264cf 4   5    .text   ascii   FEHd
2125 0x000264e4 0x004264e4 4   5    .text   ascii   T)]F
2126 0x0002651b 0x0042651b 4   6    .text   utf8    a=Ǩ( blocks=Basic Latin,Latin Extended-B
2127 0x00026584 0x00426584 4   5    .text   ascii   l]S{
2128 0x000265a1 0x004265a1 7   10   .text   utf8    $%%Uڌm1 blocks=Basic Latin,Arabic
2129 0x000265da 0x004265da 4   5    .text   ascii   R(E5
2130 0x000265e3 0x004265e3 6   8    .text   utf8    x^Ƌ6XA blocks=Basic Latin,Latin Extended-B
2131 0x000265f9 0x004265f9 6   7    .text   ascii   \bRpS_j
2132 0x00026695 0x00426695 7   8    .text   ascii   <u@g\bUn
2133 0x000266b4 0x004266b4 8   9    .text   ascii   \eG}7<2%]
2134 0x000266e3 0x004266e3 7   8    .text   ascii   <~88"/_
2135 0x0002678f 0x0042678f 5   7    .text   utf8    '\f$ٟc blocks=Basic Latin,Arabic
2136 0x0002679d 0x0042679d 6   8    .text   utf8    fjQQ˫\n blocks=Basic Latin,Spacing Modifier Letters
2137 0x000267a8 0x004267a8 4   5    .text   ascii   8*zs
2138 0x000267f4 0x004267f4 4   5    .text   ascii   d9"8
2139 0x0002687b 0x0042687b 4   5    .text   ascii   \vbK(
2140 0x00026888 0x00426888 5   6    .text   ascii   8s\vAn
2141 0x00026897 0x00426897 4   5    .text   ascii   #rgU
2142 0x00026971 0x00426971 4   5    .text   ascii   j\eQ<
2143 0x0002697d 0x0042697d 4   6    .text   utf8    R"\fɰ blocks=Basic Latin,IPA Extensions
2144 0x0002699b 0x0042699b 4   5    .text   ascii   G7J/
2145 0x000269e9 0x004269e9 5   6    .text   ascii   N[[[\e
2146 0x00026a14 0x00426a14 5   6    .text   ascii   r1pRS
2147 0x00026a5b 0x00426a5b 4   6    .text   utf8    `9ݱK blocks=Basic Latin,Arabic Supplement
2148 0x00026a71 0x00426a71 5   6    .text   ascii   FQtOH
2149 0x00026aa1 0x00426aa1 5   6    .text   ascii   FN3Z3
2150 0x00026ab2 0x00426ab2 5   6    .text   ascii   \bas\n_
2151 0x00026aba 0x00426aba 7   8    .text   ascii   p&nAT\vR
2152 0x00026ad6 0x00426ad6 4   6    .text   utf8    ZϯC; blocks=Basic Latin,Greek and Coptic
2153 0x00026aff 0x00426aff 4   5    .text   ascii   \a\tAJ
2154 0x00026b59 0x00426b59 5   7    .text   utf8    |H`M,
2155 0x00026b70 0x00426b70 4   5    .text   ascii   )e>W
2156 0x00026b9a 0x00426b9a 4   5    .text   ascii   @!4e
2157 0x00026ba5 0x00426ba5 4   5    .text   ascii   {.9#
2158 0x00026baa 0x00426baa 4   7    .text   utf8    ̿\aDx blocks=Combining Diacritical Marks,Basic Latin
2159 0x00026be6 0x00426be6 4   5    .text   ascii   !o4\e
2160 0x00026bf0 0x00426bf0 6   8    .text   utf8    Wb?ަ5l blocks=Basic Latin,Thaana
2161 0x00026c51 0x00426c51 5   6    .text   ascii   NX8==
2162 0x00026ca2 0x00426ca2 4   5    .text   ascii   >\v`6
2163 0x00026caa 0x00426caa 5   6    .text   ascii   Snry!
2164 0x00026cc0 0x00426cc0 4   5    .text   ascii   *'|3
2165 0x00026cf4 0x00426cf4 4   5    .text   ascii   z75|
2166 0x00026d12 0x00426d12 5   6    .text   ascii   !Q E~
2167 0x00026d18 0x00426d18 5   7    .text   utf8    ^?ڎ[n blocks=Basic Latin,Arabic
2168 0x00026d30 0x00426d30 6   7    .text   ascii   \v\t\ag:+
2169 0x00026d52 0x00426d52 4   5    .text   ascii   K:44
2170 0x00026dc0 0x00426dc0 4   5    .text   ascii   \rm\nK
2171 0x00026df4 0x00426df4 5   6    .text   ascii   \t&"`B
2172 0x00026dfd 0x00426dfd 5   6    .text   ascii   LK"KQ
2173 0x00026e08 0x00426e08 4   5    .text   ascii   6e8O
2174 0x00026e2e 0x00426e2e 4   6    .text   utf8    uђ:) blocks=Basic Latin,Cyrillic
2175 0x00026e45 0x00426e45 4   8    .text   utf8    ̽ˏڣs blocks=Combining Diacritical Marks,Spacing Modifier Letters,Arabic,Basic Latin
2176 0x00026ed5 0x00426ed5 4   6    .text   utf8    vȁP~ blocks=Basic Latin,Latin Extended-B
2177 0x00026efd 0x00426efd 4   5    .text   ascii   38Nh
2178 0x00026f79 0x00426f79 4   6    .text   utf8    {bי. blocks=Basic Latin,Hebrew
2179 0x00026f87 0x00426f87 5   6    .text   ascii   qPE,3
2180 0x00026f9b 0x00426f9b 4   5    .text   ascii   )7;4
2181 0x00026ffd 0x00426ffd 4   5    .text   ascii   [2x8
2182 0x000270ab 0x004270ab 4   5    .text   ascii   \t\fH^
2183 0x0002714b 0x0042714b 6   7    .text   ascii   nz Qc/
2184 0x000271c6 0x004271c6 7   8    .text   ascii   Hll&k~t
2185 0x00027201 0x00427201 4   5    .text   ascii   RKu~
2186 0x00027219 0x00427219 4   5    .text   ascii   IIsC
2187 0x00027255 0x00427255 4   5    .text   ascii   -/R>
2188 0x0002729c 0x0042729c 4   5    .text   ascii   \tN/O
2189 0x000272a6 0x004272a6 4   5    .text   ascii   bj6P
2190 0x000272e3 0x004272e3 5   7    .text   utf8    ߯\b`Y? blocks=NKo,Basic Latin
2191 0x00027344 0x00427344 4   5    .text   ascii   J,W;
2192 0x00027349 0x00427349 6   8    .text   utf8    xP!ͣ`\a blocks=Basic Latin,Combining Diacritical Marks
2193 0x00027385 0x00427385 7   9    .text   utf8    UOٸhl-G blocks=Basic Latin,Arabic
2194 0x00027412 0x00427412 7   9    .text   utf8    \f16["&Ռ blocks=Basic Latin,Armenian
2195 0x00027434 0x00427434 4   5    .text   ascii   ggX3
2196 0x0002748b 0x0042748b 8   10   .text   utf8    g#\f83\eʌ\a blocks=Basic Latin,IPA Extensions
2197 0x000274d5 0x004274d5 5   6    .text   ascii   X~-0r
2198 0x00027509 0x00427509 6   7    .text   ascii   8\vAGp`
2199 0x00027510 0x00427510 4   5    .text   ascii   #0q8
2200 0x0002753d 0x0042753d 5   6    .text   ascii   /i{Mx
2201 0x0002754c 0x0042754c 4   6    .text   utf8    ߷^n^ blocks=NKo,Basic Latin
2202 0x00027552 0x00427552 4   5    .text   ascii   n\f)<
2203 0x00027565 0x00427565 4   6    .text   utf8    2xgq
2204 0x000275a1 0x004275a1 9   10   .text   ascii   y@}\bg!M5
2205 0x000275fd 0x004275fd 4   7    .text   utf8    $>ᕆ* blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
2206 0x00027627 0x00427627 4   5    .text   ascii   (zc4
2207 0x00027656 0x00427656 4   5    .text   ascii   \fP\b 
2208 0x00027672 0x00427672 4   5    .text   ascii   \ejDy
2209 0x0002768a 0x0042768a 4   7    .text   utf8    dè9ڈ blocks=Basic Latin,Latin-1 Supplement,Arabic
2210 0x000276ca 0x004276ca 4   5    .text   ascii   g\f]H
2211 0x000276e0 0x004276e0 4   7    .text   utf8    EvƫЌ blocks=Basic Latin,Latin Extended-B,Cyrillic
2212 0x000276ff 0x004276ff 4   6    .text   utf8    4݀3v blocks=Basic Latin,Syriac
2213 0x00027714 0x00427714 4   7    .text   utf8    Ѿ^pܝ blocks=Cyrillic,Basic Latin,Syriac
2214 0x00027735 0x00427735 4   5    .text   ascii   @|w\
2215 0x00027759 0x00427759 5   9    .text   utf8    ,ﷇ&`  blocks=Basic Latin,Arabic Presentation Forms-A
2216 0x00027785 0x00427785 5   6    .text   ascii   ;=zw,
2217 0x000277d6 0x004277d6 5   7    .text   utf8    BUS08
2218 0x000277f7 0x004277f7 4   5    .text   ascii   \b@J.
2219 0x00027829 0x00427829 4   5    .text   ascii   \n{,`
2220 0x00027861 0x00427861 6   7    .text   ascii   T\tF#U\a
2221 0x00027879 0x00427879 5   6    .text   ascii   c_| B
2222 0x0002789f 0x0042789f 4   5    .text   ascii   w$00
2223 0x000278d6 0x004278d6 4   5    .text   ascii   f^*I
2224 0x00027935 0x00427935 4   6    .text   utf8    ڒ\t+{ blocks=Arabic,Basic Latin
2225 0x00027984 0x00427984 8   9    .text   ascii   O`Z\tY%lB
2226 0x0002798d 0x0042798d 5   6    .text   ascii   K."nm
2227 0x000279a5 0x004279a5 4   7    .text   utf8    0ٔȋP blocks=Basic Latin,Arabic,Latin Extended-B
2228 0x000279c1 0x004279c1 4   6    .text   utf8    C;Κ\n blocks=Basic Latin,Greek and Coptic
2229 0x000279c8 0x004279c8 7   8    .text   ascii   <U_`\vk\t
2230 0x00027a15 0x00427a15 4   5    .text   ascii   GL,\n
2231 0x00027a40 0x00427a40 5   6    .text   ascii   g\eo9C
2232 0x00027a6d 0x00427a6d 4   6    .text   utf8    ַ`Je blocks=Hebrew,Basic Latin
2233 0x00027aa5 0x00427aa5 5   6    .text   ascii   [lE(K
2234 0x00027ab1 0x00427ab1 4   5    .text   ascii   \tpoB
2235 0x00027ab8 0x00427ab8 5   6    .text   ascii   ,Bn]1
2236 0x00027ad5 0x00427ad5 4   5    .text   ascii   AGTQ
2237 0x00027af9 0x00427af9 4   5    .text   ascii   3?p`
2238 0x00027b42 0x00427b42 4   5    .text   ascii   <Sa/
2239 0x00027b4e 0x00427b4e 4   5    .text   ascii   REh?
2240 0x00027b6c 0x00427b6c 7   9    .text   utf8    &V@N/\b˞ blocks=Basic Latin,Spacing Modifier Letters
2241 0x00027b8c 0x00427b8c 6   7    .text   ascii    jh~\fH
2242 0x00027bd3 0x00427bd3 4   5    .text   ascii   c(\r\r
2243 0x00027bfb 0x00427bfb 7   8    .text   ascii   H\a^btev
2244 0x00027c0f 0x00427c0f 6   8    .text   utf8    Ρd"9t\e blocks=Greek and Coptic,Basic Latin
2245 0x00027c1a 0x00427c1a 4   5    .text   ascii   T>ZT
2246 0x00027c3e 0x00427c3e 4   5    .text   ascii   *G%h
2247 0x00027cd6 0x00427cd6 4   5    .text   ascii   xTt:
2248 0x00027d0e 0x00427d0e 5   6    .text   ascii   OlsDW
2249 0x00027d18 0x00427d18 4   5    .text   ascii   X^#:
2250 0x00027d23 0x00427d23 7   8    .text   ascii   S\bP\,(I
2251 0x00027d30 0x00427d30 4   5    .text   ascii   ]dU}
2252 0x00027d6b 0x00427d6b 6   7    .text   ascii   $t/&Q@
2253 0x00027dc3 0x00427dc3 5   6    .text   ascii   x;;%V
2254 0x00027ddf 0x00427ddf 4   7    .text   utf8    fㅏ-( blocks=Basic Latin,Hangul Compatibility Jamo
2255 0x00027df5 0x00427df5 5   6    .text   ascii   `.\e3|
2256 0x00027e07 0x00427e07 4   6    .text   utf8    G)9ş blocks=Basic Latin,Latin Extended-A
2257 0x00027e19 0x00427e19 4   5    .text   ascii   M[\am
2258 0x00027e3a 0x00427e3a 6   7    .text   ascii   !.kQr\a
2259 0x00027ec0 0x00427ec0 5   7    .text   utf8    4l߯%a blocks=Basic Latin,NKo
2260 0x00027f09 0x00427f09 4   5    .text   ascii   \r\boH
2261 0x00027fc1 0x00427fc1 8   9    .text   ascii   2fo\+_vp
2262 0x0002803f 0x0042803f 7   8    .text   ascii   +s/vQM\r
2263 0x00028069 0x00428069 5   6    .text   ascii   \ezW|S
2264 0x00028072 0x00428072 4   5    .text   ascii   ih6M
2265 0x000280aa 0x004280aa 4   5    .text   ascii   r}>\a
2266 0x000280e9 0x004280e9 9   10   .text   ascii   ,4IwjQa)F
2267 0x00028144 0x00428144 6   9    .text   utf8    k緢6^w; blocks=Basic Latin,CJK Unified Ideographs
2268 0x00028189 0x00428189 5   6    .text   ascii   d8(\f<
2269 0x00028199 0x00428199 4   5    .text   ascii   eL}#
2270 0x000281df 0x004281df 5   8    .text   utf8    Ɵe%]O blocks=Latin Extended-B,Basic Latin
2271 0x0002820b 0x0042820b 7   8    .text   ascii   LVO<S'n
2272 0x00028238 0x00428238 4   5    .text   ascii   \a?\r!
2273 0x00028264 0x00428264 4   7    .text   utf8    QR\r㚧 blocks=Basic Latin,CJK Unified Ideographs Extension A
2274 0x00028281 0x00428281 4   6    .text   utf8    ZQȻO blocks=Basic Latin,Latin Extended-B
2275 0x00028324 0x00428324 4   5    .text   ascii   (t[&
2276 0x0002833d 0x0042833d 4   5    .text   ascii   E}_a
2277 0x00028376 0x00428376 4   5    .text   ascii   JxS>
2278 0x00028381 0x00428381 4   6    .text   utf8    Ж\r%n blocks=Cyrillic,Basic Latin
2279 0x00028395 0x00428395 4   6    .text   utf8    nݝ"/ blocks=Basic Latin,Arabic Supplement
2280 0x00028416 0x00428416 4   5    .text   ascii    &9+
2281 0x0002844a 0x0042844a 5   6    .text   ascii   C,o\nr
2282 0x0002845a 0x0042845a 7   9    .text   utf8    j]$ܷ]r7 blocks=Basic Latin,Syriac
2283 0x000284be 0x004284be 5   6    .text   ascii   [)j;^
2284 0x000284ca 0x004284ca 4   6    .text   utf8    ?5UǶ blocks=Basic Latin,Latin Extended-B
2285 0x000284d0 0x004284d0 4   5    .text   ascii   y/\e@
2286 0x0002850a 0x0042850a 5   6    .text   ascii   p/{(_
2287 0x00028538 0x00428538 11  14   .text   utf8    ؼP\t\fTrױu\vv; blocks=Arabic,Basic Latin,Hebrew
2288 0x000285af 0x004285af 4   5    .text   ascii   \`V3
2289 0x000285c4 0x004285c4 5   7    .text   utf8    L`Ȍ\v; blocks=Basic Latin,Latin Extended-B
2290 0x000285e5 0x004285e5 4   5    .text   ascii   kUEP
2291 0x000285fc 0x004285fc 4   5    .text   ascii   =Jum
2292 0x00028643 0x00428643 4   5    .text   ascii   ~Pas
2293 0x0002878c 0x0042878c 4   5    .text   ascii   d==D
2294 0x000287ad 0x004287ad 4   5    .text   ascii   9ft'
2295 0x000287ba 0x004287ba 5   6    .text   ascii   \bea?}
2296 0x000287df 0x004287df 4   5    .text   ascii   {7\bl
2297 0x000287ea 0x004287ea 4   5    .text   ascii   z[&f
2298 0x000287f6 0x004287f6 4   5    .text   ascii   SfJ`
2299 0x00028801 0x00428801 4   5    .text   ascii   \fR]\r
2300 0x00028844 0x00428844 5   6    .text   ascii   ??N[Y
2301 0x000288db 0x004288db 4   6    .text   utf8    i߳Ss blocks=Basic Latin,NKo
2302 0x0002892f 0x0042892f 5   8    .text   utf8    ڏJ"Ő( blocks=Arabic,Basic Latin,Latin Extended-A
2303 0x0002894e 0x0042894e 4   5    .text   ascii   bdmp
2304 0x00028959 0x00428959 4   5    .text   ascii   eS5y
2305 0x00028989 0x00428989 5   7    .text   utf8    4/Ʉ#b blocks=Basic Latin,Latin Extended-B
2306 0x0002899f 0x0042899f 4   5    .text   ascii   9BA<
2307 0x000289a4 0x004289a4 4   5    .text   ascii   8v\G
2308 0x000289d2 0x004289d2 4   5    .text   ascii   a6"t
2309 0x00028a12 0x00428a12 6   7    .text   ascii   fMkQzV
2310 0x00028a25 0x00428a25 4   5    .text   ascii   DJO"
2311 0x00028a2d 0x00428a2d 4   5    .text   ascii   af& 
2312 0x00028a59 0x00428a59 8   12   .text   utf8    'fWӞNJ㕍. blocks=Basic Latin,Cyrillic,CJK Unified Ideographs Extension A
2313 0x00028a74 0x00428a74 4   5    .text   ascii   /Jm2
2314 0x00028aa0 0x00428aa0 4   5    .text   ascii   \ny+G
2315 0x00028aa6 0x00428aa6 4   5    .text   ascii   a{z_
2316 0x00028ae5 0x00428ae5 5   7    .text   utf8    Έ?YnP blocks=Greek and Coptic,Basic Latin
2317 0x00028af0 0x00428af0 4   5    .text   ascii   pL/G
2318 0x00028b09 0x00428b09 5   6    .text   ascii   ,L0<u
2319 0x00028b12 0x00428b12 4   6    .text   utf8    c`En
2320 0x00028b22 0x00428b22 4   6    .text   utf8    85]ކ blocks=Basic Latin,Thaana
2321 0x00028b46 0x00428b46 4   7    .text   utf8    --륱# blocks=Basic Latin,Hangul Syllables
2322 0x00028b58 0x00428b58 4   5    .text   ascii   R;{\t
2323 0x00028bcf 0x00428bcf 4   5    .text   ascii   OJoe
2324 0x00028be5 0x00428be5 6   9    .text   utf8    H\n;ތ\e% blocks=Basic Latin,Thaana
2325 0x00028c33 0x00428c33 4   5    .text   ascii   }F\ad
2326 0x00028c44 0x00428c44 5   6    .text   ascii   5%?5<
2327 0x00028c54 0x00428c54 4   5    .text   ascii   ?OzG
2328 0x00028c70 0x00428c70 5   7    .text   utf8    D"Fˡ< blocks=Basic Latin,Spacing Modifier Letters
2329 0x00028c93 0x00428c93 5   6    .text   ascii   +\vD*\r
2330 0x00028cdc 0x00428cdc 4   5    .text   ascii    vQo
2331 0x00028d25 0x00428d25 4   6    .text   utf8    @ߔ\t1 blocks=Basic Latin,NKo
2332 0x00028d2f 0x00428d2f 5   6    .text   ascii   ]-f_\
2333 0x00028d43 0x00428d43 4   5    .text   ascii   OX=\a
2334 0x00028d55 0x00428d55 4   6    .text   utf8    \bǦIa blocks=Basic Latin,Latin Extended-B
2335 0x00028dc8 0x00428dc8 7   8    .text   ascii   CLmvd] 
2336 0x00028dfc 0x00428dfc 4   5    .text   ascii   N\r\n~
2337 0x00028e0d 0x00428e0d 4   6    .text   utf8    rНu: blocks=Basic Latin,Cyrillic
2338 0x00028e50 0x00428e50 4   5    .text   ascii   fUeB
2339 0x00028eec 0x00428eec 5   6    .text   ascii   k|:/+
2340 0x00028f29 0x00428f29 4   5    .text   ascii   Q>ba
2341 0x00028f41 0x00428f41 4   5    .text   ascii   nSI&
2342 0x00028f48 0x00428f48 4   5    .text   ascii   h.Gl
2343 0x00028f67 0x00428f67 5   7    .text   utf8    ϩ|b#4 blocks=Greek and Coptic,Basic Latin
2344 0x00028fa0 0x00428fa0 4   5    .text   ascii   s`.M
2345 0x00029014 0x00429014 4   5    .text   ascii   \rxHc
2346 0x00029077 0x00429077 5   6    .text   ascii   0oDFd
2347 0x000290b1 0x004290b1 4   6    .text   utf8    0FϞ= blocks=Basic Latin,Greek and Coptic
2348 0x000290ba 0x004290ba 6   8    .text   utf8    [IrbMצ blocks=Basic Latin,Hebrew
2349 0x000290ce 0x004290ce 4   5    .text   ascii   \r$.j
2350 0x000290de 0x004290de 6   7    .text   ascii   {9#\f^F
2351 0x000290e5 0x004290e5 6   10   .text   utf8    )bꏙIݍ# blocks=Basic Latin,Yi Syllables,Syriac
2352 0x00029110 0x00429110 6   8    .text   utf8    ;\tݽdDB blocks=Basic Latin,Arabic Supplement
2353 0x0002912f 0x0042912f 4   6    .text   utf8    ʔ=#] blocks=IPA Extensions,Basic Latin
2354 0x0002913e 0x0042913e 4   5    .text   ascii   G7\tX
2355 0x0002916b 0x0042916b 4   5    .text   ascii   ]\f)]
2356 0x000291ad 0x004291ad 4   5    .text   ascii   z6iL
2357 0x000291db 0x004291db 4   5    .text   ascii   0\e H
2358 0x00029238 0x00429238 5   7    .text   utf8    \3lݍR blocks=Basic Latin,Syriac
2359 0x00029303 0x00429303 4   5    .text   ascii   v/^Y
2360 0x00029318 0x00429318 4   5    .text   ascii   ?6T\a
2361 0x000293b3 0x004293b3 4   5    .text   ascii   `x\b{
2362 0x00029421 0x00429421 5   6    .text   ascii   H=C|^
2363 0x00029486 0x00429486 4   5    .text   ascii   j$\t\r
2364 0x000294a5 0x004294a5 4   5    .text   ascii   a 66
2365 0x00029547 0x00429547 4   5    .text   ascii   #{M"
2366 0x0002954f 0x0042954f 4   5    .text   ascii   RG!@
2367 0x00029563 0x00429563 6   8    .text   utf8    \tQ\Ӑ#E blocks=Basic Latin,Cyrillic
2368 0x00029597 0x00429597 4   5    .text   ascii   E()3
2369 0x000295f6 0x004295f6 4   5    .text   ascii   \n#"%
2370 0x0002960b 0x0042960b 4   6    .text   utf8    zrݐN blocks=Basic Latin,Arabic Supplement
2371 0x000296a3 0x004296a3 4   5    .text   ascii   qt<h
2372 0x000296ea 0x004296ea 4   5    .text   ascii   p/0\b
2373 0x000296ef 0x004296ef 5   6    .text   ascii   hO\a-E
2374 0x00029707 0x00429707 6   7    .text   ascii   >BL*6+
2375 0x0002971d 0x0042971d 4   5    .text   ascii   #1D?
2376 0x0002972a 0x0042972a 6   7    .text   ascii   0w6\v3%
2377 0x0002975c 0x0042975c 4   6    .text   utf8    ڬ\f}3 blocks=Arabic,Basic Latin
2378 0x0002977d 0x0042977d 4   6    .text   utf8    kk0ջ blocks=Basic Latin,Armenian
2379 0x00029787 0x00429787 9   12   .text   utf8    6+TDڼE[ű/ blocks=Basic Latin,Arabic,Latin Extended-A
2380 0x00029882 0x00429882 5   7    .text   utf8    7܊Y\ft blocks=Basic Latin,Syriac
2381 0x000298b5 0x004298b5 4   5    .text   ascii   7,k{
2382 0x000298e1 0x004298e1 5   6    .text   ascii   Q%as{
2383 0x000298ea 0x004298ea 4   6    .text   utf8    }s܊\ blocks=Basic Latin,Syriac
2384 0x0002999b 0x0042999b 5   6    .text   ascii    a>rd
2385 0x000299d8 0x004299d8 4   6    .text   utf8    '*òW blocks=Basic Latin,Latin-1 Supplement
2386 0x00029a17 0x00429a17 4   6    .text   utf8    SHωZ blocks=Basic Latin,Greek and Coptic
2387 0x00029a2e 0x00429a2e 4   5    .text   ascii   &\eAM
2388 0x00029a54 0x00429a54 5   7    .text   utf8    `GZӯC blocks=Basic Latin,Cyrillic
2389 0x00029a67 0x00429a67 4   5    .text   ascii   dbUf
2390 0x00029a92 0x00429a92 4   5    .text   ascii   <uT}
2391 0x00029aa8 0x00429aa8 6   7    .text   ascii   ~HhnZ>
2392 0x00029ab0 0x00429ab0 5   7    .text   utf8    o¶<l3 blocks=Basic Latin,Latin-1 Supplement
2393 0x00029ad4 0x00429ad4 4   5    .text   ascii   "=io
2394 0x00029ae1 0x00429ae1 4   5    .text   ascii   ,vl;
2395 0x00029afb 0x00429afb 6   7    .text   ascii   R$OSo<
2396 0x00029b02 0x00429b02 5   6    .text   ascii   P9 Q\a
2397 0x00029b0a 0x00429b0a 6   7    .text   ascii   MdT%55
2398 0x00029b6b 0x00429b6b 5   6    .text   ascii   -z'\l
2399 0x00029b86 0x00429b86 7   8    .text   ascii   LI!2_n2
2400 0x00029b95 0x00429b95 4   5    .text   ascii   :ZWH
2401 0x00029bae 0x00429bae 4   5    .text   ascii   cz%I
2402 0x00029c07 0x00429c07 5   6    .text   ascii   d<z!n
2403 0x00029c44 0x00429c44 5   6    .text   ascii   c>\n3\f
2404 0x00029c53 0x00429c53 5   6    .text   ascii   r-v<?
